std_id,대분류,중분류,기능,상태,오픈차단여부,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,sub_track,배정근거,done_criteria
STD-ART-006,원고·파일,업로드,주문 이후 파일 업로드 경로(결제 후 입고),partial,작업 항목,F-075;IA-075;SCOPE-075,WA-052,N,Y,raw/webadmin/webadmin/catalog/artwork_promote.py:1 (tmp→order 버킷 승격) · models.py:1081,R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 위젯 드롭존 + t_ord_artworks 1회 점검으로 닫는다,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「주문 이후 파일 업로드 경로(결제 후 입고)」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-007,원고·파일,업로드,파일 재업로드·버전 이력 보관,partial,작업 항목,F-137;IA-137;SCOPE-137,WA-052,N,Y,raw/webadmin/webadmin/catalog/artwork_promote.py:1,R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 위젯 드롭존 + t_ord_artworks 1회 점검으로 닫는다,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「파일 재업로드·버전 이력 보관」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-008,원고·파일,검판,파일 포맷 유효성 검사,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「파일 포맷 유효성 검사」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-009,원고·파일,검판,재단선/블리드 3mm 확보 검사,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「재단선/블리드 3mm 확보 검사」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-010,원고·파일,검판,색공간(CMYK) 검사 및 RGB 경고,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「색공간(CMYK) 검사 및 RGB 경고」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-011,원고·파일,검판,해상도(dpi) 검사,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「해상도(dpi) 검사」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-012,원고·파일,검판,폰트 아웃라인 여부 검사,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「폰트 아웃라인 여부 검사」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-013,원고·파일,검판,주문 사양과 파일 실측 사이즈 대조,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「주문 사양과 파일 실측 사이즈 대조」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-014,원고·파일,검판,별색 채널·오버프린트 검사,todo,작업 항목,F-137;IA-137;SCOPE-137;X-DEC-FILECHECK-01,,N,Y,X-DEC-FILECHECK-01 OQ-G11 파일 검수 기준 미확정(1차),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「별색 채널·오버프린트 검사」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-015,원고·파일,검판,검판 결과 리포트 고객 노출,todo,작업 항목,F-137;IA-137;SCOPE-137,,N,Y,F-137/SCOPE-137/IA-137 파일확인처리 CUSTOM·미착수,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「검판 결과 리포트 고객 노출」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-016,원고·파일,검판,자동검판 도구 연동(PitStop 등),new,작업 항목,,,N,N,print-kb/wiki/policy/order-mgmt.md#OMG-02 PitStop 연동 후보,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"「자동검판 도구 연동(PitStop 등)」을 담을 그릇(테이블·모듈·화면)이 생기고, 위젯 드롭존 + t_ord_artworks 에서 그 동작이 1회 관측된다"
STD-ART-017,원고·파일,검판,검판 게이트 통과/보류 상태 관리,todo,작업 항목,F-137;IA-137;SCOPE-137,,N,Y,F-137/SCOPE-137/IA-137 파일확인처리,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「검판 게이트 통과/보류 상태 관리」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-018,원고·파일,검판,재업로드 요청 발송(문자/알림),todo,작업 항목,F-138;IA-138;SCOPE-138,,N,Y,F-138/SCOPE-138/IA-138 재업로드요청 문자 발송 PARTIAL·대기 · X-SMS-CONTRACT-01 알림톡/SMS 계약 미체결,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「재업로드 요청 발송(문자/알림)」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-019,원고·파일,미리보기,업로드 파일 썸네일·PDF 미리보기,todo,작업 항목,F-053;F-160;IA-053;SCOPE-053;SCOPE-160,,N,Y,F-053/SCOPE-053/IA-053 D2 편집상품 미리보기·썸네일 CUSTOM·미착수,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 D2 미리보기 · 위젯 밖 상세화면 표시 지점,"위젯 드롭존 + t_ord_artworks 에서 「업로드 파일 썸네일·PDF 미리보기」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-020,원고·파일,미리보기,재단선 오버레이 미리보기,todo,작업 항목,IA-058;SCOPE-058,,N,N,SCOPE-058/IA-058 E2 인쇄영역·도련 가이드 PARTIAL·미착수,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 D2 미리보기 · 위젯 밖 상세화면 표시 지점,위젯 드롭존 + t_ord_artworks 에서 「재단선 오버레이 미리보기」가 1회 관측된다
STD-ART-021,원고·파일,에디터,온라인 디자인 에디터 진입,partial,작업 항목,F-054;IA-054;SCOPE-054,WA-041;SB-020,N,Y,"raw/webadmin/webadmin/config/urls.py:274,275 · catalog/edicus_lookup.py:214-260 (resolve/token done) — 그러나 SB-020 stub: configurator-actions.tsx:170-176 onClick 없음(데드 버튼)",R1 · L4 판정 승계 · 안 되는 부분: catalog/edicus_lookup.py:214-260 (resolve/token done) — 그러나 SB-020 stub: configurator-acti… (출처 근거),인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"이미 되는 부분은 확인되고, 남은 부분(catalog/edicus_lookup.py:214-260 (resolve/token done) — 그러나 SB-020 stub: configurator-acti…)이 「온라인 디자인 에디터 진입」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-022,원고·파일,에디터,에디터 템플릿 선택·불러오기,partial,작업 항목,F-054;IA-054;SCOPE-054;X-EDX-D3-01,WA-047;WA-048,N,Y,raw/webadmin/webadmin/config/urls.py:41-49 · catalog/edicus_views.py:278-674 (템플릿 메타/차원/그리드) · :52-69 (tmpl-combo),R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 위젯 드롭존 + t_ord_artworks 1회 점검으로 닫는다,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「에디터 템플릿 선택·불러오기」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-023,원고·파일,에디터,에디터 작업물 저장·재편집,todo,작업 항목,F-054;IA-054;SCOPE-054;X-WGTF-EDICUS-01,,N,Y,X-WGTF-EDICUS-01 에디터 연동 계약 미상(U-6/U-7),R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「에디터 작업물 저장·재편집」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-024,원고·파일,에디터,에디터 산출물 인쇄용 파일 변환·주문 연결,todo,작업 항목,F-054;IA-054;SCOPE-054;X-EDX-D8-01;X-WGTF-EDICUS-01,,N,Y,X-WGTF-EDICUS-01 · X-EDX-D8-01 EDICUS Link Manager POD 채널 이중 등록,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「에디터 산출물 인쇄용 파일 변환·주문 연결」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-025,원고·파일,에디터,선택 옵션(사이즈·페이지)과 에디터 캔버스 동기화,todo,작업 항목,F-054;IA-054;P-EDICUS-MISSING-01;SCOPE-054,,N,Y,P-EDICUS-MISSING-01 EDICUS 미등록/결손 — 셋트문구 5종·레더하드커버·벽걸이캘린더 2사이즈,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「선택 옵션(사이즈·페이지)과 에디터 캔버스 동기화」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-026,원고·파일,보관,고객 파일 보관기간 정책 적용·만료 삭제,new,작업 항목,,,N,N,print-kb/wiki/policy/operations.md#OPS-02 현행 무정책 To-Be,R1 · L4 판정 승계,PM(정책)+인쇄개발(구현),,예외:N3 §5 U-23 원고 tmp 30일 ↔ 샵바이 장바구니 보존기간 맞물림 — 보존기간은 정책 결정,"「고객 파일 보관기간 정책 적용·만료 삭제」를 담을 그릇(테이블·모듈·화면)이 생기고, 위젯 드롭존 + t_ord_artworks 에서 그 동작이 1회 관측된다"
STD-ART-027,원고·파일,보관,과거 주문 파일 재사용 재주문,todo,작업 항목,F-010;IA-010;SCOPE-010,,N,Y,F-010/SCOPE-010/IA-010 주문상세조회(편집상품 미리보기) CUSTOM·미착수,R1 · L4 판정 승계,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"위젯 드롭존 + t_ord_artworks 에서 「과거 주문 파일 재사용 재주문」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ART-028,원고·파일,생산연계,생산용 원고 자동 다운로드/전달,partial,작업 항목,F-157;F-159;SCOPE-157;SCOPE-159,WA-052,Y,Y,raw/webadmin/webadmin/catalog/artwork_promote.py:1 (order 버킷 승격),R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 위젯 드롭존 + t_ord_artworks 1회 점검으로 닫는다,인쇄개발,-,규칙:ARCHITECTURE-v2 §10.1 A-1·A-2 철회 — 파일업로드·에디터 호출이 위젯(webadmin,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「생산용 원고 자동 다운로드/전달」 로 저장한 값이 라이브 DB 1행으로 조회되고, 그 값이 가격 계산 결과에 원 단위까지 반영된 것이 1건 확인된다"
STD-ORD-001,장바구니·주문,장바구니,장바구니 담기(인쇄옵션+파일 동반),done,작업 항목,F-064;F-076;IA-064;IA-076;SCOPE-064;SCOPE-076,SB-022;SB-012,Y,Y,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:201 · src/lib/api/widget-order.ts:26-35 (위젯 견적가 적재),"R1 · L4 판정 승계 · 구현 완료·미검증·계약 드리프트(huni_item 계약 vs huni_token 코드 — widget-order.ts:110-111 `?? """"` · cart-page.tsx:119 `if (!token) return;` · 근거 L5/Q0/huni-token-label-check.md)",쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-cart.ts:201 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「장바구니 담기(인쇄옵션+파일 동반)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-002,장바구니·주문,장바구니,장바구니 조회,done,작업 항목,F-076;IA-076;SCOPE-076,SB-021,N,Y,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「장바구니 조회」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-003,장바구니·주문,장바구니,장바구니 수량/옵션 수정,done,작업 항목,F-076;IA-076;SCOPE-076,SB-021;SB-025,N,Y,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230 · src/app/api/printly/requote/route.ts:16-50,"R1 · L4 판정 승계 · 구현 완료·미검증·계약 드리프트(huni_item 계약 vs huni_token 코드 — widget-order.ts:110-111 `?? """"` · cart-page.tsx:119 `if (!token) return;` · 근거 L5/Q0/huni-token-label-check.md)",쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「장바구니 수량/옵션 수정」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-004,장바구니·주문,장바구니,장바구니 항목 삭제,done,작업 항목,F-076;IA-076;SCOPE-076,SB-021,N,Y,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「장바구니 항목 삭제」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-005,장바구니·주문,장바구니,선택 상품 금액 계산,done,작업 항목,F-076;IA-076;SCOPE-076,SB-027,N,Y,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252",R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「선택 상품 금액 계산」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-006,장바구니·주문,장바구니,구매가능 검증(결제 전 sanity),partial,작업 항목,F-061;IA-061;SCOPE-061;X-CR-ENFORCE-CLIENT-01,WA-036,N,Y,raw/webadmin/webadmin/config/urls.py:249 (validate) — X-CR-ENFORCE-CLIENT-01 호출 지점 0건,R1 · L4 판정 승계 · 안 되는 부분: raw/webadmin/webadmin/config/urls.py:249 (validate) — X-CR-ENFORCE-CLIENT-01 호출 지점 0건 (출처 근거),쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"이미 되는 부분은 확인되고, 남은 부분(raw/webadmin/webadmin/config/urls.py:249 (validate) — X-CR-ENFORCE-CLIENT-01 호출 지점 0건)이 「구매가능 검증(결제 전 sanity)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-007,장바구니·주문,장바구니,비회원 장바구니 계산(비영속),new,작업 항목,,SB-023,N,N,huni-skin-shopby/src/lib/guest-cart.ts:1-31 (localStorage 게스트 장바구니 done),R1 · L4 판정 승계 · 라이브 실측(09-02 A-13): 판매중 226건 전건 게스트 구매 가능 — 비회원 장바구니가 실제로 타는 경로다. 다만 게스트는 서버 장바구니가 없어 소유권 검증원이 없다(open-questions.md D-6 · contract-c2-shopby.md:463),쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"「비회원 장바구니 계산(비영속)」을 담을 그릇(테이블·모듈·화면)이 생기고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 그 동작이 1회 관측된다"
STD-ORD-008,장바구니·주문,장바구니,장바구니 인쇄사양 요약 표시,partial,작업 항목,F-076;IA-076;SCOPE-076,SB-012,N,Y,huni-skin-shopby/src/lib/api/widget-order.ts:26-35 · huni-widget.tsx:257-265,R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 라이브 장바구니 화면 + 샵바이 주문 API 응답 1회 점검으로 닫는다,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「장바구니 인쇄사양 요약 표시」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-009,장바구니·주문,주문서,주문서 작성,done,작업 항목,F-077;IA-077;SCOPE-077,SB-026,N,Y,huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「주문서 작성」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-010,장바구니·주문,주문서,주문서 조회,done,작업 항목,F-077;IA-077;SCOPE-077,SB-027,N,Y,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252",R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「주문서 조회」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-011,장바구니·주문,주문서,쿠폰·배송지 반영 최종 금액 계산,done,작업 항목,F-077;IA-077;SCOPE-077,SB-027;SB-029,N,Y,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 · use-order-coupons.ts:34,69,102",R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「쿠폰·배송지 반영 최종 금액 계산」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-012,장바구니·주문,주문서,주문자/수령자 정보 입력,done,작업 항목,F-077;IA-077;SCOPE-077,SB-026,N,Y,huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「주문자/수령자 정보 입력」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-013,장바구니·주문,주문서,배송지 주소 검색(우편번호),done,작업 항목,IA-079;SCOPE-079,SB-028,N,N,huni-skin-shopby/src/components/checkout/address-modal.tsx:1 · src/lib/daum-postcode.ts:10,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/components/checkout/address-modal.tsx:1 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「배송지 주소 검색(우편번호)」가 1회 관측된다"
STD-ORD-014,장바구니·주문,주문서,배송 요청사항 입력,todo,작업 항목,F-077;IA-077;SCOPE-077,,N,Y,F-077/SCOPE-077/IA-077 배송정보입력 PARTIAL·미착수,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「배송 요청사항 입력」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-ORD-015,장바구니·주문,주문서,나중배송(배송지 미입력) 주문,new,작업 항목,,,N,N,huni-shopby/01_research/order-to-delivery-contract.md §2.2 later-input-shippings,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"「나중배송(배송지 미입력) 주문」을 담을 그릇(테이블·모듈·화면)이 생기고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 그 동작이 1회 관측된다"
STD-ORD-016,장바구니·주문,주문서,주문 제목/작업명 입력,new,작업 항목,,,N,N,print-story/02_capture/order-flow-steps.md §A-6 주문제목,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"「주문 제목/작업명 입력」을 담을 그릇(테이블·모듈·화면)이 생기고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 그 동작이 1회 관측된다"
STD-ORD-017,장바구니·주문,주문서,출고 옵션 선택(오늘출고·토요일출고),new,작업 항목,,,N,N,print-story/02_capture/order-flow-steps.md §C-6 출고 옵션,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"「출고 옵션 선택(오늘출고·토요일출고)」를 담을 그릇(테이블·모듈·화면)이 생기고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 그 동작이 1회 관측된다"
STD-ORD-018,장바구니·주문,주문서,약관 동의(구매·개인정보 제3자),todo,작업 항목,X-SHOPBY-TERMS-01,,N,Y,X-SHOPBY-TERMS-01 Q-MISC-1 reserve 필수 agreementTermsAgrees termsType 세트 미상,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「약관 동의(구매·개인정보 제3자)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-ORD-019,장바구니·주문,주문,주문 예약(reserve) 및 금액 검증,partial,작업 항목,F-080;IA-080;SCOPE-080;X-PAY-FLOW-01,SB-031;SB-033,Y,Y,huni-skin-shopby/src/components/checkout/checkout-form.tsx:157-158 · src/lib/payments/ncp-pay.ts:47-70 — X-PAY-FLOW-01 reserve/paymentAmtForVerification 산식 미상,R1 · L4 판정 승계 · 안 되는 부분: src/lib/payments/ncp-pay.ts:47-70 — X-PAY-FLOW-01 reserve/paymentAmtForVerification 산식 미상 (출처 근거),쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"이미 되는 부분은 확인되고, 남은 부분(src/lib/payments/ncp-pay.ts:47-70 — X-PAY-FLOW-01 reserve/paymentAmtForVerification 산식 미상)이 「주문 예약(reserve) 및 금액 검증」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-020,장바구니·주문,주문,주문 완료 화면·주문번호 발급,done,작업 항목,F-081;IA-081;SCOPE-081,SB-035,N,Y,huni-skin-shopby/src/components/order/order-complete-view.tsx:1,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/components/order/order-complete-view.tsx:1 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「주문 완료 화면·주문번호 발급」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
