mat_cd,mat_nm,mat_typ_cd,classification,rationale,price_ref,used_as_usage,used_in_products,remediation,routing
MAT_000217,행택끈 사각검정 (100개),MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000220,행택끈 사각마사 (100개),MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000219,행택끈 사각백색 (100개),MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000222,우드거치대 120mm (4mm홈) 내추럴,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000049,2구자석,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000221,자석고정용고무판 20 x 20 (20개입),MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000228,우드행거 230mm + 면끈,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000224,우드봉 270mm + 면끈,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000230,우드행거 320mm + 면끈,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000226,우드봉 360mm + 면끈,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000231,우드행거 440mm + 면끈,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000227,우드봉 480mm + 면끈,MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000247,D링 D링(31mm),MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000248,D링 D링(42mm),MAT_TYPE.07,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000183,메쉬,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,7,유지(조치 불요),-
MAT_000177,매트지,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000176,인화지,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000181,그래픽천,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000190,블랙시트,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000182,현수막천,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000189,화이트시트,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000191,홀로그램시트,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000178,PET,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,7,유지(조치 불요),-
MAT_000180,투명PVC,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000179,PVC,MAT_TYPE.08,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000205,볼체인 민트그린 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000207,볼체인 바이올렛 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000202,볼체인 오렌지 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000204,볼체인 핫핑크 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000209,볼체인 화이트 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000208,볼체인 블랙 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000206,볼체인 블루 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000203,볼체인 핑크 (3개1팩),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000232,만년스탬프 리필잉크 청보라 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000235,만년스탬프 리필잉크 검정 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000239,만년스탬프 리필잉크 노랑 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000234,만년스탬프 리필잉크 빨강 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000237,만년스탬프 리필잉크 초록 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000236,만년스탬프 리필잉크 파랑 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000238,만년스탬프 리필잉크 핑크 (5cc),MAT_TYPE.10,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000158,미색매트지,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000242,미색스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(468행),공통,8,유지(조치 불요),-
MAT_000153,유포스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(689행),공통,8,유지(조치 불요),-
MAT_000167,타투전용지,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(1행),공통,1,유지(조치 불요),-
MAT_000162,투명스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(174행),공통,2,유지(조치 불요),-
MAT_000243,투명전용지,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000161,수분리스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000155,무광코팅스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(468행),공통,8,유지(조치 불요),-
MAT_000156,유광코팅스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(468행),공통,8,유지(조치 불요),-
MAT_000163,홀로그램스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(144행),공통,1,유지(조치 불요),-
MAT_000164,크라프트 스티커,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000165,유포지+엠보코팅,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000160,리무벌아트지 90g,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000166,투명접착 PVC,MAT_TYPE.11,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000293,틴케이스,MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000269,워터북보틀,MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000341,미니틴케이스,MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000268,화이트머그 (11온스),MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000342,워터북보틀 350ml,MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000343,워터북보틀 500ml,MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,(미사용),0,유지(조치 불요),-
MAT_000281,미니CD키링 세트,MAT_TYPE.12,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000084,비코팅스티커,MAT_TYPE.13,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(653행),공통,9,유지(조치 불요),-
MAT_000171,은데드롱스티커,MAT_TYPE.13,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000170,투명데드롱스티커,MAT_TYPE.13,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000169,레자크줄무늬백색 110g,MAT_TYPE.14,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),NO,공통,1,유지(조치 불요),-
MAT_000168,레자크체크백색 110g,MAT_TYPE.14,스톡(실재고),치수/규격/개수 단위로 재고관리 가능한 실 스톡(부자재·악세사리·실사천·종이 등),YES(20행),공통,1,유지(조치 불요),-
