std_id,대분류,중분류,기능,인쇄특수여부,필수도,근거출처
STD-MEM-002,회원·인증,가입,약관 동의·전체동의,N,must,print-kb/wiki/policy/membership-auth.md#MEM-04
STD-MEM-003,회원·인증,가입,휴대전화 본인인증(SMS/PASS),N,must,print-kb/wiki/policy/membership-auth.md#MEM-04
STD-MEM-004,회원·인증,가입,14세 미만 가입 제한,N,should,print-kb/wiki/policy/membership-auth.md#MEM-04
STD-MEM-005,회원·인증,가입,1인 1계정 중복가입 제한,N,should,print-kb/wiki/policy/membership-auth.md#MEM-04
STD-MEM-006,회원·인증,가입,가입완료 혜택 자동지급(쿠폰+적립금),N,should,print-kb/wiki/policy/membership-auth.md#MEM-07
STD-MEM-007,회원·인증,로그인,아이디/비밀번호 로그인,N,must,print-kb/wiki/policy/membership-auth.md#MEM-01
STD-MEM-008,회원·인증,로그인,아이디 찾기(마스킹),N,must,print-kb/wiki/policy/membership-auth.md#MEM-02
STD-MEM-009,회원·인증,로그인,비밀번호 재설정(이메일 링크),N,must,print-kb/wiki/policy/membership-auth.md#MEM-02
STD-MEM-010,회원·인증,로그인,카카오 소셜 로그인,N,must,print-kb/wiki/policy/membership-auth.md#MEM-03
STD-MEM-011,회원·인증,로그인,네이버 소셜 로그인,N,must,print-kb/wiki/policy/membership-auth.md#MEM-03
STD-MEM-012,회원·인증,로그인,구글/애플 소셜 로그인,N,could,print-kb/wiki/policy/membership-auth.md#MEM-03 2차 EXTERNAL
STD-MEM-013,회원·인증,세션,로그인 세션 유지·자동 갱신,N,must,huni-shopby/01_research/commerce-flow-contract.md §0 인증 헤더 규약
STD-MEM-014,회원·인증,세션,비회원 게스트 세션 처리,N,must,huni-shopby/01_research/commerce-flow-contract.md §2 GuestOrder
STD-MEM-015,회원·인증,회원,회원정보 수정(비밀번호 재확인),N,must,print-quote/04_design/ia.md §2.2 SM-MY-09
STD-MEM-016,회원·인증,회원,비밀번호 변경,N,must,print-quote/04_design/ia.md §2.2 SM-MY-10
STD-MEM-017,회원·인증,회원,회원탈퇴,N,must,print-quote/04_design/ia.md §2.2 SM-MY-11
STD-MEM-018,회원·인증,회원,회원등급 산정·자동 승급,N,should,print-kb/wiki/policy/membership-auth.md#MEM-06
STD-MEM-019,회원·인증,회원,휴면계정 전환·복구,N,should,print-kb/wiki/policy/membership-auth.md#MEM-04 계정정책 파생
STD-MEM-020,회원·인증,회원,기존 회원 데이터 이관(구 사이트),N,must,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 이슈 명시
STD-MYP-001,마이페이지,주문,주문 목록 조회,N,must,print-quote/04_design/ia.md §2.2 SM-MY-01
STD-MYP-002,마이페이지,주문,주문 상세 조회(사양·파일·상태),Y,must,print-quote/04_design/ia.md §2.2 SM-MY-01.1
STD-MYP-003,마이페이지,주문,편집상품 미리보기,Y,should,print-quote/04_design/ia.md §2.2 SM-MY-01.1
STD-MYP-004,마이페이지,보관함,옵션보관함 저장/불러오기,Y,must,print-kb/wiki/policy/mypage.md#MYP-01
STD-MYP-005,마이페이지,보관함,보관 기간 정책 적용·만료 처리,Y,should,print-kb/wiki/policy/mypage.md#MYP-01 3개월 권장
STD-MYP-006,마이페이지,적립금,프린팅머니 잔액·내역 조회,N,must,print-kb/wiki/policy/mypage.md#MYP-02
STD-MYP-007,마이페이지,적립금,프린팅머니 충전(PG 결제→적립 전환),N,must,print-kb/wiki/policy/custom-dev.md#CST-04
STD-MYP-008,마이페이지,적립금,구매확정 적립금 자동 지급,N,should,huni-shopby/01_research/order-to-delivery-contract.md §3 accumulationAmtWhenBuyConfirm
STD-MYP-009,마이페이지,적립금,기존 프린트머니 잔액 이관,N,must,print-kb/wiki/policy/mypage.md#MYP-02 · print-kb/wiki/policy/custom-dev.md#CST-04
STD-MYP-010,마이페이지,쿠폰,보유 쿠폰 목록,N,must,print-quote/04_design/ia.md §2.2 SM-MY-03
STD-MYP-011,마이페이지,쿠폰,쿠폰 번호 등록,N,should,print-quote/04_design/ia.md §2.2 SM-MY-03.1
STD-MYP-012,마이페이지,리뷰,내 리뷰 작성·조회,N,must,print-kb/wiki/policy/review.md#RVW-01
STD-MYP-013,마이페이지,문의,내 상품Q&A/1:1문의 조회,N,must,print-quote/04_design/ia.md §2.2 SM-MY-05 SM-MY-08
STD-MYP-014,마이페이지,증빙,증빙서류 발급내역 조회,N,must,print-quote/04_design/ia.md §2.2 SM-MY-12
STD-MYP-015,마이페이지,증빙,현금영수증 정보 관리,N,should,print-quote/04_design/ia.md §2.2 SM-MY-12.3
STD-MYP-016,마이페이지,배송지,배송지 주소록 관리,N,must,huni-shopby/01_research/order-to-delivery-contract.md §2.2 주소지 추가
STD-PRM-001,프로모션,쿠폰,신규회원 쿠폰 자동발행,N,should,print-kb/wiki/policy/coupon.md#CPN-01
STD-PRM-002,프로모션,쿠폰,리뷰 작성 보상 쿠폰 발행,N,should,print-kb/wiki/policy/coupon.md#CPN-02
STD-PRM-003,프로모션,쿠폰,재구매 쿠폰 발행,N,could,print-kb/wiki/policy/coupon.md#CPN-03
STD-PRM-004,프로모션,쿠폰,회원등급(VIP) 쿠폰 발행,N,could,print-kb/wiki/policy/coupon.md#CPN-04
STD-PRM-005,프로모션,쿠폰,쿠폰 동시사용 개수 제한,N,should,print-kb/wiki/policy/coupon.md#CPN-05
STD-PRM-006,프로모션,쿠폰,쿠폰 유효기간 관리,N,must,print-kb/wiki/policy/coupon.md#CPN-06
STD-PRM-007,프로모션,쿠폰,장바구니/주문서 쿠폰 적용,N,must,huni-shopby/01_research/commerce-flow-contract.md §3.4 쿠폰 보조
STD-PRM-008,프로모션,리뷰,리뷰 삭제 시 보상 회수,N,could,print-kb/wiki/policy/review.md#RVW-03
STD-PRM-009,프로모션,리뷰,사진 리뷰 추가 보상,N,could,print-kb/wiki/policy/review.md#RVW-04
STD-PRM-010,프로모션,기획전,기획전/할인 이벤트 페이지,N,should,print-quote/04_design/ia.md §2.1 메인 기획전
STD-PRM-011,프로모션,체험단,체험단 모집·신청·당첨·후기,N,could,print-kb/wiki/policy/custom-dev.md#CST-05
STD-PRM-012,프로모션,알림,알림톡/SMS 마케팅 발송,N,should,print-kb/wiki/policy/membership-auth.md#MEM-02 알림톡 계약 필요
STD-PRM-013,프로모션,알림,이메일 뉴스레터 발송,N,could,print-quote/04_design/ia.md §2.1 고객센터 파생
STD-PRM-014,프로모션,수신동의,마케팅 수신동의 관리,N,must,print-kb/wiki/policy/membership-auth.md#MEM-04 약관
STD-B2B-001,B2B,거래처,거래처(기업회원) 등록·관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-02 거래처관리
STD-B2B-002,B2B,거래처,거래처별 단가/할인율 설정,Y,should,print-kb/wiki/huni/price-engine.md#PE-SOT-5 가격소스 우선순위
STD-B2B-003,B2B,거래처,거래처 소속 담당자 다계정,N,should,print-quote/04_design/ia.md §2.3 거래처·원장
STD-B2B-004,B2B,후불,후불 여신한도 설정,N,should,print-kb/wiki/policy/custom-dev.md#CST-07
STD-B2B-005,B2B,후불,후불 주문 승인·미결제 관리,N,should,print-kb/wiki/policy/order-mgmt.md#OMG-04
STD-B2B-006,B2B,정산,월 마감 청구서 발행,N,should,print-kb/wiki/policy/operations.md#OPS-05 월단위 마감
STD-B2B-007,B2B,정산,업체별 미수금 관리,N,should,print-quote/04_design/ia.md §2.3 SM-A-06
STD-B2B-008,B2B,원장,거래처 원장(온·오프라인 통합),N,should,print-kb/wiki/policy/custom-dev.md#CST-06
STD-B2B-009,B2B,원장,원장 데이터 파일 생성(.txt 연계),N,could,print-quote/04_design/ia.md §2.3 SM-A-02 .txt 생성
STD-B2B-010,B2B,견적,대량 견적 요청 접수·회신,Y,should,print-quote/04_design/ia.md §2.1 SM-CS-04
STD-B2B-011,B2B,견적,견적서 발행(사업자 양식),N,should,print-quote/04_design/ia.md §2.1 대량견적 파생
STD-B2B-012,B2B,세금,세금계산서 일괄 발행,N,should,print-kb/wiki/policy/mypage.md#MYP-03
STD-ADP-001,운영자·상품가격,기초데이터,사이즈 마스터 등록·관리,Y,must,print-kb/wiki/base/sizes.md#BSZ-001 · print-quote/04_design/ia.md §2.3 SM-A-15
STD-ADP-002,운영자·상품가격,기초데이터,소재(자재) 마스터 등록·관리,Y,must,print-kb/wiki/huni/materials.md · print-quote/04_design/ia.md §2.3 SM-A-16
STD-ADP-003,운영자·상품가격,기초데이터,용지·평량 마스터 관리,Y,must,print-kb/wiki/base/paper.md#BPP-002 BPP-003
STD-ADP-004,운영자·상품가격,기초데이터,도수/색상 코드 관리,Y,must,print-kb/wiki/base/color.md#BCL-004
STD-ADP-005,운영자·상품가격,기초데이터,공정(후가공) 마스터 관리,Y,must,print-kb/wiki/huni/processes.md#PRC-001
STD-ADP-006,운영자·상품가격,기초데이터,공정 택일그룹 관리,Y,should,print-kb/wiki/huni/processes.md#PRC-002
STD-ADP-007,운영자·상품가격,기초데이터,판형(출력판형)·판걸이수 관리,Y,must,print-kb/wiki/base/sizes.md#BSZ-003 · print-kb/wiki/base/prepress-file.md#BPF-002
STD-ADP-008,운영자·상품가격,기초데이터,제본 방식 마스터 관리,Y,must,print-kb/wiki/base/binding.md#BBD-003 BBD-004
STD-ADP-009,운영자·상품가격,기초데이터,기초코드 논리삭제·이름변경 정책 적용,Y,must,print-kb/wiki/huni/load-path.md 기초코드 적재 경로
STD-ADP-010,운영자·상품가격,상품,인쇄/제본 상품 등록,Y,must,print-quote/04_design/ia.md §2.3 SM-A-10
STD-ADP-011,운영자·상품가격,상품,굿즈 상품 등록,N,must,print-quote/04_design/ia.md §2.3 SM-A-20
STD-ADP-012,운영자·상품가격,상품,포장재 상품 등록,N,should,print-quote/04_design/ia.md §2.3 SM-A-22
STD-ADP-013,운영자·상품가격,상품,상품-카테고리 귀속(다중분류),N,must,print-quote/04_design/ia.md §2.1 카테고리 메뉴
STD-ADP-014,운영자·상품가격,상품,상품 진열/노출 상태 관리,N,must,print-quote/04_design/ia.md §2.3 상품관리
STD-ADP-015,운영자·상품가격,상품,상품 상세페이지 콘텐츠 편집,N,must,print-quote/04_design/ia.md §2.3 빌더 트랙
STD-ADP-016,운영자·상품가격,상품,셋트(부품조립) 상품 구성 관리,Y,must,print-kb/wiki/huni/price-engine.md#PE-SOT-6
STD-ADP-017,운영자·상품가격,옵션,상품별 옵션그룹 구성,Y,must,print-kb/wiki/huni/cpq-options.md#CPQ-001
STD-ADP-018,운영자·상품가격,옵션,옵션 항목 ↔ 차원 참조 연결,Y,must,print-kb/wiki/huni/cpq-options.md#CPQ-002 polymorphic ref_dim_cd
STD-ADP-019,운영자·상품가격,옵션,옵션 참조 무결성 검증,Y,must,print-kb/wiki/huni/cpq-options.md#CPQ-003 fn_chk_opt_item_ref
STD-ADP-020,운영자·상품가격,옵션,추가상품 템플릿 구성,Y,should,print-kb/wiki/huni/cpq-options.md#CPQ-006
STD-ADP-021,운영자·상품가격,제약,제약규칙 등록(UI 폼빌더),Y,must,print-kb/wiki/huni/cpq-options.md#CPQ-007
STD-ADP-022,운영자·상품가격,제약,제약규칙 시뮬레이션·미리보기,Y,should,print-kb/wiki/huni/cpq-options.md#CPQ-GAP-3 정합 미검증
STD-ADP-023,운영자·상품가격,가격,가격공식 등록·상품 바인딩,Y,must,print-kb/wiki/huni/price-engine.md#PE-DEV-1 PE-003
STD-ADP-024,운영자·상품가격,가격,가격구성요소 등록·차원 지정,Y,must,print-kb/wiki/huni/price-engine.md#PE-DEV-2
STD-ADP-025,운영자·상품가격,가격,단가행 일괄 등록(엑셀 업로드),Y,must,print-kb/wiki/huni/price-engine.md#PE-001 t_prc_* 4단
STD-ADP-026,운영자·상품가격,가격,단가유형(단가형/합가형) 설정,Y,must,print-kb/wiki/huni/price-engine.md#PE-002
STD-ADP-027,운영자·상품가격,가격,수량구간 할인테이블 관리,N,must,print-kb/wiki/huni/price-engine.md#PE-008 PE-DEV-3
STD-ADP-028,운영자·상품가격,가격,면적 매트릭스 단가 관리,Y,must,print-kb/wiki/huni/price-engine.md#PE-006
STD-ADP-029,운영자·상품가격,가격,템플릿 직접단가 관리,Y,should,print-kb/wiki/huni/price-engine.md#PE-004
STD-ADP-030,운영자·상품가격,가격,가격 적용시작일 기반 이력 관리,Y,must,print-kb/wiki/huni/price-engine.md#PE-003 apply_bgn_ymd
STD-ADP-031,운영자·상품가격,가격,가격 시뮬레이터(운영자 검산),Y,must,print-kb/wiki/huni/price-engine.md#PE-DEV-5 evaluate_price
STD-ADP-032,운영자·상품가격,가격,가격뷰어(계산 결과 조회),Y,should,print-kb/wiki/huni/price-engine.md#PE-DEV-4
STD-ADP-033,운영자·상품가격,가격,가격 미산출(0원) 상품 진단 리포트,Y,must,print-kb/wiki/huni/widget-contract.md#WID-005
STD-ADO-001,운영자·주문운영,주문,주문 목록·검색·필터,N,must,print-kb/wiki/policy/order-mgmt.md#OMG-01
STD-ADO-002,운영자·주문운영,주문,주문 상세 조회(사양·파일·금액),Y,must,print-kb/wiki/policy/order-mgmt.md#OMG-01
STD-ADO-003,운영자·주문운영,주문,주문 상태 변경(단건),N,must,print-kb/wiki/policy/order-mgmt.md#OMG-03
STD-ADO-004,운영자·주문운영,주문,주문 상태 일괄 변경,N,must,print-quote/04_design/ia.md §2.3 SM-A-67
STD-ADO-005,운영자·주문운영,주문,상태 변경 시 고객 알림 자동발송,N,must,print-kb/wiki/policy/order-mgmt.md#OMG-03
STD-ADO-006,운영자·주문운영,주문,주문서(작업지시서) 출력,Y,must,print-quote/04_design/ia.md §2.3 SM-A-63
STD-ADO-007,운영자·주문운영,주문,고객 SMS/알림톡 수동 발송,N,should,print-quote/04_design/ia.md §2.3 SM-A-68
STD-ADO-008,운영자·주문운영,검수,파일 확인 처리(검판 판정),Y,must,print-kb/wiki/policy/order-mgmt.md#OMG-02
STD-ADO-009,운영자·주문운영,검수,재업로드 요청 발송,Y,must,print-quote/04_design/ia.md §2.3 SM-A-62
STD-ADO-010,운영자·주문운영,검수,검수 게이트 관리(G1 파일·G3 가공·G4 출고),Y,should,print-kb/wiki/policy/order-mgmt.md#OMG-05
STD-ADO-011,운영자·주문운영,검수,불량 판정·재작업 지시,Y,must,print-kb/wiki/policy/operations.md#OPS-04 4단계 상태
STD-ADO-012,운영자·주문운영,생산,인쇄 공정 상태 트래킹,Y,must,print-kb/wiki/policy/custom-dev.md#CST-08
STD-ADO-013,운영자·주문운영,생산,작업 큐/일정 배정,Y,should,print-quote/04_design/ia.md §2.3 TR-PROC 워크큐
STD-ADO-014,운영자·주문운영,생산,판걸이/임포지션 정보 산출,Y,should,print-kb/wiki/base/prepress-file.md#BPF-001 BPF-002
STD-ADO-015,운영자·주문운영,생산,생산 지시 데이터 연계(JDF/XJDF),Y,could,print-kb/wiki/base/prepress-file.md#BPF-004
STD-ADO-016,운영자·주문운영,생산,바코드/라벨 출력,Y,could,print-quote/04_design/ia.md §2.3 TR-PROC-3 바코드
STD-ADO-017,운영자·주문운영,외주,외주 발주 등록·관리,Y,should,print-kb/wiki/policy/operations.md#OPS-05
STD-ADO-018,운영자·주문운영,외주,외주 입고 전수검수 기록,Y,should,print-kb/wiki/policy/operations.md#OPS-05 자체 전수검수
STD-ADO-019,운영자·주문운영,외주,외주 정산(월 마감),N,should,print-kb/wiki/policy/operations.md#OPS-05
STD-ADO-020,운영자·주문운영,배송,송장 등록·일괄 업로드,N,must,huni-shopby/01_research/order-to-delivery-contract.md §2.1
STD-ADO-021,운영자·주문운영,배송,출고 처리·배송중 전이,N,must,huni-shopby/01_research/order-to-delivery-contract.md §2.1 put-orders-delivery-ing
STD-ADO-022,운영자·주문운영,클레임,클레임 접수 목록·처리,N,must,huni-shopby/01_research/order-to-delivery-contract.md §4.4
STD-ADO-023,운영자·주문운영,클레임,환불 실행·정산 반영,N,must,huni-shopby/01_research/order-to-delivery-contract.md §4.3 estimate·account
STD-ADO-024,운영자·주문운영,증빙,증빙서류 발급 관리,N,should,print-quote/04_design/ia.md §2.3 SM-A-66
STD-ADC-001,운영자·회원CS,회원,회원 목록·검색·상세,N,must,print-quote/04_design/ia.md §2.3 SM-A-40
STD-ADC-002,운영자·회원CS,회원,회원등급 수동 조정,N,should,print-kb/wiki/policy/membership-auth.md#MEM-06
STD-ADC-003,운영자·회원CS,회원,탈퇴회원 관리,N,should,print-quote/04_design/ia.md §2.3 SM-A-41
STD-ADC-004,운영자·회원CS,회원,프린팅머니 수동 지급·차감,N,must,print-quote/04_design/ia.md §2.3 SM-A-42
STD-ADC-005,운영자·회원CS,쿠폰,쿠폰 생성·발행 관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-43
STD-ADC-006,운영자·회원CS,쿠폰,쿠폰 등록·사용 내역 조회,N,should,print-quote/04_design/ia.md §2.3 SM-A-43/44/45 쿠폰관리·등록내역·사용내역
STD-ADC-007,운영자·회원CS,게시판,공지사항 관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-30/31 공지·FAQ
STD-ADC-008,운영자·회원CS,게시판,FAQ 관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-30/31 공지·FAQ
STD-ADC-009,운영자·회원CS,게시판,상품Q&A 답변 관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-35
STD-ADC-010,운영자·회원CS,게시판,1:1 문의 답변 관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-36
STD-ADC-011,운영자·회원CS,게시판,이용후기(리뷰) 관리·블라인드,N,should,print-quote/04_design/ia.md §2.3 SM-A-38 · print-kb/wiki/policy/review.md#RVW-01
STD-ADC-012,운영자·회원CS,게시판,대량견적/기업상담/디자인상담 접수 관리,N,should,print-quote/04_design/ia.md §2.3 SM-A-32 SM-A-33 SM-A-34
STD-ADC-013,운영자·회원CS,콘텐츠,메인/기획전 배너 관리,N,should,print-quote/04_design/ia.md §2.1 메인
STD-ADC-014,운영자·회원CS,콘텐츠,인쇄 가이드 콘텐츠 관리,Y,should,print-quote/04_design/ia.md §2.1 가이드 11종
STD-FIN-001,정산·통계,매출,월별 매출 통계,N,must,print-quote/04_design/ia.md §2.3 SM-A-54
STD-FIN-002,정산·통계,매출,일별/기간별 매출 조회,N,should,print-quote/04_design/ia.md §2.3 통계
STD-FIN-003,정산·통계,매출,결제수단별 매출 집계,N,should,print-kb/wiki/policy/order-payment.md#PAY-01 결제케이스
STD-FIN-004,정산·통계,상품,상품별 판매 통계,N,should,print-quote/04_design/ia.md §2.3 SM-A-50~53 상품통계 4종
STD-FIN-005,정산·통계,상품,상품군별 매출 비중,Y,could,print-quote/04_design/ia.md §2.3 상품통계 4종
STD-FIN-006,정산·통계,고객,회원/비회원 주문 비중,N,could,print-kb/wiki/policy/membership-auth.md#MEM-05
STD-FIN-007,정산·통계,생산,공정/팀별 작업량 통계,Y,could,print-kb/wiki/policy/custom-dev.md#CST-09
STD-FIN-008,정산·통계,정산,PG 정산 대사,N,should,print-kb/wiki/policy/order-payment.md#PAY-02
STD-FIN-009,정산·통계,정산,적립금(프린팅머니) 부채 집계,N,should,print-kb/wiki/policy/mypage.md#MYP-02
STD-FIN-010,정산·통계,정산,외주 발주/정산 엑셀 산출,N,could,print-quote/04_design/ia.md §2.3 SM-A-55
STD-FIN-011,정산·통계,정산,쿠폰/할인 사용액 집계,N,could,print-kb/wiki/policy/coupon.md#CPN-05
STD-FIN-012,정산·통계,내보내기,통계·주문 데이터 엑셀 내보내기,N,should,print-quote/04_design/ia.md §2.3 SM-A-56 팀별통계 Excel
STD-SYS-001,시스템·플랫폼,권한,관리자 계정 등록·관리,N,must,print-quote/04_design/ia.md §2.3 SM-A-01
STD-SYS-002,시스템·플랫폼,권한,역할 기반 세분 권한 제어,N,should,print-kb/wiki/policy/order-mgmt.md#OMG-06 7조직 권한
STD-SYS-003,시스템·플랫폼,권한,관리자 작업 감사로그,N,should,print-quote/04_design/ia.md §2.3 TR-SYS 감사로그
STD-SYS-004,시스템·플랫폼,설정,PG 연동 설정,N,must,print-kb/wiki/policy/order-payment.md#PAY-02
STD-SYS-005,시스템·플랫폼,설정,배송비 정책 설정,N,must,print-kb/wiki/policy/shipping.md#SHIP-02
STD-SYS-006,시스템·플랫폼,설정,알림(SMS/알림톡/이메일) 템플릿 설정,N,must,print-kb/wiki/policy/order-mgmt.md#OMG-03
STD-SYS-007,시스템·플랫폼,연동,커머스 플랫폼 API 인증·토큰 관리,N,must,huni-shopby/01_research/commerce-flow-contract.md §0 인증 헤더 규약
STD-SYS-008,시스템·플랫폼,연동,인쇄 도메인 DB ↔ 커머스 상품 동기화,Y,must,huni-shopby/08_boundary/ownership-matrix.md §1.1 · §2 중복 보유 항목
STD-SYS-009,시스템·플랫폼,연동,가격 계산 결과 카트 주입 브리지,Y,must,huni-shopby/08_boundary/ownership-matrix.md §1.2 가격 계산 소유권
STD-SYS-010,시스템·플랫폼,연동,원고 저장소(스토리지) 연동,Y,must,huni-shopby/08_boundary/ownership-matrix.md §1.3 원고 소유권
STD-SYS-011,시스템·플랫폼,연동,디자인 에디터 외부 서비스 연동,Y,must,huni-shopby/08_boundary/ownership-matrix.md §1.3
STD-SYS-012,시스템·플랫폼,연동,본인인증 서비스 연동,N,must,print-kb/wiki/policy/membership-auth.md#MEM-04
STD-SYS-013,시스템·플랫폼,연동,우편번호/주소 검색 서비스 연동,N,must,huni-shopby/01_research/commerce-flow-contract.md §3.1 배송지
STD-SYS-014,시스템·플랫폼,연동,택배사 배송추적 연동,N,must,huni-shopby/01_research/order-to-delivery-contract.md §2.1 deliveryCompanyType
STD-SYS-015,시스템·플랫폼,연동,웹 로그/전환 분석 도구 연동,N,should,print-quote/04_design/ia.md §2.1 통계 파생
STD-SYS-016,시스템·플랫폼,품질,주문/결제 실패 모니터링·알림,N,should,huni-shopby/01_research/commerce-flow-contract.md §4.1 돈 검증 실패 경로
STD-SYS-017,시스템·플랫폼,품질,데이터 백업·복구 절차,N,must,print-kb/wiki/huni/load-path.md 적재 경로 안전장치
STD-SYS-018,시스템·플랫폼,품질,개인정보 보관·파기 정책 적용,N,must,print-kb/wiki/policy/operations.md#OPS-02
STD-SYS-019,시스템·플랫폼,품질,반응형/모바일 대응,N,must,print-story/02_capture/order-flow-steps.md §A 위젯 높이 2130px 실측
STD-SYS-020,시스템·플랫폼,품질,SEO 메타·사이트맵,N,should,print-quote/04_design/ia.md §2.1 리스팅 파생
STD-SYS-021,시스템·플랫폼,품질,페이지 빌더(운영자 화면 편집),N,should,print-quote/04_design/ia.md §2.3 빌더 트랙
STD-SYS-022,시스템·플랫폼,품질,구 사이트 → 신규 사이트 URL 리다이렉트,N,should,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 파생
STD-MFG-001,생산·공정,MES연동,주문 등록 API 수신(자사몰→우리·site_key/order_no/line_no/token),N,must,raw/webadmin/webadmin/config/urls.py:267 POST /api/w/v1/order/register · order-to-mes-process.md §8.0 SF-1
STD-MFG-002,생산·공정,MES연동,주문 등록 멱등 처리(재시도 already:true·같은 자리 다른 사양 409),N,must,order-to-mes-process.md §8.0 SF-1 · §11 0단계
STD-MFG-003,생산·공정,MES연동,결제 사양 전문 보관(t_ord_orders·서명 token 검증 후 전개),Y,must,order-to-mes-process.md §6.5 · raw/webadmin/webadmin/catalog/models.py:1043 TOrdOrders
STD-MFG-004,생산·공정,MES연동,원고 승격 tmp→order 버킷 CopyObject,Y,must,raw/webadmin/webadmin/catalog/artwork_promote.py · order-to-mes-process.md §4-2
STD-MFG-005,생산·공정,MES연동,승격 시 원본 실존·크기 실측 대조(head_object) fail-closed,Y,must,artwork_promote.py:155 _promote_one · order-to-mes-process.md §4 승격 검증
STD-MFG-006,생산·공정,MES연동,승격 실패 시 주문 보류(HOLD)+사유 기록,N,must,artwork_promote.py:51 ORD_HOLD · order-to-mes-process.md §11 1단계
STD-MFG-007,생산·공정,MES연동,담당자용 보류 주문 목록 화면,N,must,order-to-mes-process.md §11 1단계 미체크(남음)
STD-MFG-008,생산·공정,MES연동,원고 키 회차(r{n}) 규약·재업로드 누적 보관,Y,must,[상위:STD-ART-007] raw/webadmin/webadmin/catalog/s3_artwork.py build_order_key() · order-to-mes-process.md §4 키 규약
STD-MFG-009,생산·공정,MES연동,MES 넘길 파일 목록 산출(t_ord_artworks 최신 회차),Y,must,raw/webadmin/webadmin/catalog/models.py:1086 · artwork_promote.py:296 latest_artworks
STD-MFG-010,생산·공정,MES연동,상품↔MES 품목코드(MES_ITEM_CD) 매핑 일괄 적재,Y,must,order-to-mes-process.md §11 2단계 · 라이브 실측 260902 15/269
STD-MFG-011,생산·공정,MES연동,MES 품목코드 중복 검증(부분 유니크·삭제상품 점유 명시),Y,should,raw/webadmin/webadmin/catalog/admin.py:2092 clean_mes_item_cd
STD-MFG-012,생산·공정,MES연동,MES 품목코드 매핑 현황 목록 노출,N,should,order-to-mes-process.md §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」
STD-MFG-013,생산·공정,MES연동,MES-1 주문 접수 전송(WCF·주문헤더+제작사양 전문+원고 목록+handoff_id),Y,must,order-to-mes-process.md §8.3 MES-1
STD-MFG-014,생산·공정,MES연동,MES 중복 전송 방지 도장,N,must,order-to-mes-process.md §11 2단계
STD-MFG-015,생산·공정,MES연동,MES-2 주문 취소 통보(생산중지 요청),N,must,order-to-mes-process.md §8.3 MES-2
STD-MFG-016,생산·공정,MES연동,MES-3 원고 교체 통보(회차 증가 시 새 키 전달),Y,must,[상위:STD-ART-028] order-to-mes-process.md §8.3 MES-3
STD-MFG-017,생산·공정,MES연동,MES-4 배송지·수령자 변경 통보(출고 전 한정),N,should,[상위:STD-SHP-015] order-to-mes-process.md §8.3 MES-4
STD-MFG-018,생산·공정,MES연동,MES-5 주문 조회 재동기화,N,could,order-to-mes-process.md §8.3 MES-5
STD-MFG-019,생산·공정,MES연동,MES→우리 API 인증(VPC 사설 경로+API 키·인터넷 미개방),N,must,order-to-mes-process.md §8.4 인증·경로 · aws-architecture-huni.pdf p.11 §6
STD-MFG-020,생산·공정,MES연동,주문 큐 비동기 처리(SQS 디커플·MES 다운 중에도 접수 지속),N,should,aws-architecture-huni.pdf p.7 §3.2
STD-MFG-021,생산·공정,MES연동,실패 재시도·DLQ·처리 실패 주문 관리자 화면,N,must,[상위:STD-SYS-016] order-to-mes-process.md §9.4 · aws-architecture-huni.pdf p.7 §3.2
STD-MFG-022,생산·공정,상태왕복,주문 상태머신(REGISTERED/PROMOTING/PROMOTED/HOLD/PAID/FILE_CHECK/FILE_HOLD/MES_SENT/IN_PRODUCTION/PRODUCED/SHIPPED/DONE/CANCELED),N,must,order-to-mes-process.md §6.2 · artwork_promote.py:49-52
STD-MFG-023,생산·공정,상태왕복,상태 단위=주문상품옵션(orderProductOptionNo)·주문 단위는 롤업,N,must,order-to-mes-process.md §6.3
STD-MFG-024,생산·공정,상태왕복,3시스템 매핑 테이블(handoff_id·orderNo+orderProductOptionNo·MES 작업번호),N,must,order-to-mes-process.md §6.4
STD-MFG-025,생산·공정,상태왕복,FR-1 MES 주문 상태 변경 통보 수신(접수완료/생산대기/생산중/생산완료),Y,must,order-to-mes-process.md §8.4 FR-1
STD-MFG-026,생산·공정,상태왕복,접수완료 시 취소 잠금 원자적 전환(cancelable CAS),N,must,order-to-mes-process.md §7.3
STD-MFG-027,생산·공정,상태왕복,TO-2 샵바이 상품준비중 전환(취소 창구 닫기),N,must,order-to-mes-process.md §8.2 TO-2 PUT /orders/prepare-product
STD-MFG-028,생산·공정,상태왕복,FR-2 MES 송장번호 등록 수신,N,must,[상위:STD-SHP-012] order-to-mes-process.md §8.4 FR-2
STD-MFG-029,생산·공정,상태왕복,TO-3 샵바이 배송처리(송장 등록·정정),N,must,order-to-mes-process.md §8.2 TO-3
