sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,cell_meta_json
계산공식집초안,66,,false,false,,,,(2) 총내지매수 = 부수 x (페이지수 / 판걸이수),,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,67,,false,false,,,,(3) 표지인쇄비 = 출력매수 X 수량행단가,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,68,,false,false,,,,(4) 표지코팅비 = 출력매수 X 수량행단가,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,69,,false,false,,,,(5) 제본비 = [수량행][제본종류열],제본,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,70,,false,false,,,,"(6) 후가공박(대형) = [면적별동판비] + [면적별 A,B,C,D,E군] [군별/칼라별 수량행 합가]",후가공_박(대형),,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,72,,false,false,,,,[원자합산형: 트윈링책자],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,73,,false,false,,,,판매가 = (내지인쇄비 + 표지인쇄비 + 표지코팅비 + 제본비 + 용지비 + 후가공비) ,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,74,,false,false,,,,(1) 내지인쇄비 = [총내지매수행][도수열] x 총내지매수,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,75,,false,false,,,,(2) 총내지매수 = 부수 x (페이지수 / 판걸이수),,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,76,,false,false,,,,(3) 표지인쇄비 = 출력매수 X 수량행단가 X 2,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,77,,false,false,,,,(4) 표지코팅비 = 출력매수 X 수량행단가 X 2,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,78,,false,false,,,,(5) 제본비 = [수량행][제본종류열],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,81,,false,false,,,,[원자합산형: 하드커버링책자],,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
계산공식집초안,82,,false,false,,,,판매가 = (내지인쇄비 + 표지인쇄비 + 표지코팅비 + 면지인쇄비 + 면지코팅비 + 용지비 + 제본비) ,,,,,,,,,,,,,,,,,,,,,,,,,,"{""A"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""B"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""C"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""D"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""E"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""F"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""G"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""H"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""I"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""J"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""K"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""L"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""AA"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
