table,pk,comp_cd,current_note,corrected_note
t_prc_component_prices,355,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥25 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 25장 이상
t_prc_component_prices,367,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥30 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 30장 이상
t_prc_component_prices,369,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥30 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 30장 이상
t_prc_component_prices,381,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥35 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 35장 이상
t_prc_component_prices,383,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥35 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 35장 이상
t_prc_component_prices,395,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥40 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 40장 이상
t_prc_component_prices,397,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥40 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 40장 이상
t_prc_component_prices,409,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥45 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 45장 이상
t_prc_component_prices,411,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥45 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 45장 이상
t_prc_component_prices,423,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥50 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 50장 이상
t_prc_component_prices,425,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥50 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 50장 이상
t_prc_component_prices,437,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥60 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 60장 이상
t_prc_component_prices,439,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥60 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 60장 이상
t_prc_component_prices,451,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥70 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 70장 이상
t_prc_component_prices,453,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥70 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 70장 이상
t_prc_component_prices,465,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥80 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 80장 이상
t_prc_component_prices,467,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥80 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 80장 이상
t_prc_component_prices,479,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥90 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 90장 이상
t_prc_component_prices,481,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥90 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 90장 이상
t_prc_component_prices,493,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥100 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 100장 이상
t_prc_component_prices,495,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥100 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 100장 이상
t_prc_component_prices,507,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥150 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 150장 이상
t_prc_component_prices,509,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥150 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 150장 이상
t_prc_component_prices,521,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥200 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 200장 이상
t_prc_component_prices,523,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥200 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 200장 이상
t_prc_component_prices,535,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥250 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 250장 이상
t_prc_component_prices,537,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥250 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 250장 이상
t_prc_component_prices,549,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥300 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 300장 이상
t_prc_component_prices,551,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥300 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 300장 이상
t_prc_component_prices,563,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥350 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 350장 이상
t_prc_component_prices,565,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥350 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 350장 이상
t_prc_component_prices,577,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥400 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 400장 이상
t_prc_component_prices,579,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥400 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 400장 이상
t_prc_component_prices,591,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥450 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 450장 이상
t_prc_component_prices,593,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥450 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 450장 이상
t_prc_component_prices,605,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 500장 이상
t_prc_component_prices,607,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 500장 이상
t_prc_component_prices,619,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥600 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 600장 이상
t_prc_component_prices,621,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥600 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 600장 이상
t_prc_component_prices,633,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥700 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 700장 이상
t_prc_component_prices,635,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥700 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 700장 이상
t_prc_component_prices,647,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥800 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 800장 이상
t_prc_component_prices,649,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥800 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 800장 이상
t_prc_component_prices,661,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥900 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 900장 이상
t_prc_component_prices,663,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥900 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 900장 이상
t_prc_component_prices,675,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 1000장 이상
t_prc_component_prices,677,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥1000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 1000장 이상
t_prc_component_prices,689,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1200 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 1200장 이상
t_prc_component_prices,691,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥1200 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 1200장 이상
t_prc_component_prices,703,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1400 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 1400장 이상
t_prc_component_prices,705,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥1400 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 1400장 이상
t_prc_component_prices,717,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1600 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 1600장 이상
t_prc_component_prices,719,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥1600 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 1600장 이상
t_prc_component_prices,731,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1800 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 1800장 이상
t_prc_component_prices,733,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥1800 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 1800장 이상
t_prc_component_prices,745,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥2000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 2000장 이상
t_prc_component_prices,747,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥2000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 2000장 이상
t_prc_component_prices,759,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥2500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 2500장 이상
t_prc_component_prices,761,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥2500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 2500장 이상
t_prc_component_prices,773,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥3000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 3000장 이상
t_prc_component_prices,775,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥3000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 3000장 이상
t_prc_component_prices,787,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥3500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 3500장 이상
t_prc_component_prices,789,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥3500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 3500장 이상
t_prc_component_prices,801,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥4000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 4000장 이상
t_prc_component_prices,803,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥4000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 4000장 이상
t_prc_component_prices,815,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥4500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 4500장 이상
t_prc_component_prices,817,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥4500 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 4500장 이상
t_prc_component_prices,829,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥5000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 5000장 이상
t_prc_component_prices,831,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥5000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 5000장 이상
t_prc_component_prices,843,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥6000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 6000장 이상
t_prc_component_prices,845,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥6000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 6000장 이상
t_prc_component_prices,857,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥7000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 7000장 이상
t_prc_component_prices,859,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥7000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 7000장 이상
t_prc_component_prices,871,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥8000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 8000장 이상
t_prc_component_prices,873,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥8000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 8000장 이상
t_prc_component_prices,885,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥9000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 9000장 이상
t_prc_component_prices,887,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥9000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 9000장 이상
t_prc_component_prices,899,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥10000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 10000장 이상
t_prc_component_prices,901,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥10000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 10000장 이상
t_prc_component_prices,913,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수≥1000000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/흑백(1도)/단면 출력매수 1000000장 이상
t_prc_component_prices,915,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수≥1000000 (별색=공정,clr=NULL)",디지털인쇄 출력비(국4절)/칼라(CMYK)/단면 출력매수 1000000장 이상
t_prc_component_prices,927,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수≥1 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수 1장 이상
t_prc_component_prices,929,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수≥1 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수 1장 이상
t_prc_component_prices,931,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수≥2 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수 2장 이상
t_prc_component_prices,933,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수≥2 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수 2장 이상
t_prc_component_prices,935,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수≥3 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수 3장 이상
t_prc_component_prices,937,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수≥3 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수 3장 이상
t_prc_component_prices,939,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수≥4 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/흑백(1도)/단면 출력매수 4장 이상
t_prc_component_prices,941,COMP_PRINT_DIGITAL_S1,"[siz-corrected: SIZ_PENDING_3JEOL→SIZ_000077] 디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수≥4 (별색=공정,clr=NULL)",디지털인쇄 출력비(3절)/칼라(CMYK)/단면 출력매수 4장 이상
