prd_cd,product_group,axis,needed,owner_inspector,verdict,confidence,evidence,note
PRD_000224,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000224,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000225,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000225,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000225,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000225,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000226,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000226,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000226,굿즈파우치,추가상품,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),addons 0행(전역 addon=PRD_000016만). 추가상품 옵션 보유 미배선
PRD_000226,굿즈파우치,추가상품 템플릿,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),templates/sets 0행. addon 5상품과 동치 needed
PRD_000227,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000227,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000227,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000227,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000228,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000228,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000228,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000228,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000229,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000229,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000229,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000229,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000230,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000230,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000230,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000230,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000231,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000231,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000231,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000231,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000232,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000232,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000232,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000232,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000233,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000233,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000233,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000233,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000234,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000234,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000234,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000234,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000235,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000235,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000235,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000235,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000236,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000236,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000236,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000236,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000237,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000237,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000237,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000237,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000238,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000238,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000238,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000238,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000239,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000239,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000239,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000239,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000240,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000240,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000240,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000240,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000241,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000241,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000241,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000241,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000242,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000242,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000242,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000242,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000243,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000243,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000243,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000243,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000244,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000244,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000244,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000244,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000245,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000245,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000245,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000245,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000246,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000246,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000246,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000246,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000247,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000247,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000247,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000247,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000248,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000248,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000248,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000248,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000249,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000249,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000249,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000249,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000250,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000250,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000250,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000250,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000251,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000251,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000251,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000251,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000252,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000252,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000252,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000252,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000253,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000253,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000253,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000253,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000254,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000254,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000254,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000254,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000255,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000255,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000255,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000255,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000256,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000256,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000256,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000256,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000257,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000257,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000257,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000257,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000258,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000258,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000258,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000258,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000259,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000259,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000259,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000259,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000260,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000260,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000260,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000260,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000261,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000261,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000261,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000261,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000262,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000262,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000262,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000262,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000263,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000263,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000263,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000263,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000264,굿즈파우치,옵션그룹,Y,cpq-link,MISSING,HIGH,라이브 0행; needed=Y인데 미적재(전건 MISSING),option_groups/options/option_items 라이브 0행(전 굿즈 0). DEAD_LINK/ORPHAN 불가(해소 대상 0)
PRD_000264,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000264,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000264,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000265,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000265,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000265,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000265,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
PRD_000266,굿즈파우치,옵션그룹,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),variant/가공 없음 단일상품
PRD_000266,굿즈파우치,제약규칙,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),constraints 0행(범위 내 EXTRA 0). 별표=신규기종 마커일뿐
PRD_000266,굿즈파우치,추가상품,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용
PRD_000266,굿즈파우치,추가상품 템플릿,N,cpq-link,N/A,HIGH,라이브 0행=정합(needed=N),추가상품 미사용=템플릿 불요
