legacy_id,원천,원판정,돈여부,주문여부,기능서술
X-CONFIRM-PRICEAUTH-01,runway,미착수,True,False,가격 권위 사람 판정 대기 — 명함 금유광 63000 vs 64000 · 펄프리미엄 mat_cd · 스티커 관례층 · 판수 이중권위 · 박등급 경계
X-CONFIRM-PROCQTY-01,runway,미착수,True,False,"Q-SB-PROC-QTY (돈크리티컬) — 후가공/거치 1건당 vs ×수량 prc_typ 미확정, 거치대 ×qty=250,000 과청구 가능"
X-CONFIRM-QTYBASIS-01,runway,미착수,True,True,OQ-10 수량구간 단가행 기준 = 출력매수(판수) vs 주문수량 미확정 (돈)
X-CONFIRM-SET-3-01,runway,미착수,False,False,셋트 잔여 CONFIRM 3건 (책등 종이 추가비 · 비활성 판형 229건 여백 누락 · 088 제본방식)
X-CONFIRM-STICKER-01,runway,미착수,True,False,스티커 컨펌큐 5건 (CV-STK-053/054 · CV-STK-A4-MAP · G-STK-1/3/4) — 054 active
X-CPQ-MEMBERSHIP-08-01,runway,설계완료·구현대기,True,False,D-2 옵션→가격구성요소 멤버십 매핑 부재 — PRF_DGP_A G-DATA 🔴 NO-GO(A-1)의 직접 원인
X-CR-C10-01,runway,미착수,False,False,C-10 폼빌더 결과절 리스트 implication RAW-ONLY (Med)
X-CR-C3-01,runway,미착수,False,True,"C-3 깨진 규칙 처리 불일치 — 한쪽은 500, 한쪽은 조용히 통과"
X-CR-C9-01,runway,미착수,True,False,C-9 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가
X-CR-ENFORCE-CLIENT-01,runway,미착수,False,True,C-2 강제 지점 부재 — 위젯/장바구니/주문 어디에도 validate 호출이 없음
X-CR-ENFORCE-ENGINE-01,runway,미착수,True,True,가격엔진(evaluate_price)이 제약을 전혀 참조하지 않음 — 불가 조합도 0원/가격 노출
X-CR-HANDOFF-01,runway,미착수,True,True,제약 개발자 전달 문서(dev-handoff-final) 미전달 — C-1~C-10·V-1~V-4·R-1~R-5
X-DDL-REFPARAM-SLOT-01,runway,미착수,False,False,GAP-2 ref_param_json 슬롯 위치 미결 (면적등급 보존) — DDL 제안 대기
X-DEC-CALLER-01,runway,미착수,False,True,I-BOUND-1 server-api 전이 호출 주체 미결 (후니 직접 vs 어드민 위임)
X-DEC-CATTREE-01,runway,미착수,False,False,OQ-G14 전시 카테고리 구조 확정 미완 (1차 W3-5)
X-DEC-DELYN-576-01,runway,미착수,True,True,SIZ_000576 마스터 del_yn Y→N 복원 승인 대기 · del_yn 편집 가능 여부 미실측
X-DEC-FILECHECK-01,runway,미착수,False,True,OQ-G11 파일 검수 기준 미확정 (1차)
X-DEC-FRMTYP-01,runway,미착수,False,False,frm_typ/clr_cd 보류 — dbm-price-formula-audit 결판 후 처리
X-DEC-HYPHEN-01,runway,미착수,False,False,하이픈 레거시(그룹31·옵션85) 언더바 통일 = 지니 보류
X-DEC-IMMUTABLE-01,runway,미착수,True,True,I-BOUND-2 클레임 추적성 — 동적옵션 immutable 정책 유지 전제
X-DEC-MALLMODE-01,runway,미착수,False,True,I-AUTH-1 몰 운영방식 결정 필요 (스킨몰 vs headless)
X-DEC-MIRROR-01,runway,미착수,False,True,OQ-B3 샵바이→후니 상태 미러 채널 미확인 (폴링 vs 웹훅)
X-DEC-NAMECARD-FORMULA-01,runway,미착수,True,False,WIRE-1 명함 분기로직 미결 (ⓐ 단일공식 vs ⓑ 공식분리) — PRF_NAMECARD_FIXED에 PREMIUM/COAT/FOIL 23 comp 미배선
X-DEC-REDCAT-01,runway,미착수,True,True,I-RED-1 RED 카테고리(가격소스 0) 브리지 범위 결정 필요
X-DEC-SELFVERIFY-01,runway,미착수,False,False,OQ-G12 비밀번호 변경·탈퇴 본인확인 방법 미결 (1차)
X-DEC-SUJAK-01,runway,미착수,False,False,OQ-G17 수작 브랜드 유지 여부 미결
X-DEC-VAT-01,runway,미착수,True,False,후니 VAT 포함 여부 미확정 — basis 정합 데이터 부족으로 가격 비교 전면 기권 상태
X-DEC-WRITEPOLICY-01,runway,미착수,True,True,POLICY-1 server-api 카탈로그 쓰기 허용 범위 미결 (현 단계 쓰기 금지)
X-DESET-01,runway,미착수,False,False,떡메모지 de-set — 셋트행 논리삭제 경로가 webadmin에 없음 (실행 BLOCKER) · 동형 후보 2건
X-DOC-ADMINMANUAL-01,runway,미착수,False,False,라이브 admin 매뉴얼 업데이트 미실행 — round-13~21 적재분의 admin 화면 반영 여부 미대조
X-EDX-D6-01,runway,미착수,False,False,D-6 하트 이미지피켓(use_yn=N) 런칭 범위 포함 여부 미결
X-EDX-D9-01,runway,미착수,False,False,"D-9 명함 cateCode=TEST — EDICUS 원장 결함 의심, 콘솔 확인 요청 미회신"
X-EDX-F12-01,runway,검증대기,True,False,[적재 전 필수] F-12 런북 probe_fmz_cnt 채움 — 빠지면 315만원 누락 재통과
X-EDX-VESSEL-01,runway,미착수,False,False,D-11 제3축 그릇 설계 미결 (polymorphic vs 축별 named 컬럼) · D-7 기존 제안과 중복 여부
X-ENGINE-ACRYL-AREA-01,runway,미착수,True,False,아크릴 siz_cd × 면적 코드 환원 (C) — 현재 area 바인딩 시 과소청구 확정이라 보류 중
X-ENGINE-AUTOPICK-01,runway,미착수,True,False,후니 auto-pick .first()가 극단 사이즈를 선택 — 스티커 2백만원 실증
X-ENGINE-BOOK-01,runway,미착수,True,False,PRF 책자 트랙 NO-GO — 4 선결 (내지 이중판수 · S1/S2 내지인쇄 이중합산 · COVER-SPREAD-SIZ · COVER-A4PLT)
X-ENGINE-DELYNFILTER-01,runway,미착수,True,False,책자 del_yn 필터 부재 확정 — 논리삭제된 구성요소도 가격 평가에 포함됨
X-ENGINE-FOIL-01,runway,미착수,True,False,박 엔진 미지원 — 027/028/029 박 가산이 전부 0 (데이터로 못 고침·C트랙)
X-ENGINE-GP2-01,runway,미착수,True,False,GP-2 PRODUCT_PRICE 선점 가드 (돈크리티컬) — product_prices 1건만 있어도 FORMULA를 우회
X-ENGINE-OPTKEY-01,runway,미착수,True,True,opt 동시선택 한계 (코드트랙) — 가공+추가 동시 선택 시 selections opt_cd 단일키로 1건 누락
X-ENGINE-PAGE-01,runway,미착수,True,False,094 30P 보류 — 코드트랙 C-1 (page 전송)
X-ENGINE-PANSU-01,runway,미착수,True,False,투명엽서019 자재종속 판걸이수 — fn_calc_pansu에 prd_cd 인자 추가 + pricing.py 수정 (C트랙)
X-ENGINE-PRCTYP03-01,runway,설계완료·구현대기,True,False,"후가공 14 comp prc_typ 오적재(.01 단가형) → 엔진이 단가×수량으로 해석해 과대청구 (엽서 C3 Δ990,000)"
X-ENGINE-SETCOAT-01,runway,미착수,True,False,price_simulate_set이 coat_side_cnt를 드롭 → 셋트 경로 표지 코팅비 누락 (C트랙)
X-ENGINE-TWINRING-01,runway,미착수,True,False,071 트윈링 cover_mult ×2 — 데이터로 해결 불가·개발팀 C트랙 선행
X-FOIL-MINQTY-01,runway,미착수,False,True,박(FOIL) 6상품 최소수량 제약규칙 미구축 — 다만 §31 CHANGELOG는 '제약 아님'으로 종결 표기
X-GAP-UVFORM-01,runway,검증대기,False,False,webadmin UV 변형 입력 폼 적재경로 '미상' 정직 표기 잔존
X-KB-01,runway,미착수,False,False,온톨로지 KB 후속 3건 — live-snapshot 재캡처 · PRICE_GAP_HINTS 필드 마커 강화 · 앨범/포토 INTENT 미등재
X-MES-SPEC-01,runway,미착수,False,True,OQ-G10 MES↔Front 통신 규격 미확정 (1차 W9-10)
X-MIG-CUTOVER-01,runway,미착수,True,False,MQ-19 컷오버 동결 창 운영 가능 여부 미확정
X-NHN-REPLY-01,runway,미착수,True,True,NHN 2차 답신 미작성 — 역질문 2건(내부 견적엔진 정의 · 구매시점 가격변동 기준+실조합 수치) 답변 필요
X-NHN-REVIEW-01,runway,미착수,True,True,P-B 동적옵션 등록이 상품심사 승인대기를 유발하는가 — 미검증 (D 채택 결정적 관문)
X-OOS-MBO-01,runway,미착수,False,False,[런칭 무관] 다중브랜드 온톨로지 잔여 6건 — 공급자 라우팅 데이터 0 · 코퍼스 편향 · 승격 대기 · 레드 미착수 · 팀파일 버그 · 구조 게이트 미검증
X-OOS-PRINTLY-01,runway,미착수,False,False,[런칭 무관] 프린틀리 별도사업 잔여 5건 — catalog 부재·노후·정식 하네스화 미정·지니 입력 대기·수렴 2트랙
X-OOS-PRINTSTORY-01,runway,미착수,False,False,[런칭 무관] print-story 발표 아티팩트 잔여 2건 — 저작 귀속 · 특허 등록 여부 미확인
X-OOS-RPMETA-01,runway,미착수,False,False,[런칭 무관] RP-Meta 역공학 잔여 7건 — deepcheck carry-forward 미검증 · 인간 결정 · DDL 제안 3건
X-OPS-ADMINPW-01,runway,미착수,False,False,OQ-12 HUNI_ADMIN_PW stale — product-viewer 화면축 3원 대조 BLOCKED
X-OPS-SITEKEY-01,runway,미착수,False,False,OQ-D2 후니 site_key 취득 방식 미결 (psql 조회 vs .env 신규 키)
X-ORDER-FLOW-VERIFY-01,runway,검증대기,False,True,라이브 주문 동선 미검증 — cart 버튼 셀렉터 미검출·주문 경로 코드 미확인
X-ORDER-SUBMIT-SPEC-01,runway,미착수,True,True,L3 격상조건② 주문서 submit path 명세 공백 — dev-plan 미명세
X-PAY-FLOW-01,runway,검증대기,True,True,결제 확정 흐름 미상 — 주문 생성 전용 POST·PG 콜백 · paymentAmtForVerification 산식
X-PERF-CONCURRENCY-01,runway,검증대기,True,True,동시성 — 고객별 견적행 분리(견적ID) 부하 실측 없음
X-POSTER-SIZNUM-01,runway,미착수,False,False,실사 면적 siz 채번 착수 불가 — 1건 과채번(109→108·SIZ_000402 재사용 미결) + orientation 규약 미명문화
X-REPO-GITIGNORE-01,runway,미착수,False,False,하네스 자산 git 미추적 — hpti 인스펙터 에이전트 · §16 recipe-viz agents/skills 화이트리스트 누락
X-RVF-GATE-01,runway,미착수,True,True,V-PRICE(신규 14필드) 게이트 NO-GO — VP-1·VP-6 FAIL
X-RVF-N1-01,runway,미착수,True,False,N1 ADD_CLR_YN 미전송 → 색수 미상향 저청구 (HIGH)
X-RVF-N245-01,runway,미착수,True,False,N2 REAM_CNT · N4 PACK/MAX_PRN_CNT · N5 DOSU_COD 미전송 — byte 정합 잔여
X-RVF-N3-01,runway,미착수,True,True,N3 모델A 래더 미구현 — 떡메모지·굿즈 견적 불가 (HIGH·라이브 비준)
X-RVF-N6-01,runway,미착수,True,False,N6 GSELGLV/TPTKDFT ATTB×10 미반영 — 후가공·수량 저청구 잠복
X-RVF-SUB-01,runway,미착수,False,True,V-WIDGET·V-EDITOR 재검증 서브시스템 미착수 (산출 0건)
X-SENSOR-DIMBLIND-01,runway,검증대기,True,False,차원정합 사각 — '공정 미등록(노출 부재)'을 진단기가 못 잡음
X-SENSOR-DIMVALS-01,runway,미착수,False,False,스캐너 dim_vals 축 탐지 보강 — component_merge_scan.py가 jsonb 축 병합 미탐지
X-SENSOR-VERIFYLOAD-01,runway,미착수,False,False,verify_load.py 기대 행수 하드코딩 → 상시 FAIL (경보 피로로 사실상 폐기된 센서)
X-SET-SIZCD-01,runway,미착수,True,True,셋트 시뮬레이터/위젯 siz_cd 미전파 — 고정가형 셋트 화면 0원 (094/097/100)
X-SET-UI-4-01,runway,미착수,True,True,셋트 UI 개선 4건 (역전 절약배지·구간 프리셋 칩·부수 step/max·직접입력 스냅) — DEV-REQUEST 부록 후보
X-SET-UI-MEMBER-01,runway,미착수,False,True,D-1 셋트 구성원 옵션그룹이 시뮬레이터/위젯 구성원 UI에 미렌더 (코드)
X-SETTLE-AUTH-01,runway,미착수,True,True,샵바이 정산이 라인 salePrice/addPrice를 권위로 쓰는가 — 미관측 (+적립금 명칭·재동의 법적요건·쿠폰 이관 범위)
X-SHOPBY-CART-CHANNEL-01,runway,검증대기,False,True,Q-CART-2 post-cart channelType 예시 vs 스키마 불일치 — 라이브 실측 필요
X-SHOPBY-CLAIM-FSM-01,runway,미착수,False,True,클레임 상태머신 미폐합 — 수거진행 중간상태 누락 · 입금대기/교환대기/환불완료 전이 미정의
X-SHOPBY-GATE-01,runway,미착수,True,True,샵바이 게이트 1R·2R 모두 조건부 GO — BLOCKED 3관문 및 2R 조건 미이행분 잔존
X-SHOPBY-MAXLEN-01,runway,검증대기,False,True,A-BIND-1 optionInputs inputValue maxLength 미확정
X-SHOPBY-ORDERSHEET-01,runway,검증대기,True,True,order-sheet 실계약 미명문화 — required vs live cartNos-only · 중복 시 우선순위 · recurringPaymentDelivery shape
X-SHOPBY-SPEC-FIX-01,runway,미착수,True,True,샵바이 API 명세 오기 5건 (put-product-options 경로/필드 환각 · groupId 타입 · 교환 operationId · get-categories 오기 · refresh 각주)
X-SHOPBY-TERMS-01,runway,검증대기,False,True,Q-MISC-1 reserve 필수 agreementTermsAgrees termsType 세트 미상
X-SKIN-DEVREQ-01,runway,미착수,False,True,스킨 파트너사 수정 요청 5건 (하위 건수 표기 · 헤더 드롭다운 · 상세 URL 오리다이렉트 · BEST SELLERS 하드코딩 · depth3 미렌더)
X-SKIN-REACH-01,runway,미착수,False,True,"스킨 도달 불가 — 판매중 217건 중 98건만 노출, 117건 도달 불가 (대분류 6개 0건·말단 25개 전멸)"
X-VERIFY-ADAPTER-01,runway,검증대기,True,False,I-VERIFY-2 옵션→차원 ref_dim 풀이 어댑터 무손실 재현 미검증
X-VERIFY-PROD-01,runway,검증대기,True,True,"최종 프로덕션 검증 미실행 — 실 견적 조립은 신규 BFF/위젯(저장소 밖·개발중), 현 관리자 시뮬레이터는 비대표"
X-WGT-ADAPTER-01,runway,미착수,False,False,후니 어댑터(createHuniAdapter) 구현 0줄 — 위젯 컨버전 미착수
X-WGT-ANCHOR-01,runway,미착수,False,False,G-3 어댑터 주석 라인앵커 stale — deob 재생성으로 참조 어긋남
X-WGT-ATTB-01,runway,미착수,False,False,합성 ATTB / size-linked 반경(L-3·G-4) 잠복 — 컨버전 시 보정 필요
X-WGT-AUDIT-01,runway,미착수,False,False,위젯 4축 감사 — 임계경로 인계 사슬 단절 + 4월→6월 역공학 드리프트
X-WGT-B1DEAD-01,runway,미착수,False,False,B-1 size 분기 영구 도달불능 dead code (컨버전 게이트 GSCDPOP)
X-WGT-DATA-DEP-01,runway,미착수,True,False,후니 DB의 가격·제약·위젯용 테이블 미작성이 위젯 임계경로
X-WGT-F3FIX-01,runway,검증대기,True,False,F-3 TieredDiscount 정대표 GSBGRDY fixture 미보유 (비차단 잔존)
X-WGT-F4-01,runway,미착수,False,False,F-4 finish-select-box 임계치 분기 부재 — 후니 후가공 데이터 확정 대기
X-WGT-G5-01,runway,미착수,True,False,G-5 의류 apparel 배타삼항이 DIR_MTR 필수 가격축을 드롭 (실결함 확정)
X-WGT-G6-01,runway,미착수,True,False,G-6 굿즈 수량 필드축 스왑 — ORD_CNT vs PRN_CNT 가격권위 배선 불일치
X-WGT-HTTP-01,runway,검증대기,True,False,G-INT-0 런타임 가격경로가 fixture 정적룩업 — 실 HTTP 배선 회귀가드 부재
X-WGT-OPTMAP-01,runway,미착수,False,True,"_opt_maps 자동변환이 위젯 전용 — 시뮬레이터 미동작, 위젯 경로 별도 작업 필요"
X-WGT-PRICEEQ-01,runway,검증대기,True,False,의류·ACC·포스터 가격 동등성 미마감 — PRICE>0 재캡처 미완
X-WGT-PUNCH-01,runway,미착수,True,True,타공 위젯 코드트랙 — 시뮬레이터/위젯이 procs detail{타공수}를 전송해야 타공수별 가산이 작동
X-WGT-W2B-01,runway,미착수,True,False,W2-b 노트류 INN_DFT tmpl_price 요청 shape 결함 → 합계 0
X-WGTF-BRIDGE-01,runway,검증대기,False,False,U-12 productRedWidgetSDK.js(브릿지/로더) 라인 단위 근거 부재
X-WGTF-CODE-01,runway,검증대기,False,False,캡처 상품코드·BNSTDFT/STDRCAD 정의 미상 (U-11 · U-13)
X-WGTF-PDF-01,runway,검증대기,False,True,PDF 업로드 경로 미상 (U-5 최종 제출 필드 · U-2 uploadType 규칙 · U-10 PDF 가용성)
X-WGTF-SCOPE-01,runway,검증대기,False,False,U-14 26 카테고리 중 신위젯 적용 범위 미상 — matrix 카테고리 행이 추정값
X-WGTF-SUBMIT-01,runway,검증대기,False,True,위젯→장바구니/주문 제출 계약 미상 (U-1 sdkCreatePot · U-9 호스트 핸드오프)
SCOPE-026,scope,PARTIAL,,,쇼핑몰 / 마이페이지 / 사업자정보(목록)
SCOPE-027,scope,PARTIAL,,,쇼핑몰 / 마이페이지 / 사업자정보등록(쓰기)
SCOPE-029,scope,PARTIAL,,,쇼핑몰 / 마이페이지 / 메인
SCOPE-030,scope,PARTIAL,,,쇼핑몰 / 마이페이지 / 서브메인(랜딩페이지)
SCOPE-031,scope,PARTIAL,,,쇼핑몰 / 마이페이지 / LIST (검색결과)
SCOPE-032,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / A1 상품 기본정보 세팅(상품코드·주문가능·회원)
SCOPE-033,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / A2 상품별 옵션 목록 불러오기
SCOPE-034,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B1 규격(사이즈) 선택
SCOPE-035,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B2 비규격 사용자입력(가로×세로 최소/최대)
SCOPE-036,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B3 수량 선택+직접입력
SCOPE-037,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B4 종이/소재 선택(+평량)
SCOPE-038,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B5 인쇄 도수(단/양면)+별색·화이트
SCOPE-039,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B6 코팅
SCOPE-040,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B7 커팅/조각수/모서리
SCOPE-041,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B8 접지/오시/미싱
SCOPE-042,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B9 제본(방향·면지·링컬러·바인더링·투명커버)
SCOPE-043,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B10 내지/표지 그룹 분리
SCOPE-044,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B11 박/형압(앞·뒤·크기·박칼라)
SCOPE-045,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B12 캘린더 가공/장수
SCOPE-046,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / B13 추가상품(봉투 등)
SCOPE-047,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / B14 개별포장
SCOPE-048,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / B15 옵션 제약·조건부 노출(같이 못 고르는 조합 등)
SCOPE-049,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / C1 옵션 변경 시 가격 실시간 재계산
SCOPE-050,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / C2 수량별 가격표 보기
SCOPE-051,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / C3 견적서 생성·다운로드
SCOPE-052,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / D1 파일 업로드(PDF)
SCOPE-053,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / D2 편집상품 미리보기·썸네일
SCOPE-054,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / D3 온라인 에디터 연동(템플릿·편집)
SCOPE-055,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / D4 가변데이터 인쇄(VDP)
SCOPE-056,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / D5 표지/작업 템플릿 다운로드
SCOPE-057,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / E1 규격 가이드 모달
SCOPE-058,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / E2 인쇄영역·도련 가이드
SCOPE-059,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / E3 주문가능 자재(용지) 목록 모달
SCOPE-060,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / E4 작업/재단/블리드 사이즈 안내
SCOPE-061,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / F1 주문 전 검증(필수옵션·파일·로그인)
SCOPE-062,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / F2 주문 데이터 생성(선택 옵션을 주문으로 변환)
SCOPE-063,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / F3 우측 플로팅 주문박스(가격·CTA)
SCOPE-064,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / F4 장바구니 담기
SCOPE-065,scope,CUSTOM,,,쇼핑몰 / 인쇄상품 / F5 옵션 보관함 저장·불러오기
SCOPE-066,scope,PARTIAL,,,쇼핑몰 / 인쇄상품 / G1 상세설명 콘텐츠(하단 detail)
SCOPE-067,scope,SOLVED,,,쇼핑몰 / 고객센터 / 공지사항
SCOPE-068,scope,SOLVED,,,쇼핑몰 / 고객센터 / 자주묻는질문
SCOPE-069,scope,SOLVED,,,쇼핑몰 / 고객센터 / 상품Q&A + 문의하기
SCOPE-070,scope,PARTIAL,,,쇼핑몰 / 고객센터 / 대량주문 견적문의
SCOPE-071,scope,SOLVED,,,쇼핑몰 / 고객센터 / 기업인쇄상담
SCOPE-072,scope,SOLVED,,,쇼핑몰 / 고객센터 / 디자인상담
SCOPE-074,scope,CUSTOM,,,쇼핑몰 / 결제 / 수동카드결제 (PC+모바일)
SCOPE-075,scope,CUSTOM,,,쇼핑몰 / 주문 / 파일/편집 정보입력
SCOPE-076,scope,PARTIAL,,,쇼핑몰 / 주문 / 보관함/장바구니
SCOPE-077,scope,PARTIAL,,,쇼핑몰 / 주문 / 배송정보입력
SCOPE-078,scope,SOLVED,,,쇼핑몰 / 주문 / 배송지목록
SCOPE-079,scope,SOLVED,,,쇼핑몰 / 주문 / 배송지입력
SCOPE-080,scope,SOLVED,,,쇼핑몰 / 주문 / 결제하기 (이니시스 연동)
SCOPE-081,scope,SOLVED,,,쇼핑몰 / 주문 / 주문완료 + 주문완료 메일 발송
SCOPE-082,scope,CUSTOM,,,쇼핑몰 / 주문 / 디자인 의뢰하기
SCOPE-083,scope,SOLVED,,,쇼핑몰 / 정보 / 회사소개
SCOPE-086,scope,SOLVED,,,쇼핑몰 / 정보 / 찾아오시는 길
SCOPE-087,scope,PARTIAL,,,쇼핑몰 / 가이드 / 작업시 유의사항 (11개 가이드)
SCOPE-089,scope,PARTIAL,,,쇼핑몰 / 마케팅 / 이용후기 메인
SCOPE-091,scope,CUSTOM,,,쇼핑몰 / 상품 / 포장재상품 주문하기
SCOPE-092,scope,CUSTOM,,,쇼핑몰 / 상품 / 굿즈상품 주문하기 + 파우치&백
SCOPE-093,scope,CUSTOM,,,쇼핑몰 / 상품 / 수작 상품 (메인+상품페이지)
SCOPE-096,scope,PARTIAL,,,관리자 / 거래처 / 매장게시판
SCOPE-100,scope,CUSTOM,,,관리자 / 상품관리 / 인쇄/제본 상품등록 (미리보기/등록/수정)
SCOPE-101,scope,CUSTOM,,,관리자 / 상품관리 / 사이즈선택 팝업
SCOPE-102,scope,CUSTOM,,,관리자 / 상품관리 / 소재선택 팝업
SCOPE-103,scope,CUSTOM,,,관리자 / 상품관리 / 종이선택 팝업
SCOPE-104,scope,CUSTOM,,,관리자 / 상품관리 / 가격관리 팝업 8종
SCOPE-105,scope,CUSTOM,,,관리자 / 상품관리 / 사이즈관리
SCOPE-106,scope,CUSTOM,,,관리자 / 상품관리 / 소재관리
SCOPE-107,scope,CUSTOM,,,관리자 / 상품관리 / 용지관리
SCOPE-108,scope,CUSTOM,,,관리자 / 상품관리 / 가격관리 (출력/코팅/후가공/제본)
SCOPE-109,scope,CUSTOM,,,관리자 / 상품관리 / 굿즈 카테고리관리
SCOPE-110,scope,CUSTOM,,,관리자 / 상품관리 / 굿즈 상품등록 (카테고리/옵션)
SCOPE-111,scope,CUSTOM,,,관리자 / 상품관리 / 수작 상품등록
SCOPE-112,scope,CUSTOM,,,관리자 / 상품관리 / 포장재 상품등록
SCOPE-113,scope,CUSTOM,,,관리자 / 상품관리 / 디자인 상품등록
SCOPE-114,scope,SOLVED,,,관리자 / 게시판 / 공지사항 관리 (등록/수정/html생성)
SCOPE-115,scope,SOLVED,,,관리자 / 게시판 / 자주묻는질문 관리
SCOPE-116,scope,PARTIAL,,,관리자 / 게시판 / 대량주문 견적문의 (확인/답변)
SCOPE-117,scope,SOLVED,,,관리자 / 게시판 / 기업인쇄상담 (확인/답변)
SCOPE-118,scope,SOLVED,,,관리자 / 게시판 / 디자인상담 (확인/답변)
SCOPE-119,scope,SOLVED,,,관리자 / 게시판 / 상품Q&A (확인/답변)
SCOPE-120,scope,SOLVED,,,관리자 / 게시판 / 1:1문의 (확인/답변)
SCOPE-121,scope,CUSTOM,,,관리자 / 게시판 / 체험단관리 (등록/수정/신청내역)
SCOPE-122,scope,PARTIAL,,,관리자 / 게시판 / 이용후기관리 (관리자등록/수정)
SCOPE-123,scope,SOLVED,,,관리자 / 회원관리 / 회원관리 (주문내역/정보확인)
SCOPE-124,scope,SOLVED,,,관리자 / 회원관리 / 탈퇴회원 관리
SCOPE-125,scope,PARTIAL,,,관리자 / 회원관리 / 프린팅머니 관리 (수정/처리)
SCOPE-127,scope,SOLVED,,,관리자 / 회원관리 / 쿠폰등록내역
SCOPE-128,scope,SOLVED,,,관리자 / 회원관리 / 쿠폰사용내역
SCOPE-129,scope,PARTIAL,,,관리자 / 통계 / 인쇄/제본 상품통계 (상세보기)
SCOPE-130,scope,PARTIAL,,,관리자 / 통계 / 굿즈 상품통계 (상세보기)
SCOPE-131,scope,PARTIAL,,,관리자 / 통계 / 패키지 상품통계 (상세보기)
SCOPE-132,scope,PARTIAL,,,관리자 / 통계 / 수작 상품통계 (상세보기)
SCOPE-133,scope,SOLVED,,,관리자 / 통계 / 월별 매출통계
SCOPE-134,scope,CUSTOM,,,관리자 / 통계 / 굿즈 발주/정산 (Excel 다운)
SCOPE-135,scope,CUSTOM,,,관리자 / 통계 / 제작상품 팀별통계 (Excel 다운)
SCOPE-136,scope,PARTIAL,,,관리자 / 주문관리 / 주문관리-인쇄/제본/굿즈 (상세)
SCOPE-137,scope,CUSTOM,,,관리자 / 주문관리 / 파일확인처리
SCOPE-138,scope,PARTIAL,,,관리자 / 주문관리 / 재업로드요청 문자 발송
SCOPE-139,scope,PARTIAL,,,관리자 / 주문관리 / 주문서출력
SCOPE-140,scope,PARTIAL,,,관리자 / 주문관리 / 주문상태변경 처리 (+ 문자)
SCOPE-141,scope,PARTIAL,,,관리자 / 주문관리 / 주문관리-후불결제
SCOPE-142,scope,PARTIAL,,,관리자 / 주문관리 / 증빙서류발급 관리
SCOPE-143,scope,PARTIAL,,,관리자 / 주문관리 / 주문상태변경 (일괄)
SCOPE-144,scope,PARTIAL,,,관리자 / 주문관리 / 고객 SMS 발송
SCOPE-148,scope,SOLVED,,,쇼핑몰 / 결제 / 무통장입금/가상계좌+입금확인
SCOPE-149,scope,SOLVED,,,쇼핑몰 / 결제 / 간편결제(네이버페이)
SCOPE-150,scope,PARTIAL,,,쇼핑몰 / 주문 / 도서산간 추가배송비 데이터화
SCOPE-151,scope,PARTIAL,,,쇼핑몰 / 주문 / 배송비 템플릿/조건부 무료배송
SCOPE-153,scope,PARTIAL,,,쇼핑몰 / 상품 / 전시 카테고리 트리 운영툴
SCOPE-154,scope,PARTIAL,,,쇼핑몰 / 상품 / 상품 검색·필터 엔진
SCOPE-157,scope,CUSTOM,,,관리자 / 주문관리 / 생산정보 전달(주문→생산BOM 환원)
SCOPE-158,scope,CUSTOM,,,관리자 / 상품관리 / MES_ITEM_CD 전상품 채번
SCOPE-159,scope,CUSTOM,,,관리자 / 주문관리 / 생산파일명 일관화(Rename 자동)
