prd_cd,product_group,prd_nm,axis,verdict,evidence,repro_sql,cell_source,confidence,money_impact
PRD_000062,스티커,반칼팬시스티커,자재,MATCH,"권위 소재='유포스티커'·라이브 mat 5행 [MAT_000084,MAT_000153,MAT_000155,MAT_000156,MAT_000242]",SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000062' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000062,스티커,반칼팬시스티커,판형,MATCH,"권위 출력용지규격='330x470'·라이브 plate 4행 siz=[SIZ_000200,SIZ_000201,SIZ_000202,SIZ_000521]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000062' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000062,스티커,반칼팬시스티커,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000062';",엑셀:페이지 없음(needed=N),high,
PRD_000063,스티커,반칼팬시투명스티커,공정,MATCH,권위 커팅='원형 32mm' 조각수=''·라이브 proc 실가공 [['스티커완칼']],SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000063' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000063,스티커,반칼팬시투명스티커,도수,MATCH,권위 도수='단면'·라이브 print_options side=단면 colr=CLR_000005/CLR_000001,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000063' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),high,
PRD_000063,스티커,반칼팬시투명스티커,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000063' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000063,스티커,반칼팬시투명스티커,사이즈코드,MATCH,"권위 사이즈='100 x 140 mm'·라이브 3행 siz=[SIZ_000058,SIZ_000059,SIZ_000060]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000063';",엑셀:사이즈(필수),high,
PRD_000063,스티커,반칼팬시투명스티커,인쇄옵션,MATCH,권위 화이트별색='화이트인쇄(없음)' 커팅='원형 32mm'·라이브 print_opt_cd=POPT_000001,"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000063' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000063,스티커,반칼팬시투명스티커,자재,MATCH,권위 소재='투명스티커'·라이브 mat 1행 [MAT_000162],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000063' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000063,스티커,반칼팬시투명스티커,판형,MATCH,"권위 출력용지규격='330x470'·라이브 plate 4행 siz=[SIZ_000200,SIZ_000201,SIZ_000202,SIZ_000521]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000063' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000063,스티커,반칼팬시투명스티커,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000063';",엑셀:페이지 없음(needed=N),high,
PRD_000064,스티커,소량자유형스티커,공정,MATCH,권위 커팅='반칼(자유형)' 조각수='*1조각'·라이브 proc 실가공 [['반칼']],SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000064' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000064,스티커,소량자유형스티커,도수,MATCH,권위 도수='단면'·라이브 print_options side=단면 colr=CLR_000005/CLR_000001,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000064' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),high,
PRD_000064,스티커,소량자유형스티커,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000064' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000064,스티커,소량자유형스티커,사이즈코드,MATCH,"권위 사이즈='50 x 70 mm'·라이브 7행 siz=[SIZ_000036,SIZ_000043,SIZ_000061,SIZ_000062,SIZ_000063,SIZ_000064,SIZ_000065]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000064';",엑셀:사이즈(필수),high,
PRD_000064,스티커,소량자유형스티커,인쇄옵션,MATCH,권위 화이트별색='' 커팅='반칼(자유형)'·라이브 print_opt_cd=POPT_000001,"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000064' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000064,스티커,소량자유형스티커,자재,MATCH,"권위 소재='유포스티커'·라이브 mat 5행 [MAT_000084,MAT_000153,MAT_000155,MAT_000156,MAT_000242]",SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000064' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000064,스티커,소량자유형스티커,판형,MATCH,"권위 출력용지규격='330x470'·라이브 plate 8행 siz=[SIZ_000036,SIZ_000043,SIZ_000061,SIZ_000062,SIZ_000063,SIZ_000064,SIZ_000065,SIZ_000521]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000064' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000064,스티커,소량자유형스티커,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000064';",엑셀:페이지 없음(needed=N),high,
PRD_000065,스티커,스티커팩,공정,N/A,권위 가공/조각수 없음(needed=N)·라이브 proc 부재,SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000065' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,high,
PRD_000065,스티커,스티커팩,도수,MATCH,권위 도수='단면'·라이브 print_options side=단면 colr=CLR_000005/CLR_000001,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000065' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),high,
PRD_000065,스티커,스티커팩,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000065' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000065,스티커,스티커팩,사이즈코드,MATCH,권위 사이즈='75 x 110 mm'·라이브 1행 siz=[SIZ_000068],"SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000065';",엑셀:사이즈(필수),high,
PRD_000065,스티커,스티커팩,인쇄옵션,MATCH,권위 화이트별색='' 커팅=''·라이브 print_opt_cd=POPT_000001,"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000065' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000065,스티커,스티커팩,자재,MATCH,"권위 소재='비코팅스티커'·라이브 mat 2행 [MAT_000084,MAT_000242]",SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000065' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000065,스티커,스티커팩,판형,MATCH,"권위 출력용지규격='330x470'·라이브 plate 2행 siz=[SIZ_000068,SIZ_000521]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000065' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000065,스티커,스티커팩,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000065';",엑셀:페이지 없음(needed=N),high,
PRD_000066,스티커,합판도무송스티커,공정,CONFIRM,합판도무송: 권위 커팅 공란(합판형)·라이브 proc=스티커완칼(도무송=완칼)—도메인상 정상(완칼 합판)·needed 재해석,SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000066' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000066,스티커,합판도무송스티커,도수,MATCH,권위 도수='단면'·라이브 print_options side=단면 colr=CLR_000005/CLR_000001,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000066' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),high,
PRD_000066,스티커,합판도무송스티커,묶음수,CONFIRM,권위 묶음수 needed=N(건수표기 없음)·라이브 bundle_qtys 5행—합판수/조각수가 묶음수축에 적재(축귀속),SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000066' AND del_yn='N';,엑셀:건수표기 없음(needed=N),med,
PRD_000066,스티커,합판도무송스티커,사이즈코드,MATCH,"권위 사이즈='원형 10mm (8EA)'·라이브 37행 siz=[SIZ_000212,SIZ_000213,SIZ_000214,SIZ_000215,SIZ_000216,SIZ_000217,SIZ_000218,SIZ_000219,SIZ_000220,SIZ_000221,SIZ_000222,SIZ_000223,SIZ_000224,SIZ_000226,SIZ_000228,SIZ_000230,SIZ_000232,SIZ_000234,SIZ_000236,SIZ_000238,SIZ_000240,SIZ_000242,SIZ_000244,SIZ_000245,SIZ_000247,SIZ_000249,SIZ_000422,SIZ_000501,SIZ_000502,SIZ_000503,SIZ_000504,SIZ_000505,SIZ_000506,SIZ_000507,SIZ_000508,SIZ_000509,SIZ_000510]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000066';",엑셀:사이즈(필수),high,
PRD_000066,스티커,합판도무송스티커,인쇄옵션,MATCH,권위 화이트별색='' 커팅=''·라이브 print_opt_cd=POPT_000001,"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000066' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000066,스티커,합판도무송스티커,자재,MATCH,"권위 소재='유포스티커'·라이브 mat 6행 [MAT_000084,MAT_000153,MAT_000155,MAT_000156,MAT_000170,MAT_000171]",SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000066' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000066,스티커,합판도무송스티커,판형,MATCH,"권위 출력용지규격=''·라이브 plate 26행 siz=[SIZ_000017,SIZ_000065,SIZ_000113,SIZ_000147,SIZ_000148,SIZ_000203,SIZ_000204,SIZ_000205,SIZ_000206,SIZ_000207,SIZ_000208,SIZ_000209,SIZ_000210,SIZ_000211,SIZ_000225,SIZ_000227,SIZ_000229,SIZ_000231,SIZ_000233,SIZ_000235,SIZ_000237,SIZ_000239,SIZ_000241,SIZ_000243,SIZ_000246,SIZ_000248]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000066' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000066,스티커,합판도무송스티커,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000066';",엑셀:페이지 없음(needed=N),high,
PRD_000067,스티커,타투스티커,공정,N/A,권위 가공/조각수 없음(needed=N)·라이브 proc 부재,SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000067' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,high,
PRD_000067,스티커,타투스티커,도수,MATCH,권위 도수='단면'·라이브 print_options side=단면 colr=CLR_000005/CLR_000001,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000067' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),high,
PRD_000067,스티커,타투스티커,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000067' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000067,스티커,타투스티커,사이즈코드,MATCH,권위 사이즈='90 x 190 mm'·라이브 1행 siz=[SIZ_000060],"SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000067';",엑셀:사이즈(필수),high,
PRD_000067,스티커,타투스티커,인쇄옵션,MATCH,권위 화이트별색='' 커팅=''·라이브 print_opt_cd=POPT_000001,"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000067' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000067,스티커,타투스티커,자재,MATCH,권위 소재='타투전용지'·라이브 mat 1행 [MAT_000167],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000067' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000067,스티커,타투스티커,판형,MATCH,권위 출력용지규격='210x297'·라이브 plate 1행 siz=[SIZ_000060],"SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000067' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000067,스티커,타투스티커,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000067';",엑셀:페이지 없음(needed=N),high,
PRD_000118,실사,아트프린트포스터,공정,CONFIRM,"권위 가공 공란이나 코팅(권위 코팅옵션)이 공정축에 적재 [['유광', '무광']]—축귀속(코팅=인쇄옵션이 공정에)",SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000118' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000118,실사,아트프린트포스터,도수,CONFIRM,권위 실사출력(소재=인화지) needed=Y·라이브 print_options 부재. ★실사 전체 도수축 미등록(색상수 vs 실사출력사양 권위 모호)—인간 확인,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000118' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),med,
PRD_000118,실사,아트프린트포스터,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000118' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000118,실사,아트프린트포스터,사이즈코드,MATCH,"권위 사이즈='A3 (297 x 420 mm)'·라이브 3행 siz=[SIZ_000174,SIZ_000197,SIZ_000293]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000118';",엑셀:사이즈(필수),high,
PRD_000118,실사,아트프린트포스터,인쇄옵션,N/A,권위 화이트별색/코팅 없음(needed=N)·코팅='코팅없음',"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000118' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,high,
PRD_000118,실사,아트프린트포스터,자재,MATCH,권위 소재='인화지'·라이브 mat 1행 [MAT_000176],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000118' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000118,실사,아트프린트포스터,판형,MATCH,"권위 출력용지규격=''·라이브 plate 3행 siz=[SIZ_000052,SIZ_000198,SIZ_000294]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000118' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000118,실사,아트프린트포스터,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000118';",엑셀:페이지 없음(needed=N),high,
PRD_000119,실사,아트페이퍼포스터,공정,N/A,권위 가공/조각수 없음(needed=N)·라이브 proc 부재,SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000119' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,high,
PRD_000119,실사,아트페이퍼포스터,도수,CONFIRM,권위 실사출력(소재=매트지) needed=Y·라이브 print_options 부재. ★실사 전체 도수축 미등록(색상수 vs 실사출력사양 권위 모호)—인간 확인,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000119' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),med,
PRD_000119,실사,아트페이퍼포스터,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000119' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000119,실사,아트페이퍼포스터,사이즈코드,MATCH,"권위 사이즈='A3 (297 x 420 mm)'·라이브 3행 siz=[SIZ_000174,SIZ_000197,SIZ_000293]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000119';",엑셀:사이즈(필수),high,
PRD_000119,실사,아트페이퍼포스터,인쇄옵션,N/A,권위 화이트별색/코팅 없음(needed=N)·코팅='',"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000119' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,high,
PRD_000119,실사,아트페이퍼포스터,자재,MATCH,권위 소재='매트지'·라이브 mat 1행 [MAT_000177],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000119' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000119,실사,아트페이퍼포스터,판형,MATCH,"권위 출력용지규격=''·라이브 plate 3행 siz=[SIZ_000052,SIZ_000198,SIZ_000294]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000119' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000119,실사,아트페이퍼포스터,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000119';",엑셀:페이지 없음(needed=N),high,
PRD_000120,실사,방수포스터,공정,CONFIRM,"권위 가공 공란이나 코팅(권위 코팅옵션)이 공정축에 적재 [['유광', '무광']]—축귀속(코팅=인쇄옵션이 공정에)",SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000120' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000120,실사,방수포스터,도수,CONFIRM,권위 실사출력(소재=PET) needed=Y·라이브 print_options 부재. ★실사 전체 도수축 미등록(색상수 vs 실사출력사양 권위 모호)—인간 확인,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000120' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),med,
PRD_000120,실사,방수포스터,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000120' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000120,실사,방수포스터,사이즈코드,MATCH,"권위 사이즈='A3 (297 x 420 mm)'·라이브 3행 siz=[SIZ_000174,SIZ_000197,SIZ_000293]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000120';",엑셀:사이즈(필수),high,
PRD_000120,실사,방수포스터,인쇄옵션,CONFIRM,"권위 화이트별색='' 코팅='무광코팅' needed=Y. 라이브: 코팅/별색이 공정축(proc ['유광', '무광'])에 적재—인쇄옵션축 미사용(축귀속)","SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000120' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000120,실사,방수포스터,자재,MATCH,권위 소재='PET'·라이브 mat 1행 [MAT_000178],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000120' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000120,실사,방수포스터,판형,MATCH,"권위 출력용지규격=''·라이브 plate 3행 siz=[SIZ_000052,SIZ_000198,SIZ_000294]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000120' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000120,실사,방수포스터,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000120';",엑셀:페이지 없음(needed=N),high,
PRD_000121,실사,접착방수포스터,공정,CONFIRM,"권위 가공 공란이나 코팅(권위 코팅옵션)이 공정축에 적재 [['유광', '무광']]—축귀속(코팅=인쇄옵션이 공정에)",SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000121' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000121,실사,접착방수포스터,도수,CONFIRM,권위 실사출력(소재=PVC) needed=Y·라이브 print_options 부재. ★실사 전체 도수축 미등록(색상수 vs 실사출력사양 권위 모호)—인간 확인,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000121' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),med,
PRD_000121,실사,접착방수포스터,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000121' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000121,실사,접착방수포스터,사이즈코드,MATCH,"권위 사이즈='A3 (297 x 420 mm)'·라이브 3행 siz=[SIZ_000174,SIZ_000197,SIZ_000293]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000121';",엑셀:사이즈(필수),high,
PRD_000121,실사,접착방수포스터,인쇄옵션,CONFIRM,"권위 화이트별색='' 코팅='무광코팅' needed=Y. 라이브: 코팅/별색이 공정축(proc ['유광', '무광'])에 적재—인쇄옵션축 미사용(축귀속)","SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000121' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000121,실사,접착방수포스터,자재,MATCH,권위 소재='PVC'·라이브 mat 1행 [MAT_000179],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000121' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000121,실사,접착방수포스터,판형,MATCH,"권위 출력용지규격=''·라이브 plate 3행 siz=[SIZ_000052,SIZ_000198,SIZ_000294]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000121' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000121,실사,접착방수포스터,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000121';",엑셀:페이지 없음(needed=N),high,
PRD_000122,실사,접착투명포스터,공정,CONFIRM,권위 가공 공란이나 코팅(권위 코팅옵션)이 공정축에 적재 [['화이트']]—축귀속(코팅=인쇄옵션이 공정에),SELECT pr.proc_nm FROM t_prd_product_processes p JOIN t_proc_processes pr ON p.proc_cd=pr.proc_cd WHERE p.prd_cd='PRD_000122' AND p.del_yn='N';,엑셀:커팅/조각수/가공(옵션)_가공,med,
PRD_000122,실사,접착투명포스터,도수,CONFIRM,권위 실사출력(소재=투명PVC) needed=Y·라이브 print_options 부재. ★실사 전체 도수축 미등록(색상수 vs 실사출력사양 권위 모호)—인간 확인,"SELECT print_side,front_colrcnt_cd,back_colrcnt_cd,print_opt_cd FROM t_prd_product_print_options WHERE prd_cd='PRD_000122' AND del_yn='N';",엑셀:인쇄(옵션)/인쇄사양/소재(실사출력),med,
PRD_000122,실사,접착투명포스터,묶음수,N/A,권위 묶음수 needed=N(연속수량)·라이브 부재,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000122' AND del_yn='N';,엑셀:건수표기 없음(needed=N),high,
PRD_000122,실사,접착투명포스터,사이즈코드,MATCH,"권위 사이즈='A3 (297 x 420 mm)'·라이브 3행 siz=[SIZ_000174,SIZ_000197,SIZ_000293]","SELECT siz_cd,del_yn FROM t_prd_product_sizes WHERE prd_cd='PRD_000122';",엑셀:사이즈(필수),high,
PRD_000122,실사,접착투명포스터,인쇄옵션,CONFIRM,권위 화이트별색='단면' 코팅='' needed=Y. 라이브: 코팅/별색이 공정축(proc ['화이트'])에 적재—인쇄옵션축 미사용(축귀속),"SELECT print_opt_cd,print_side FROM t_prd_product_print_options WHERE prd_cd='PRD_000122' AND del_yn='N';",엑셀:별색인쇄/코팅/커팅,med,
PRD_000122,실사,접착투명포스터,자재,MATCH,권위 소재='투명PVC'·라이브 mat 1행 [MAT_000180],SELECT m.mat_nm FROM t_prd_product_materials p JOIN t_mat_materials m ON p.mat_cd=m.mat_cd WHERE p.prd_cd='PRD_000122' AND p.del_yn='N';,엑셀:종이(필수)/소재(필수),high,
PRD_000122,실사,접착투명포스터,판형,MATCH,"권위 출력용지규격=''·라이브 plate 3행 siz=[SIZ_000052,SIZ_000198,SIZ_000294]","SELECT siz_cd,output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000122' AND del_yn='N';",엑셀:파일사양_출력용지규격,med,
PRD_000122,실사,접착투명포스터,페이지룰,N/A,권위 페이지룰 needed=N(낱장/단품)·라이브 부재,"SELECT page_min,page_max FROM t_prd_product_page_rules WHERE prd_cd='PRD_000122';",엑셀:페이지 없음(needed=N),high,
