prd_cd,상품명,CN유형,대상축(var),근거,기존제약유무,우선순위
PRD_000177,스프링노트,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000178,스프링수첩,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000179,메모패드,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000180,메모패드(내지커스텀) 준비중,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000181,중철노트,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000183,틴거울,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000184,컴팩트거울,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000185,카드거울,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000186,사각손거울,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000187,블랙사각손거울,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000188,레더코스터,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000189,코르크코스터,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000190,우드코스터,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000191,린넨패브릭코스터,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000192,규조토코스터,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000193,머그컵,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000194,워터북보틀,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000195,벨벳쿠션,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000196,레더여권케이스,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000197,미니매트,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000198,피크닉매트,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000199,투명부채,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000200,핀버튼,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000201,레더스트랩키링,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000202,키캡키링,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000203,LED투명키캡키링,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000204,미니CD앨범,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000205,양말,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000206,반팔티셔츠,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000207,극세사타월,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000208,슬로건,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000209,후드티셔츠,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000210,초슬림마우스패드,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000211,장패드,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000212,극세사클리너,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000213,틴케이스,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000214,자석북마크,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000215,클립보드,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000216,투명클립보드,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000217,만년스탬프,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000218,타이벡북커버,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000219,밴드톡,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000220,폰스트랩,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000221,말랑키링,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000222,말랑증사홀더,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000223,말랑포카홀더,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000224,말랑네임택,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000225,말랑여권케이스,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000226,아크릴쉐이커코롯토,CN-2 AMBIG,(단가행 전무),PRF_ACRYL_*_TBD dead_wire(COMP_ACRYL_PENDING_TBD 단가/구성 확인필요)→견적0. 해법=단가적재(실무진 답변)이지 제약아님·설계이관 금지·사용자컨펌큐. [§27 wiring round22],N,BLOCKED(실무진)
PRD_000227,미니우치와키링,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000228,하트 이미지피켓,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000229,이미지피켓,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000230,레더 플랫 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000231,레더 슬림 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000232,레더 삼각 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000233,레더 볼륨 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000234,레더 스트링 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000235,레더 스트링 원형파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000236,레더 플랫 클러치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000237,레더 삼각 클러치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000238,레더 아이패드/노트북 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000239,캔버스 플랫 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000240,캔버스 삼각 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000241,캔버스 스트랩 라벨파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000242,광목 스트링 라벨파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000243,린넨 스트링 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000244,타이벡 플랫 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000245,타이벡 슬림 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000246,타이벡 삼각 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000247,타이벡 스트링 파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000248,타이벡 플랫 클러치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000249,메쉬슬림파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000250,메쉬볼륨파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000251,레더 플랫 미니파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000252,레더 슬림 미니파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000253,레더 삼각 미니파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000254,레더 볼륨 미니파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000255,레더 원형 미니파우치,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000256,레더 플랫 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000257,레더 슬림 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000258,레더 삼각 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000259,레더 볼륨 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000260,레더 원형 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000261,캔버스 플랫 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000262,캔버스 삼각 필통,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000263,레더토트백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000264,레더숄더백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000265,린넨 미니에코백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000266,린넨 토트백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000267,린넨 에코백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000268,캔버스심플백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000269,캔버스 포켓심플백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000270,캔버스에코백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000271,캔버스숄더백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000272,캔버스 포켓숄더백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000273,타이벡 양면 백팩,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000274,타이벡보냉보틀백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000275,타이벡 보냉 미니백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000276,타이벡 에코백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000277,타이벡 보냉에코백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000278,메쉬 토트백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000279,메쉬에코백,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000280,레더라벨제작,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000283,트레싱지봉투,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000284,하드커버책자-내지,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000285,레더 하드커버책자-내지,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000286,하드커버 링책자-내지,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000287,중철책자-내지,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000288,중철책자-표지,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000289,무선책자-내지,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000290,무선책자-표지,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000291,PUR책자-내지,NONE,-,자재명 규격내장 리드 있었으나 component_prices 상품제공 mat×siz 누락셀 0=CN-2 아님(가격이 mat×siz 미교차). 기타 CN 근거 없음,N,-
PRD_000292,PUR책자-표지,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000293,만년다이어리(소프트커버)-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000294,만년다이어리(하드커버)-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000295,만년다이어리(하드커버)-면지,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000296,만년다이어리(레더하드커버)-표지(레더),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000297,만년다이어리(레더하드커버)-면지,NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000298,만년다이어리(레더소프트커버)-표지(레더),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000299,먼슬리플래너-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000300,먼슬리플래너-내지(백모조100),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000301,스프링노트-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000302,스프링노트-내지(무지),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000303,스프링수첩-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000304,스프링수첩-내지(무지),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000305,메모패드-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000306,메모패드-내지(무지),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000307,중철노트-표지(아트250+무광코팅),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000308,중철노트-내지(무지),NONE,-,자재x사이즈 격자단순·자유치수없음·옵션그룹오용없음·기존제약없음,N,-
PRD_000047,소량전단지,CN-3,sel_opts(코팅 OPT_000061)+mat_cd__usage_cd(종이 in-list),"권위 digital-print-l1 코팅(옵션)=★종이두께선택시 180g이상 코팅가능. 라이브 코팅/종이 옵션그룹 실재(OPT_000059~062). shape=implication(코팅≠없음→mat in[≥180g])",N,승격(designer·종이≥180g목록 enumerate)
PRD_000048,접지리플렛,CN-3,sel_opts(코팅)+mat_cd__usage_cd(종이),"권위 동일 ★180g이상 코팅가능. 규칙 실재하나 라이브 옵션그룹 0건(코팅/종이 미적재)→붙일 var 없음",N,BLOCKED-UI(§7 옵션그룹 선적재 후 047 동형승격)
PRD_000049,와이드 접지리플렛,CN-3,sel_opts(코팅)+mat_cd__usage_cd(종이),"권위 동일 ★180g이상 코팅가능. 규칙 실재하나 라이브 옵션그룹 0건→붙일 var 없음",N,BLOCKED-UI(§7 옵션그룹 선적재 후 동형승격)
PRD_000027,2단접지카드,CN-5,박크기(foil_w/foil_h·계약부재),"권위 박크기 ★최소 30x30/최대 90x140. 박 선택시 범위제약이나 VAR_KEY_MAP에 박크기 자유입력 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000028,미니접지카드,CN-5,박크기(foil_w/foil_h·계약부재),"권위 박크기 ★최소 30x30/최대 80x40. 박크기 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000029,3단접지카드,CN-5,박크기(foil_w/foil_h·계약부재),"권위 박크기 ★최소 30x30/최대 90x140. 박크기 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000031,프리미엄명함,CN-5,박크기(foil_w/foil_h·계약부재),"권위 박크기 ★최소 20x20/최대 80x40. 박크기 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000034,펄명함,CN-5,박크기(foil_w/foil_h·계약부재),"권위 박크기 ★최소 20x20/최대 80x40. 박크기 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000038,형압명함,CN-5,형압크기(foil_w/foil_h·계약부재),"권위 형압크기 ★최소 20x20/최대 80x40. 형압크기 자유입력 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000042,프리미엄 쿠폰/상품권,CN-5,박크기(foil_w/foil_h·계약부재),"권위 박크기 ★최소 30x30/최대 130x58. 박크기 var 부재",N,BLOCKED-VAR(wave-2 CN-5 동일처리)
PRD_000043,인쇄배경지(OPP봉투타입),CN-3 AMBIG,siz_cd×커팅모양(매핑미명시),"권위 커팅(옵션)=★사이즈선택:커팅모양다름. 커팅모양별 허용사이즈 매핑 미명시+옵션그룹 0건(BLOCKED-UI 병기)",N,AMBIG(실무진 큐·designer 미전달)
PRD_000046,라벨/택,CN-3 AMBIG,siz_cd×커팅모양(OPT-000010),"권위 커팅(옵션)=★사이즈선택:커팅모양다름. 커팅모양 그룹은 실재하나 커팅모양별 사이즈 매핑 미명시",N,AMBIG(실무진 큐·designer 미전달)
PRD_000018,스탠다드엽서,CN-4 AMBIG,sel_opts(후가공 OPT_000016 오시·미싱),"후가공 그룹에 오시·미싱 공존이나 권위 ★배제표기 없음. 016 데모(R_DEMO_EXC)만 근거·도메인상 접지선+절취선 공존가능",N,AMBIG(실무진 큐·오시미싱 동시가능 확인)
PRD_000041,스탠다드 쿠폰/상품권,CN-4 AMBIG,sel_opts(후가공 OPT_000054 오시·미싱),"후가공 오시·미싱 공존·권위 ★배제표기 없음",N,AMBIG(실무진 큐·오시미싱 동시가능 확인)
PRD_000042,프리미엄 쿠폰/상품권,CN-4 AMBIG,sel_opts(후가공 OPT_000057 오시·미싱),"후가공 오시·미싱 공존·권위 ★배제표기 없음(박크기 BLOCKED-VAR와 별개 축)",N,AMBIG(실무진 큐·오시미싱 동시가능 확인)
