prd_cd,norm,category,old_status,method,required,verdict,evidence,sheet,live_opt,live_priced
PRD_000028,미니접지카드,01 엽서,🟡신규출시,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:미니접지카드,0,Y
PRD_000061,반칼띠지스티커,02 스티커,🟡신규출시,고정가형(스티커 규격/소재/수량 단가표),규격/소재/수량,QUOTABLE,스티커 가격표(260527) 단가 존재; 고정가형 견적성립,스티커:반칼띠지스티커,0,Y
PRD_000047,소량전단지,03 인쇄홍보물,✅정상등록가능,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:소량전단지,53,Y
PRD_000126,레더아트프린트,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:레더아트프린트,0,Y
PRD_000097,떡메모지,08 문구,🟡신규출시,원자합산형(내지+표지+제본+용지),사이즈/내지페이지/제본/도수/수량,QUOTABLE,디지털인쇄비+제본+출력소재 가격표 존재; 합산형 견적성립,책자:떡메모지,0,N
PRD_000159,아크릴코스터,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별 가로x세로),소재/가로/세로/수량,QUOTABLE,아크릴 가격표 면적매트릭스 존재; 자유형 견적성립,아크릴:아크릴 코스터,0,N
PRD_000192,규조토코스터,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:규조토코스터,0,N
PRD_000240,캔버스삼각파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스 삼각 파우치,0,N
PRD_000030,지그재그엽서,01 엽서,🟡신규출시,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:지그재그엽서,0,N
PRD_000062,반칼팬시스티커,02 스티커,🟡신규출시,고정가형(스티커 규격/소재/수량 단가표),규격/소재/수량,QUOTABLE,스티커 가격표(260527) 단가 존재; 고정가형 견적성립,스티커:반칼팬시스티커,0,Y
PRD_000048,접지리플렛,03 인쇄홍보물,🟡신규출시,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:접지리플렛,0,Y
PRD_000127,타이벡프린트,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:타이벡프린트,0,Y
PRD_000144,미니스탠딩보드,05 사인,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:미니보드스탠딩,0,Y
PRD_000154,아크릴머리끈,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별 가로x세로),소재/가로/세로/수량,QUOTABLE,아크릴 가격표 면적매트릭스 존재; 자유형 견적성립,아크릴:아크릴 머리끈,0,N
PRD_000191,린넨코스터,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:린넨패브릭코스터,0,N
PRD_000241,캔버스스트랩라벨파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스 스트랩 라벨파우치,0,N
PRD_000046,라벨택,12 포장,🟡신규출시,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:라벨/택,0,Y
PRD_000063,반칼팬시투명스티커,02 스티커,🟡신규출시,고정가형(스티커 규격/소재/수량 단가표),규격/소재/수량,QUOTABLE,스티커 가격표(260527) 단가 존재; 고정가형 견적성립,스티커:반칼팬시투명스티커,0,Y
PRD_000128,메쉬프린트,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:메쉬프린트,0,Y
PRD_000145,미니배너,05 사인,✅정상등록가능,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:미니배너,2,Y
PRD_000108,탁상형캘린더,07 캘린더,🟡신규출시,원자합산형(인쇄+용지+제본/가공),사이즈/인쇄/장수/캘린더가공/수량,QUOTABLE,원자합산형: 디지털인쇄비+출력소재+제본/캘린더가공 가격표 존재,캘린더:탁상형캘린더,0,N
PRD_000166,아크릴카라비너,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별) / 일부 고정가형,소재/사이즈 또는 완제품 고정가,NEEDS-DOMAIN,아크릴 면적매트릭스(투명아크릴)는 자유형에만 적용; 코롯토/카라비너/포카스탠드/미니파츠/판아크릴은 면적/고정가 귀속 미확정(round-23 BLOCKED 이력),아크릴:아크릴카라비너,0,N
PRD_000242,광목스트링라벨파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:광목 스트링 라벨파우치,0,N
PRD_000066,합판도무송스티커,02 스티커,✅정상등록가능,고정가형(스티커 규격/소재/수량 단가표),규격/소재/수량,QUOTABLE,스티커 가격표(260527) 단가 존재; 고정가형 견적성립,스티커:합판도무송스티커,7,Y
PRD_000110,엽서캘린더,07 캘린더,🟡신규출시,원자합산형(인쇄+용지+제본/가공),사이즈/인쇄/장수/캘린더가공/수량,QUOTABLE,원자합산형: 디지털인쇄비+출력소재+제본/캘린더가공 가격표 존재,캘린더:엽서캘린더,0,N
PRD_000088,레더링바인더,08 문구,🟡신규출시,원자합산형(내지+표지+제본+용지),사이즈/내지페이지/제본/도수/수량,QUOTABLE,디지털인쇄비+제본+출력소재 가격표 존재; 합산형 견적성립,책자:레더 링바인더,0,N
PRD_000194,워터북보틀,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:워터북보틀,0,N
PRD_000243,린넨스트링파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:린넨 스트링 파우치,0,N
PRD_000094,엽서북,01 엽서,✅정상등록가능,원자합산형(내지+표지+제본+용지),사이즈/내지페이지/제본/도수/수량,QUOTABLE,디지털인쇄비+제본+출력소재 가격표 존재; 합산형 견적성립,책자:엽서북,13,Y
PRD_000111,벽걸이캘린더,07 캘린더,🟡신규출시,원자합산형(인쇄+용지+제본/가공),사이즈/인쇄/장수/캘린더가공/수량,QUOTABLE,원자합산형: 디지털인쇄비+출력소재+제본/캘린더가공 가격표 존재,캘린더:벽걸이캘린더,0,N
PRD_000215,클립보드,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:클립보드,0,N
PRD_000212,극세사클리너,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:극세사클리너,0,N
PRD_000041,스탠다드쿠폰상품권,03 인쇄홍보물,✅정상등록가능,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:스탠다드 쿠폰/상품권,10,Y
PRD_000129,폼보드,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:폼보드,0,Y
PRD_000216,투명클립보드,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:투명클립보드,0,N
PRD_000160,아크릴자유형스탠드,09 아크릴,🟡신규출시,고정가형(아크릴 완제품 고정단가),사이즈/수량,QUOTABLE,데이터시트 아크릴 고정가 존재(키링/마그넷 등),아크릴:아크릴자유형스탠드,0,N
PRD_000207,극세사타월,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량,NEEDS-DOMAIN,데이터시트(굿즈파우치)에 매칭 prd 가격값 미확인(추출 불일치 가능),굿즈파우치:극세사타월,0,N
PRD_000067,타투스티커,02 스티커,🟡신규출시,고정가형(스티커 규격/소재/수량 단가표),규격/소재/수량,QUOTABLE,스티커 가격표(260527) 단가 존재; 고정가형 견적성립,스티커:타투스티커,0,Y
PRD_000042,프리미엄상품권쿠폰,03 인쇄홍보물,✅정상등록가능,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:프리미엄 쿠폰/상품권,22,Y
PRD_000130,포맥스보드,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:포맥스보드,0,Y
PRD_000161,판아크릴,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별) / 일부 고정가형,소재/사이즈 또는 완제품 고정가,NEEDS-DOMAIN,아크릴 면적매트릭스(투명아크릴)는 자유형에만 적용; 코롯토/카라비너/포카스탠드/미니파츠/판아크릴은 면적/고정가 귀속 미확정(round-23 BLOCKED 이력),아크릴:판아크릴,0,N
PRD_000195,벨벳쿠션,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:벨벳쿠션,0,N
PRD_000244,타이벡플랫파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 플랫 파우치,0,N
PRD_000011,자석고정용고무판,12 포장,🟡신규출시,고정가형(수량별 고정단가),수량(필수),QUOTABLE,상품마스터 상품악세사리 고정가 전건 존재,상품악세사리:자석고정용고무판,0,N
PRD_000024,포토카드,01 엽서,✅정상등록가능,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:포토카드,7,Y
PRD_000131,프레임리스액자,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:프레임리스우드액자,0,Y
PRD_000162,아크릴포카스탠드,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별) / 일부 고정가형,소재/사이즈 또는 완제품 고정가,NEEDS-DOMAIN,아크릴 면적매트릭스(투명아크릴)는 자유형에만 적용; 코롯토/카라비너/포카스탠드/미니파츠/판아크릴은 면적/고정가 귀속 미확정(round-23 BLOCKED 이력),아크릴:아크릴포카스탠드,0,N
PRD_000245,타이벡슬림파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 슬림 파우치,0,N
PRD_000025,투명포토카드,01 엽서,✅정상등록가능,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:투명포토카드,4,Y
PRD_000132,레더아트액자,04 포스터,🟡신규출시,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:레더아트액자,0,Y
PRD_000217,만년스탬프,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:만년스탬프,0,N
PRD_000246,타이벡삼각파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 삼각 파우치,0,N
PRD_000026,종이슬로건,01 엽서,✅정상등록가능,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:종이슬로건,5,Y
PRD_000065,스티커팩,02 스티커,🟡신규출시,고정가형(스티커 규격/소재/수량 단가표),규격/소재/수량,QUOTABLE,스티커 가격표(260527) 단가 존재; 고정가형 견적성립,스티커:스티커팩,0,Y
PRD_000050,봉투제작,03 인쇄홍보물,🟡신규출시,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:봉투제작,0,Y
PRD_000135,족자포스터,04 포스터,✅정상등록가능,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:족자포스터,2,Y
PRD_000214,자석북마크,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:자석북마크,0,N
PRD_000247,타이벡스트링파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 스트링 파우치,0,N
PRD_000012,우드거치대,12 포장,🟡신규출시,고정가형(수량별 고정단가),수량(필수),QUOTABLE,상품마스터 상품악세사리 고정가 전건 존재,상품악세사리:우드거치대,0,N
PRD_000133,캔버스행잉포스터,04 포스터,✅정상등록가능,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:캔버스 행잉포스터,1,Y
PRD_000164,아크릴코롯토,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별) / 일부 고정가형,소재/사이즈 또는 완제품 고정가,NEEDS-DOMAIN,아크릴 면적매트릭스(투명아크릴)는 자유형에만 적용; 코롯토/카라비너/포카스탠드/미니파츠/판아크릴은 면적/고정가 귀속 미확정(round-23 BLOCKED 이력),아크릴:아크릴코롯토,0,N
PRD_000248,타이벡플랫클러치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:타이벡 플랫 클러치,0,N
PRD_000014,우드행거,12 포장,🟡신규출시,고정가형(수량별 고정단가),수량(필수),QUOTABLE,상품마스터 상품악세사리 고정가 전건 존재,상품악세사리:우드행거,0,N
PRD_000134,린넨우드봉족자,04 포스터,✅정상등록가능,면적매트릭스형(포스터사인 가로x세로) / 일부 고정가형,소재/가로/세로/수량,QUOTABLE,포스터사인 면적매트릭스 또는 고정가형(실사 가격표) 존재,실사:린넨 우드봉 족자,1,Y
PRD_000210,초슬림마우스패드,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:초슬림마우스패드,0,N
PRD_000165,아크릴포카코롯토,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별) / 일부 고정가형,소재/사이즈 또는 완제품 고정가,NEEDS-DOMAIN,아크릴 면적매트릭스(투명아크릴)는 자유형에만 적용; 코롯토/카라비너/포카스탠드/미니파츠/판아크릴은 면적/고정가 귀속 미확정(round-23 BLOCKED 이력),아크릴:포카코롯토,0,N
PRD_000196,래더여권케이스,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더여권케이스,0,N
PRD_000211,장패드,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:장패드,0,N
PRD_000226,아크릴쉐이커코롯토,09 아크릴,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:아크릴쉐이커코롯토,0,N
PRD_000225,말랑여권케이스,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:말랑여권케이스,0,N
PRD_000006,볼체인,12 포장,🟡신규출시,고정가형(수량별 고정단가),수량(필수),QUOTABLE,상품마스터 상품악세사리 고정가 전건 존재,상품악세사리:볼체인,0,N
PRD_000213,틴케이스,08 문구,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:틴케이스,0,N
PRD_000249,메쉬슬림파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:메쉬슬림파우치,0,N
PRD_000007,와이어링,12 포장,🟡신규출시,고정가형(수량별 고정단가),수량(필수),QUOTABLE,상품마스터 상품악세사리 고정가 전건 존재,상품악세사리:와이어링,0,N
PRD_000224,말랑네임택,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:말랑네임택,0,N
PRD_000250,메쉬볼륨파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:메쉬볼륨파우치,0,N
PRD_000163,아크릴미니파츠,09 아크릴,🟡신규출시,면적매트릭스형(아크릴 소재별) / 일부 고정가형,소재/사이즈 또는 완제품 고정가,NEEDS-DOMAIN,아크릴 면적매트릭스(투명아크릴)는 자유형에만 적용; 코롯토/카라비너/포카스탠드/미니파츠/판아크릴은 면적/고정가 귀속 미확정(round-23 BLOCKED 이력),아크릴:아크릴미니파츠,0,N
PRD_000197,미니매트,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:미니매트,0,N
PRD_000198,피크닉매트,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:피크닉매트,0,N
PRD_000051,썬캡,10 라이프,🟡신규출시,원자합산형(인쇄비+코팅+용지+후가공),수량(제작수량 필수),QUOTABLE,디지털인쇄비+코팅+출력소재+인쇄후가공 가격표(260527) 전부 존재; 합산형 견적성립,디지털인쇄:썬캡,0,Y
PRD_000251,레더플랫미니파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 플랫 미니파우치,0,N
PRD_000199,투명부채,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량,NEEDS-DOMAIN,데이터시트(굿즈파우치)에 매칭 prd 가격값 미확인(추출 불일치 가능),굿즈파우치:투명부채,0,N
PRD_000252,레더슬림미니파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 슬림 미니파우치,0,N
PRD_000253,레더삼각미니파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 삼각 미니파우치,0,N
PRD_000254,레더볼륨미니파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 볼륨 미니파우치,0,N
PRD_000200,핀버튼,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:핀버튼,0,N
PRD_000255,레더원형미니파우치,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 원형 미니파우치,0,N
PRD_000201,레더스트랩키링,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더스트랩키링,0,N
PRD_000256,레더플랫필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 플랫 필통,0,N
PRD_000257,레더슬림필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 슬림 필통,0,N
PRD_000221,말랑키링,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:말랑키링,0,N
PRD_000258,레더삼각필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 삼각 필통,0,N
PRD_000222,말랑증사홀더,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량,NEEDS-DOMAIN,데이터시트(굿즈파우치)에 매칭 prd 가격값 미확인(추출 불일치 가능),굿즈파우치:말랑증사홀더,0,N
PRD_000259,레더볼륨필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 볼륨 필통,0,N
PRD_000223,말랑포카홀더,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:말랑포카홀더,0,N
PRD_000260,레더원형필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더 원형 필통,0,N
PRD_000202,키캡키링,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:키캡키링,0,N
PRD_000261,캔버스플랫필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스 플랫 필통,0,N
PRD_000262,캔버스삼각필통,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:캔버스 삼각 필통,0,N
PRD_000204,미니CD앨범,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량,NEEDS-DOMAIN,데이터시트(굿즈파우치)에 매칭 prd 가격값 미확인(추출 불일치 가능),굿즈파우치:미니CD앨범,0,N
PRD_000263,레더토트백,11 에코백,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:레더토트백,0,N
PRD_000208,슬로건,10 라이프,🟡신규출시,고정가형(고정가+수량구간할인),수량(제작수량 필수),QUOTABLE,데이터시트(굿즈파우치) 고정가 컬럼 존재 + 수량구간할인테이블 정의; 고정가형 견적성립,굿즈파우치:슬로건,0,N
