종류,엑셀값,DB값,비고분류,비고
size,사각 78x28mm,사각78x28,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,70*100,70x100,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100*70,100x70,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100*40,100x40,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,레더 15x30mm,레더15x30,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,레더 20x40mm,레더20x40,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,레더 30x50mm,레더30x50,NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,70 x 200 mm (50장),70x200mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,80 x 100 mm (50장),80x100mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,80 x 120 mm (50장),80x120mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,80 x 180 mm (50장),80x180mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,90 x 120 mm (50장),90x120mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100 x 100 mm (50장),100x100mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100 x 200 mm (50장),100x200mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,110 x 160 mm (50장),110x160mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,130 x 200 mm (50장),130x200mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,160 x 230 mm (50장),160x230mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,230 x 350 mm (50장),230x350mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,60 x 90 mm (20장),60x90mm(20장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,60 x 90 mm (50장),60x90mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,110 x 250 mm (50장),110x250mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,140 x 180 mm (50장),140x180mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,140 x 200 mm (50장),140x200mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,150 x 150 mm (50장),150x150mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,160 x 250 mm (50장),160x250mm(50장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,160 x 110 mm (20장),160x110mm(20장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,160 x 110 mm (40장),160x110mm(40장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,160 x 110 mm (100장),160x110mm(100장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100 x 100 mm (20장),100x100mm(20장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100 x 100 mm (40장),100x100mm(40장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,100 x 100 mm (100장),100x100mm(100장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,70 x 100 mm (30장),70x100mm(30장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,70 x 100 mm (100장),70x100mm(100장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,화이트 165 x 115 mm (10장),화이트165x115mm(10장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,블랙 165 x 115 mm (10장),블랙165x115mm(10장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,240 x 230 mm (10장),240x230mm(10장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,150 x 310 mm (10장),150x310mm(10장),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,PP투명케이스 42 x 57 x 20 mm (10개),PP투명케이스42x57x20mm(10개),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,PP투명케이스 75 x 75 x 15 mm (10개),PP투명케이스75x75x15mm(10개),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,PP투명케이스 75 x 110 x 15 mm (10개),PP투명케이스75x110x15mm(10개),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,20 x 20 (20개입),20x20(20개입),NOTATION-DIFF,73 x 98 mm↔73x98 판걸이수 브리지로 정합
size,200~3000,,MISSING/특수,"범위=nonspec_*(t_prd_products) 또는 size+조각 복합 — siz마스터 매핑 불가, 확인필요"
size,200~1200,,MISSING/특수,"범위=nonspec_*(t_prd_products) 또는 size+조각 복합 — siz마스터 매핑 불가, 확인필요"
size,20~120,,MISSING/특수,"범위=nonspec_*(t_prd_products) 또는 size+조각 복합 — siz마스터 매핑 불가, 확인필요"
size,3절 (4단대문접지),,MISSING/특수,"범위=nonspec_*(t_prd_products) 또는 size+조각 복합 — siz마스터 매핑 불가, 확인필요"
size,원형 10mm (8EA),,MISSING/특수,"범위=nonspec_*(t_prd_products) 또는 size+조각 복합 — siz마스터 매핑 불가, 확인필요"
material,아트250,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,아트300,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,투명PET 260g,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,반투명PET 260g,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,몽블랑190,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,몽블랑240,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,아코팩(웜화이트)250,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,몽블랑130g,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,백모조220,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,스노우250,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,스노우300,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,스타드림(다이아)240,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,스타드림(실버)240,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,스타드림(골드)240,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,스타드림(로츠쿼츠)240,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,클래식 크래스트 스티플 270,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,한지170,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,켄도250,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,아이보리300,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,백모조120,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,몽블랑130,(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,투명PET,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,투명아크릴 3mm,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,골드아크릴 3mm,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,실버아크릴 3mm,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,투명아크릴 1.5mm,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,투명아크릴 8mm,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,투명아크릴(8T),(strong-norm match),NOTATION-DIFF,아트250↔아트지 250g 출력소재(IMPORT) 브리지
material,투명아크릴라미(10T),,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,투명아크릴(3T)◀,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,백모조100,,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,하판(블랙),,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,하판(화이트),,MISSING/확인필요,DB 무게변형 부재 또는 아크릴 mm표기차(아크릴 투명 등 존재) — 확인필요
material,*별도설정,,PLACEHOLDER,"가격연동 신호, 실자재 아님 — 매핑제외"
material,투명아크릴 3mm+3mm 접합,,COMPOSITE,"복합소재 분해필요, 보정금지"
process,(298 옵션값토큰),t_proc_processes 81종,COLUMN-OVERLOAD,"엑셀 공정컬럼에 옵션값/파라미터/사이즈 혼입 — 마스터부재아님, Phase4 속성해석"
process,화이트|클리어|핑크|금색|은색,PROC_000008~12,별색=공정 확정,round-2 결정 정합(별색인쇄 PROC_000007 자식)
