std_id,대분류,기능,매핑legacy_id,매핑asis_id,상태,근거,사유
STD-ART-022,원고·파일,에디터 템플릿 선택·불러오기,F-054;SCOPE-054;IA-054;X-EDX-D3-01,WA-047;WA-048,partial,raw/webadmin/webadmin/config/urls.py:41-49 · catalog/edicus_views.py:278-674 (템플릿 메타/차원/그리드) · :52-69 (tmpl-combo),"템플릿 관리 done, 고객 선택 경로 미배선"
STD-ART-023,원고·파일,에디터 작업물 저장·재편집,F-054;SCOPE-054;IA-054;X-WGTF-EDICUS-01,,todo,X-WGTF-EDICUS-01 에디터 연동 계약 미상(U-6/U-7),저장·재편집 계약 미확정
STD-ART-024,원고·파일,에디터 산출물 인쇄용 파일 변환·주문 연결,F-054;SCOPE-054;IA-054;X-WGTF-EDICUS-01;X-EDX-D8-01,,todo,X-WGTF-EDICUS-01 · X-EDX-D8-01 EDICUS Link Manager POD 채널 이중 등록,산출물→주문 연결 계약 미상
STD-ART-025,원고·파일,선택 옵션(사이즈·페이지)과 에디터 캔버스 동기화,F-054;SCOPE-054;IA-054;P-EDICUS-MISSING-01,,todo,P-EDICUS-MISSING-01 EDICUS 미등록/결손 — 셋트문구 5종·레더하드커버·벽걸이캘린더 2사이즈,옵션↔캔버스 동기화 근거 없음
STD-ART-026,원고·파일,고객 파일 보관기간 정책 적용·만료 삭제,,,new,print-kb/wiki/policy/operations.md#OPS-02 현행 무정책 To-Be,파일 보관기간 정책 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-ART-027,원고·파일,과거 주문 파일 재사용 재주문,F-010;SCOPE-010;IA-010,,todo,F-010/SCOPE-010/IA-010 주문상세조회(편집상품 미리보기) CUSTOM·미착수,과거 파일 재사용 재주문 근거 없음
STD-ART-028,원고·파일,생산용 원고 자동 다운로드/전달,F-157;SCOPE-157;F-159;SCOPE-159,WA-052,partial,raw/webadmin/webadmin/catalog/artwork_promote.py:1 (order 버킷 승격),"생산 전달 그릇 일부, 파일명 일관화(F-159)·생산BOM 환원(F-157) 미착수"
STD-ORD-001,장바구니·주문,장바구니 담기(인쇄옵션+파일 동반),F-064;SCOPE-064;IA-064;F-076;SCOPE-076;IA-076,SB-022;SB-012,done,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:201 · src/lib/api/widget-order.ts:26-35 (위젯 견적가 적재),인쇄옵션 동반 담기 배선
STD-ORD-002,장바구니·주문,장바구니 조회,F-076;SCOPE-076;IA-076,SB-021,done,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230,
STD-ORD-003,장바구니·주문,장바구니 수량/옵션 수정,F-076;SCOPE-076;IA-076,SB-021;SB-025,done,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230 · src/app/api/printly/requote/route.ts:16-50,수량 변경 시 재견적까지 배선
STD-ORD-004,장바구니·주문,장바구니 항목 삭제,F-076;SCOPE-076;IA-076,SB-021,done,huni-skin-shopby/src/lib/api/hooks/use-cart.ts:130-230,
STD-ORD-005,장바구니·주문,선택 상품 금액 계산,F-076;SCOPE-076;IA-076,SB-027,done,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252",금액계산 경로 배선
STD-ORD-006,장바구니·주문,구매가능 검증(결제 전 sanity),F-061;SCOPE-061;IA-061;X-CR-ENFORCE-CLIENT-01,WA-036,partial,raw/webadmin/webadmin/config/urls.py:249 (validate) — X-CR-ENFORCE-CLIENT-01 호출 지점 0건,검증 API는 있으나 결제 전 sanity 호출 없음
STD-ORD-007,장바구니·주문,비회원 장바구니 계산(비영속),,SB-023,new,huni-skin-shopby/src/lib/guest-cart.ts:1-31 (localStorage 게스트 장바구니 done),비회원 장바구니 legacy 3원장 부재 — 이미 구현됨. 근거=Shopby 계약 → 오염 없음
STD-ORD-008,장바구니·주문,장바구니 인쇄사양 요약 표시,F-076;SCOPE-076;IA-076,SB-012,partial,huni-skin-shopby/src/lib/api/widget-order.ts:26-35 · huni-widget.tsx:257-265,견적가는 실리나 인쇄사양 요약 표시 근거 없음
STD-ORD-009,장바구니·주문,주문서 작성,F-077;SCOPE-077;IA-077,SB-026,done,huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40,
STD-ORD-010,장바구니·주문,주문서 조회,F-077;SCOPE-077;IA-077,SB-027,done,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252",
STD-ORD-011,장바구니·주문,쿠폰·배송지 반영 최종 금액 계산,F-077;SCOPE-077;IA-077,SB-027;SB-029,done,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 · use-order-coupons.ts:34,69,102",쿠폰 최대할인 반영까지 배선
STD-ORD-012,장바구니·주문,주문자/수령자 정보 입력,F-077;SCOPE-077;IA-077,SB-026,done,huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40,
STD-ORD-013,장바구니·주문,배송지 주소 검색(우편번호),SCOPE-079;IA-079,SB-028,done,huni-skin-shopby/src/components/checkout/address-modal.tsx:1 · src/lib/daum-postcode.ts:10,Daum 우편번호 연동(L2 D-10)
STD-ORD-014,장바구니·주문,배송 요청사항 입력,F-077;SCOPE-077;IA-077,,todo,F-077/SCOPE-077/IA-077 배송정보입력 PARTIAL·미착수,요청사항 입력 전용 근거 없음
STD-ORD-015,장바구니·주문,나중배송(배송지 미입력) 주문,,,new,huni-shopby/01_research/order-to-delivery-contract.md §2.2 later-input-shippings,나중배송 legacy 부재. 근거=Shopby 계약 → 오염 없음
STD-ORD-016,장바구니·주문,주문 제목/작업명 입력,,,new,print-story/02_capture/order-flow-steps.md §A-6 주문제목,주문 제목/작업명 legacy 부재. 근거=경쟁사 실측 → 오염 없음
STD-ORD-017,장바구니·주문,출고 옵션 선택(오늘출고·토요일출고),,,new,print-story/02_capture/order-flow-steps.md §C-6 출고 옵션,오늘출고·토요일출고 legacy 부재. 근거=경쟁사 실측 → 오염 없음
STD-ORD-018,장바구니·주문,약관 동의(구매·개인정보 제3자),X-SHOPBY-TERMS-01,,todo,X-SHOPBY-TERMS-01 Q-MISC-1 reserve 필수 agreementTermsAgrees termsType 세트 미상,구매 약관 동의 세트 미확정
STD-ORD-019,장바구니·주문,주문 예약(reserve) 및 금액 검증,F-080;SCOPE-080;IA-080;X-PAY-FLOW-01,SB-031;SB-033,partial,huni-skin-shopby/src/components/checkout/checkout-form.tsx:157-158 · src/lib/payments/ncp-pay.ts:47-70 — X-PAY-FLOW-01 reserve/paymentAmtForVerification 산식 미상,무통장 경로만 성립
STD-ORD-020,장바구니·주문,주문 완료 화면·주문번호 발급,F-081;SCOPE-081;IA-081,SB-035,done,huni-skin-shopby/src/components/order/order-complete-view.tsx:1,주문완료 화면 배선 (메일 발송은 별도 미확인)
STD-ORD-021,장바구니·주문,주문 상태 조회(회원),SCOPE-009;IA-009;F-161;SCOPE-161,SB-045,done,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354",회원 주문내역 목록/상세 배선
STD-ORD-022,장바구니·주문,비회원 주문 조회(주문번호+휴대전화),SCOPE-073;IA-073,SB-036,done,huni-skin-shopby/src/components/order/guest-order-lookup.tsx:4-9,"비회원 주문조회 배선 (주문번호+비밀번호 방식 — 표준은 휴대전화, 인증축 차이 있음)"
STD-ORD-023,장바구니·주문,주문 상태 머신 전이 표시(결제완료→상품준비→배송준비→배송중→배송완료→구매확정),F-161;SCOPE-161;X-DEC-MIRROR-01,SB-045,partial,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354 · X-DEC-MIRROR-01 샵바이→후니 상태 미러 채널 미확인",상태 표시는 되나 전이 미러 채널 미정
STD-ORD-024,장바구니·주문,인쇄 공정 단계 상태 노출(검판·출력·후가공),F-162;SCOPE-162;X-DEC-MIRROR-01,,todo,SCOPE-162 주문/주문상세 런타임 그릇 구축 PARTIAL·미착수,인쇄 공정 단계 상태 노출 근거 없음
STD-ORD-025,장바구니·주문,구매확정(고객·자동),,,new,huni-shopby/01_research/order-to-delivery-contract.md §3 confirm,구매확정 legacy 부재. 근거=Shopby 계약 → 오염 없음
STD-ORD-026,장바구니·주문,재주문(동일 사양 반복),F-011;SCOPE-011;IA-011,,todo,F-011/SCOPE-011/IA-011 옵션보관함 CUSTOM·미착수,재주문 전용 경로 근거 없음
STD-ORD-027,장바구니·주문,오프라인 주문 별도 등록 경로,F-098;SCOPE-098;IA-098,WA-060,partial,raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만 · 전용 운영화면 urls.py 부재),오프라인 거래 원장은 모델만
STD-PAY-001,결제,신용카드 결제(PG),F-080;SCOPE-080;IA-080;X-PG-CONTRACT-01,SB-032,todo,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8-9 주석 'PG 연동은 후속 — 현재는 무통장만 동작' (SB-032 absent) · X-PG-CONTRACT-01 이니시스 계약 미체결,카드 결제 경로 부재
STD-PAY-002,결제,실시간 계좌이체,F-080;SCOPE-080;IA-080;X-PG-CONTRACT-01,SB-032,todo,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8-9 (SB-032 absent),실시간 계좌이체 부재
STD-PAY-003,결제,무통장입금(가상계좌)·입금대기 상태,SCOPE-148,SB-031,done,huni-skin-shopby/src/components/checkout/checkout-form.tsx:157-158 · guest-checkout-form.tsx:100-101,무통장(ACCOUNT) 결제 배선
STD-PAY-004,결제,네이버페이 결제,SCOPE-149;X-DEC-NAVERPAY-01,,todo,X-DEC-NAVERPAY-01 NaverPay 별도 mini-OrderSheet 1차 범위 포함 여부 미결,L2 근거 없음
STD-PAY-005,결제,카카오페이 결제,,,new,print-kb/wiki/policy/order-payment.md#PAY-03,카카오페이 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-PAY-006,결제,토스페이 결제,,,new,print-kb/wiki/policy/order-payment.md#PAY-03,토스페이 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-PAY-007,결제,적립금(프린팅머니) 결제,F-014;SCOPE-014;IA-014;X-DEC-PRINTMONEY-01,SB-030;SB-050,partial,"huni-skin-shopby/src/lib/api/hooks/use-points.ts:22,62 (조회 done) · checkout-form.tsx:52 (적립/충전은 mock)",잔액 조회·사용 UI는 있으나 프린팅머니 원장 정의 미결
STD-PAY-008,결제,복합결제(적립금+PG 병용),X-DEC-PRINTMONEY-01,SB-030,todo,huni-skin-shopby/src/components/checkout/checkout-form.tsx:52 (mock),복합결제 근거 없음
STD-PAY-009,결제,할부·무이자 옵션,,,new,print-kb/wiki/policy/order-payment.md#PAY-04,할부·무이자 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-PAY-010,결제,B2B 후불결제,F-141;SCOPE-141;IA-141,,todo,F-141/SCOPE-141/IA-141 주문관리-후불결제 PARTIAL·미착수,B2B 후불 근거 없음
STD-PAY-011,결제,PG 리다이렉트·결제 확정 콜백,F-080;SCOPE-080;IA-080;X-PAY-FLOW-01,SB-033,partial,huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70 · src/app/api/pay-config/route.ts:8 — X-PAY-FLOW-01 PG 콜백 흐름 미상,SDK 로더만 배선
STD-PAY-012,결제,결제 실패 안내·재시도,X-PAY-FLOW-01,,todo,X-PAY-FLOW-01 결제 확정 흐름 미상,실패 안내·재시도 근거 없음
STD-PAY-013,결제,결제 금액 위변조 검증(서버 재계산 대조),X-PRICE-BRIDGE-01;X-PAY-FLOW-01;X-NHN-POLICY-01,SB-012,partial,huni-skin-shopby/src/lib/api/widget-order.ts:26-35 (10원×orderCnt 적재 — 견적가 우회 적재) · X-PRICE-BRIDGE-01 동적 계산가 무손실 환원 경로 미확정,★돈 크리티컬: 서버 재계산 대조 축이 미확정
STD-PAY-014,결제,결제 포기 처리,,,new,huni-shopby/01_research/order-to-delivery-contract.md §1 PAY_CANCEL,결제 포기 처리 legacy 부재. 근거=Shopby 계약 → 오염 없음
STD-PAY-015,결제,현금영수증 발급,F-028;SCOPE-028;IA-028;X-TAXDOC-01,SB-053,todo,huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (정적 표 UI만·API 호출 없음 = stub) · X-TAXDOC-01 팝빌 연동 미결,현금영수증 발급 미배선
STD-PAY-016,결제,세금계산서 발급 신청·내역,F-152;SCOPE-152;X-TAXDOC-01,SB-053,todo,huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (stub),세금계산서 발급 미배선
STD-PAY-017,결제,사업자정보 등록·관리,F-026;SCOPE-026;IA-026;F-027;SCOPE-027;IA-027,,todo,F-026/027·SCOPE-026/027·IA-026/027 사업자정보 목록·등록 PARTIAL·미착수,L2 근거 없음
STD-PAY-018,결제,거래명세서 출력,F-142;SCOPE-142;IA-142;F-025;SCOPE-025;IA-025,,todo,F-142/SCOPE-142/IA-142 증빙서류발급 관리 PARTIAL·미착수,거래명세서 출력 근거 없음
STD-SHP-001,배송,기본 배송비 부과,SCOPE-151;X-DEC-SHIPPING-01,SB-027,partial,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 (금액계산에 배송비 포함) · X-DEC-SHIPPING-01 배송비 정책 미확정",샵바이 기본 배송비 경로는 타지만 후니 정책 미확정
STD-SHP-002,배송,무료배송 기준금액 적용,SCOPE-151;X-DEC-SHIPPING-01,SB-027,partial,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252",무료배송 기준 정책 미확정
STD-SHP-003,배송,제주 추가 배송비,F-150;SCOPE-150;X-DEC-SHIPPING-01,,todo,F-150/SCOPE-150 도서산간 추가배송비 데이터화 PARTIAL·미착수,제주 권역 데이터 없음
STD-SHP-004,배송,도서산간 권역별 추가 배송비,F-150;SCOPE-150;X-DEC-SHIPPING-01,,todo,F-150/SCOPE-150 도서산간 추가배송비 데이터화,권역별 데이터 없음
STD-SHP-005,배송,특정 상품군 무료배송 제외(실사·대형),SCOPE-151,,todo,SCOPE-151 배송비 템플릿/조건부 무료배송 PARTIAL,상품군 제외 규칙 근거 없음
STD-SHP-006,배송,혼합주문 배송비 산정(최고값 1건),,,new,print-kb/wiki/policy/shipping.md#SHIP-04 최고값 1건,혼합주문 배송비 산정 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-SHP-007,배송,배송 권역·템플릿 관리,SCOPE-151,,todo,SCOPE-151 배송비 템플릿,권역·템플릿 운영툴 근거 없음
STD-SHP-008,배송,택배 배송,F-077;SCOPE-077;IA-077,SB-026;SB-028,partial,huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:40 · src/components/checkout/address-modal.tsx:1,"주문서 배송정보 입력 done, 택배 실행/연동은 근거 없음"
STD-SHP-009,배송,퀵/화물 배송(대형 인쇄물),,,new,print-kb/wiki/policy/shipping.md#SHIP-03 실사 대형 파생,퀵/화물 배송 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-SHP-010,배송,매장 방문수령,,,new,print-kb/wiki/policy/order-mgmt.md#OMG-07 오프라인 경로 파생,매장 방문수령 legacy 부재. 근거=인쇄 KB → 오염 없음
STD-SHP-011,배송,분할배송(건별 부분 출고),,,new,huni-shopby/01_research/order-to-delivery-contract.md §2.1 주문상품옵션 단위 송장,분할배송 legacy 부재. 근거=Shopby 계약 → 오염 없음
STD-SHP-012,배송,송장번호 등록(판매자),F-140;SCOPE-140;IA-140,,todo,F-140/SCOPE-140/IA-140 주문상태변경 처리(+문자) PARTIAL·미착수,송장 등록 근거 없음
STD-SHP-013,배송,송장 기반 배송상태 일괄변경,F-143;SCOPE-143;IA-143,,todo,F-143/SCOPE-143/IA-143 주문상태변경(일괄) PARTIAL·미착수,송장 기반 일괄변경 근거 없음
STD-SHP-014,배송,고객 배송 조회(택배사 추적),F-161;SCOPE-161,SB-045,partial,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354",주문 상세는 조회되나 택배사 추적 연동 근거 없음
STD-SHP-015,배송,배송지 변경/추가,SCOPE-078;IA-078;SCOPE-079;IA-079,SB-048,done,huni-skin-shopby/src/lib/api/hooks/use-shipping-address.ts:65-125 (CRUD·기본배송지),
STD-SHP-016,배송,배송 상태 변경 알림 발송,F-144;SCOPE-144;IA-144;X-SMS-CONTRACT-01,,todo,X-SMS-CONTRACT-01 OQ-G8 알림톡/SMS 서비스 계약 미체결(1차 영향),배송 알림 발송 근거 없음
STD-CLM-001,클레임·CS,주문 전체 취소 신청,,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,주문 전체 취소 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-002,클레임·CS,옵션 부분 취소 신청,,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,옵션 부분 취소 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-003,클레임·CS,비회원 취소 신청,,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,비회원 취소 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-004,클레임·CS,제작 착수 후 취소 제한·협의 안내,,,new,print-kb/wiki/policy/operations.md#OPS-01 케이스별 협의,제작 착수 후 취소 제한 — legacy 부재. 근거=인쇄 KB → 오염 없음
STD-CLM-005,클레임·CS,반품 신청(단일·복수),,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,반품 신청 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-006,클레임·CS,교환 신청(출고 전/후),,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,교환 신청 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-007,클레임·CS,환불 예상금액 계산,,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,환불 예상금액 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-008,클레임·CS,환불계좌 등록·수정,,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,환불계좌 등록 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-009,클레임·CS,클레임 철회,,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*,클레임 철회 — legacy 3원장(410/162/144) 전체에 취소·반품·교환·환불 행이 1건도 없다. 근거=Shopby 계약 → 오염 없음
STD-CLM-010,클레임·CS,클레임 사유 분류 선택(12종),,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.2 claimReasonType,클레임 사유 12종 — legacy 부재. 근거=Shopby 계약 → 오염 없음
STD-CLM-011,클레임·CS,귀책 구분(구매자/판매자/단순변심),,,new,huni-shopby/01_research/order-to-delivery-contract.md §4.2 responsibleObjectType,귀책 구분 — legacy 부재. 근거=Shopby 계약 → 오염 없음
STD-CLM-012,클레임·CS,클레임 목록·상세 조회,X-SHOPBY-CLAIM-FSM-01,,todo,X-SHOPBY-CLAIM-FSM-01 클레임 상태머신 미폐합 — 수거진행 중간상태 누락·입금대기/교환대기/환불완료 전이 미정의,클레임 조회 화면 근거 없음
STD-CLM-013,클레임·CS,판매자 클레임 승인·거부 처리,X-SHOPBY-CLAIM-FSM-01,,todo,X-SHOPBY-CLAIM-FSM-01 클레임 상태머신 미폐합,판매자 승인·거부 처리 근거 없음
STD-CLM-014,클레임·CS,인쇄 불량 접수(사진 첨부),,,new,print-kb/wiki/policy/operations.md#OPS-04 클레임/불량,인쇄 불량 접수(사진 첨부) — legacy 부재. 근거=인쇄 KB → 오염 없음
STD-CLM-015,클레임·CS,재제작(재작업) 처리 경로,,,new,print-kb/wiki/policy/operations.md#OPS-04 재제작 우선,재제작 처리 경로 — legacy 부재. 근거=인쇄 KB → 오염 없음
STD-CLM-016,클레임·CS,1:1 문의 등록·답변,SCOPE-020;IA-020;SCOPE-120;IA-120,SB-056,todo,huni-skin-shopby/src/app/(main) 하위 inquiry/qna 라우트 부재 (SB-056 absent),1:1 문의 미배선
STD-CLM-017,클레임·CS,상품 Q&A 등록·답변,SCOPE-069;IA-069;SCOPE-119;IA-119;SCOPE-016;IA-016,SB-056,todo,huni-skin-shopby/src/app/(main) 하위 inquiry/qna 라우트 부재 (SB-056 absent),상품 Q&A 미배선
STD-CLM-018,클레임·CS,공지사항·FAQ 열람,SCOPE-067;IA-067;SCOPE-068;IA-068,SB-054;SB-056,partial,huni-skin-shopby/src/app/(main)/notice/page.tsx:1-27 · src/lib/api/server/board.ts:1 (공지 done) — FAQ 라우트 부재(SB-056 absent),공지 done · FAQ 미배선
STD-CLM-019,클레임·CS,기업인쇄 상담 접수,SCOPE-071;IA-071;SCOPE-117;IA-117,SB-056,todo,huni-skin-shopby src/app/(main) 하위 inquiry 라우트 부재 (SB-056 absent),기업인쇄 상담 미배선
STD-CLM-020,클레임·CS,디자인 상담 접수,SCOPE-072;IA-072;SCOPE-118;IA-118;F-082;SCOPE-082;IA-082,SB-056,todo,huni-skin-shopby src/app/(main) 하위 inquiry 라우트 부재 (SB-056 absent),디자인 상담 미배선
