legacy_id,원천,기능서술,원판정,돈여부,주문여부,비고
X-CHK-DNS-01,runway,도메인·SSL·DNS 전환 계획 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-MIGDRILL-01,runway,회원·머니 이관 리허설 미실행 (명세는 있으나 드라이런 기록 없음),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-OLDSITE-01,runway,이전 사이트 종료/병행 운영 계획 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-ONCALL-01,runway,장애 대응 연락망·에스컬레이션 경로 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-PGTEST-01,runway,테스트 결제 전 구간 리허설 미확인 — 카드·계좌·취소·부분취소·환불,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-PRIVACY-01,runway,약관·개인정보처리방침 개정 및 게시 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-SEO-01,runway,SEO·구 URL 리다이렉트 맵 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CHK-TRAINING-01,runway,운영자 교육·인수인계 세션 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-BASECODE-5-01,runway,기초코드 컨펌 큐 5건 (AX-5·B-PO-1·PO-1b·AX-6·SZ-2) 사용자/실무진 결정 대기,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-DSCDOUBLE-01,runway,Q-ST-DSC-DOUBLE — 떡메모 unit 내장 볼륨할인 위에 DSC_STAT_QTY 추가 = 의도된 추가할인 vs 이중할인,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-FOIL-042-SHEET-01,runway,WIRE-3b 042 박 소형/대형 시트 권위(박 면적) 미확정 — 실무진/디자인 회신 대기,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-FOILAREA-01,runway,박영역 상한 CONFIRM (Q-FOIL-SIZE2) — 027/069/070 트림이 대형격자 초과,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-FOMEX-01,runway,"포맥스 컨펌큐 — A1 3종 미적재 · 3mm 권위충돌(8,300/11,500 vs 8,500/13,000) · mat×siz 교차조합 0원",미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-GOODS-FIN1-01,runway,굿즈 가격 의미 컨펌 2건 — C-GP-4 가공 가산 개당 vs 1회 정액(라벨·맥세이프·에폭시) · C-GP-5 구수 가격축 여부,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-MAT32-01,runway,자재 MAT_000032 적재 승인 보류 — 사용자 '질문 명확화' 요청 미해소,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-MEMOPAD-01,runway,Q-ST-MEMO1 — 메모패드 2사이즈 2가격 = 사이즈 차원 공식 vs 별 prd_cd 미결,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-PRICE-2-01,runway,돈크리티컬 가격 권위충돌 2건 — 일반현수막 타공수8 라이브 8000 vs 권위 5000 · 족자 천정고리 라이브 6500 vs 권위 '4000?',미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-PRICEAUTH-01,runway,가격 권위 사람 판정 대기 — 명함 금유광 63000 vs 64000 · 펄프리미엄 mat_cd · 스티커 관례층 · 판수 이중권위 · 박등급 경계,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-PROCQTY-01,runway,"Q-SB-PROC-QTY (돈크리티컬) — 후가공/거치 1건당 vs ×수량 prc_typ 미확정, 거치대 ×qty=250,000 과청구 가능",미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-QTYBASIS-01,runway,OQ-10 수량구간 단가행 기준 = 출력매수(판수) vs 주문수량 미확정 (돈),미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-SET-3-01,runway,셋트 잔여 CONFIRM 3건 (책등 종이 추가비 · 비활성 판형 229건 여백 누락 · 088 제본방식),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CONFIRM-STICKER-01,runway,스티커 컨펌큐 5건 (CV-STK-053/054 · CV-STK-A4-MAP · G-STK-1/3/4) — 054 active,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CPQ-MEMBERSHIP-08-01,runway,D-2 옵션→가격구성요소 멤버십 매핑 부재 — PRF_DGP_A G-DATA 🔴 NO-GO(A-1)의 직접 원인,설계완료·구현대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CR-C10-01,runway,C-10 폼빌더 결과절 리스트 implication RAW-ONLY (Med),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-CR-C3-01,runway,"C-3 깨진 규칙 처리 불일치 — 한쪽은 500, 한쪽은 조용히 통과",미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DDL-REFPARAM-SLOT-01,runway,GAP-2 ref_param_json 슬롯 위치 미결 (면적등급 보존) — DDL 제안 대기,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-CALLER-01,runway,I-BOUND-1 server-api 전이 호출 주체 미결 (후니 직접 vs 어드민 위임),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-CATTREE-01,runway,OQ-G14 전시 카테고리 구조 확정 미완 (1차 W3-5),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-DELYN-576-01,runway,SIZ_000576 마스터 del_yn Y→N 복원 승인 대기 · del_yn 편집 가능 여부 미실측,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-EDICUS-01,runway,OQ-G16 온라인 에디터(Edicus) 도입 결정 미정,미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-EXTMEMBER-01,runway,I-AUTH-3 외부회원 연동(ncpstore) 채택 + 1:1 등록 결정 필요,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-FRMTYP-01,runway,frm_typ/clr_cd 보류 — dbm-price-formula-audit 결판 후 처리,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-GRADE-01,runway,OQ-G6 회원등급 grade_cd ↔ 샵바이 memberGrade 매핑 미결 (1차 가격 영향),미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-HYPHEN-01,runway,하이픈 레거시(그룹31·옵션85) 언더바 통일 = 지니 보류,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-IMMUTABLE-01,runway,I-BOUND-2 클레임 추적성 — 동적옵션 immutable 정책 유지 전제,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-MALLMODE-01,runway,I-AUTH-1 몰 운영방식 결정 필요 (스킨몰 vs headless),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-NAMECARD-FORMULA-01,runway,WIRE-1 명함 분기로직 미결 (ⓐ 단일공식 vs ⓑ 공식분리) — PRF_NAMECARD_FIXED에 PREMIUM/COAT/FOIL 23 comp 미배선,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-REDCAT-01,runway,I-RED-1 RED 카테고리(가격소스 0) 브리지 범위 결정 필요,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-SELFVERIFY-01,runway,OQ-G12 비밀번호 변경·탈퇴 본인확인 방법 미결 (1차),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-SUJAK-01,runway,OQ-G17 수작 브랜드 유지 여부 미결,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-VAT-01,runway,후니 VAT 포함 여부 미확정 — basis 정합 데이터 부족으로 가격 비교 전면 기권 상태,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DEC-WRITEPOLICY-01,runway,POLICY-1 server-api 카탈로그 쓰기 허용 범위 미결 (현 단계 쓰기 금지),미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DESET-01,runway,떡메모지 de-set — 셋트행 논리삭제 경로가 webadmin에 없음 (실행 BLOCKER) · 동형 후보 2건,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-DOC-ADMINMANUAL-01,runway,라이브 admin 매뉴얼 업데이트 미실행 — round-13~21 적재분의 admin 화면 반영 여부 미대조,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-EDX-D6-01,runway,D-6 하트 이미지피켓(use_yn=N) 런칭 범위 포함 여부 미결,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-EDX-D9-01,runway,"D-9 명함 cateCode=TEST — EDICUS 원장 결함 의심, 콘솔 확인 요청 미회신",미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-EDX-F12-01,runway,[적재 전 필수] F-12 런북 probe_fmz_cnt 채움 — 빠지면 315만원 누락 재통과,검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-EDX-VESSEL-01,runway,D-11 제3축 그릇 설계 미결 (polymorphic vs 축별 named 컬럼) · D-7 기존 제안과 중복 여부,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-ACRYL-AREA-01,runway,아크릴 siz_cd × 면적 코드 환원 (C) — 현재 area 바인딩 시 과소청구 확정이라 보류 중,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-AUTOPICK-01,runway,후니 auto-pick .first()가 극단 사이즈를 선택 — 스티커 2백만원 실증,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-BOOK-01,runway,PRF 책자 트랙 NO-GO — 4 선결 (내지 이중판수 · S1/S2 내지인쇄 이중합산 · COVER-SPREAD-SIZ · COVER-A4PLT),미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-DELYNFILTER-01,runway,책자 del_yn 필터 부재 확정 — 논리삭제된 구성요소도 가격 평가에 포함됨,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-GP2-01,runway,GP-2 PRODUCT_PRICE 선점 가드 (돈크리티컬) — product_prices 1건만 있어도 FORMULA를 우회,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-OPTKEY-01,runway,opt 동시선택 한계 (코드트랙) — 가공+추가 동시 선택 시 selections opt_cd 단일키로 1건 누락,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-PRCTYP03-01,runway,"후가공 14 comp prc_typ 오적재(.01 단가형) → 엔진이 단가×수량으로 해석해 과대청구 (엽서 C3 Δ990,000)",설계완료·구현대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ENGINE-TWINRING-01,runway,071 트윈링 cover_mult ×2 — 데이터로 해결 불가·개발팀 C트랙 선행,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-FILEMETA-01,runway,라인 단위 customProperty·구조화 파일메타 첨부 경로 미상 (I-META-1 / I-FILE-1),검증대기,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-FOIL-MINQTY-01,runway,박(FOIL) 6상품 최소수량 제약규칙 미구축 — 다만 §31 CHANGELOG는 '제약 아님'으로 종결 표기,미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-KB-01,runway,온톨로지 KB 후속 3건 — live-snapshot 재캡처 · PRICE_GAP_HINTS 필드 마커 강화 · 앨범/포토 INTENT 미등재,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MAPPING-MASTER-01,runway,prd_cd↔productNo · selections↔optionNo 매핑 마스터 소유·동기화 주체 미정 (+ 67노드 매핑표 · 동기화 범위·주기),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MES-SPEC-01,runway,OQ-G10 MES↔Front 통신 규격 미확정 (1차 W9-10),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-CONSENT-01,runway,L4 교정 A7 — 마케팅 동의 내부모순 (동의일시 날조 금지·법적 리스크),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-CUTOVER-01,runway,MQ-19 컷오버 동결 창 운영 가능 여부 미확정,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-EXPIRY-01,runway,L4 교정 A5 — Plan A 적립금 만료 기본값=제한없음 명문화 필요,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-EXTRAINFO-01,runway,회원 부가정보 담을 그릇 미결 — extraInfo 수용 범위 · 사업자정보 다건 · 다중주소,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-MEMBER-SCHEMA-01,runway,회원 이관 원천 스키마 미확인 — 해시·가입일·휴면·탈퇴·동의일시·중복이메일·등급 3원 매핑·본인인증 상태,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-MONEY-RECON-01,runway,프린팅머니 컷오버 대사 게이트 미실행 — 전 회원 잔액 diff/hash · 합계 불일치 시 즉시 NO-GO,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MIG-MONEY-SCHEMA-01,runway,프린팅머니 이관 원천 스키마 미확인 — 잔액 스냅샷·거래 원장·만료정책·음수 잔액·PG 트랜잭션 보존,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-MONEY-EXTKEY-01,runway,R5 적립금 externalKey 멱등·partial-spent·명칭 semantics 실측 대기,검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-NHN-REPLY-01,runway,NHN 2차 답신 미작성 — 역질문 2건(내부 견적엔진 정의 · 구매시점 가격변동 기준+실조합 수치) 답변 필요,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-NHN-REVIEW-01,runway,P-B 동적옵션 등록이 상품심사 승인대기를 유발하는가 — 미검증 (D 채택 결정적 관문),미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OLDDB-ACCESS-01,runway,원천 구 DB 미접근 — 회원·머니 이관 질문 20건이 전부 미확정,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OOS-MBO-01,runway,[런칭 무관] 다중브랜드 온톨로지 잔여 6건 — 공급자 라우팅 데이터 0 · 코퍼스 편향 · 승격 대기 · 레드 미착수 · 팀파일 버그 · 구조 게이트 미검증,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OOS-PRINTLY-01,runway,[런칭 무관] 프린틀리 별도사업 잔여 5건 — catalog 부재·노후·정식 하네스화 미정·지니 입력 대기·수렴 2트랙,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OOS-PRINTSTORY-01,runway,[런칭 무관] print-story 발표 아티팩트 잔여 2건 — 저작 귀속 · 특허 등록 여부 미확인,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OOS-RPMETA-01,runway,[런칭 무관] RP-Meta 역공학 잔여 7건 — deepcheck carry-forward 미검증 · 인간 결정 · DDL 제안 3건,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OPS-ADMINPW-01,runway,OQ-12 HUNI_ADMIN_PW stale — product-viewer 화면축 3원 대조 BLOCKED,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OPS-SITEKEY-01,runway,OQ-D2 후니 site_key 취득 방식 미결 (psql 조회 vs .env 신규 키),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-OPS-TOKEN-01,runway,SHOPBY_SERVER_ACCESS_TOKEN 만료 시 재발급 절차 미실행,미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ORDER-FLOW-VERIFY-01,runway,라이브 주문 동선 미검증 — cart 버튼 셀렉터 미검출·주문 경로 코드 미확인,검증대기,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-ORDER-SUBMIT-SPEC-01,runway,L3 격상조건② 주문서 submit path 명세 공백 — dev-plan 미명세,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-C7-01,runway,C7 1:1 충돌 — link-product/쇼핑몰 발행 없이 성립하는가 (파트너사 개발 0건 주장 붕괴 위험),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-CLEANUP-01,runway,PC7 FAIL — 기존 복제본 정리 절차가 문서에 존재하지 않음,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-CONCEPT-01,runway,HARD 제약 위반 — 운영진 신규 개념 4개(상한 2). 재설계 또는 재협상 필요 (+권고안 남는 약점 4건),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-DESIGN-01,runway,"PC4 검증불가 — 04_design 미착수, 판정 대상 설계안 집합 부재",미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-DOC-01,runway,PC2 FAIL 인용 불일치(WP 7.0 pattern-overrides) + P1 문서 정정 다수 미해소,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-EMPTYVAL-01,runway,PC6 조건부 — 의도적 빈 값 표현 불가 · 확인 게이트/복구 경로 없음,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-GATE-01,runway,페이지빌더 게이트 NO-GO — 문서 정본 승격·대외 배포 불가 (확장 회차에서 기존 결론 2개 붕괴),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-INVENTORY-01,runway,PC3 검증불가 — 분모 미확정 ('257곳'은 관측값이 아니라 투영값) · 사이트 전수 인벤토리 미착수,검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-OPSSIM-01,runway,"PC5 검증불가 — 05_ops-sim 미착수, 관리부담 실계수 0건 (하네스 존재 이유가 미측정)",미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-PARTNER-BUG-01,runway,파트너사 버그 수정(필수) 1건 — B1 편집기 하드 내비게이션 500 (P0),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-PARTNER-CFG-01,runway,파트너사 설정·등록(필수) 2건 — 외부 콘텐츠 허용 도메인 + data-proxy 정책,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-PARTNER-OPT-01,runway,파트너사 있으면좋음 2건(F1·F2) + 확인 회신 4건 미회신,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-REVERIFY-01,runway,PC1 검증불가 — 인증 영역 401로 역공학 사실 1행도 재실행 검증 못함 · C-a~C-g 미확정 전부 잔존,검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-RISK-01,runway,R-1 iframe 임베드 SEO 불리 / R-2 후니팀 기배제 이력 우선,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-T4-01,runway,X1 T4 실측 미실시 — 257 항목 CSV 등록 후 렌더·편집 응답 측정 (최대 이월) · T4 붕괴 시 권고안 우위 소멸,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PB-UX-01,runway,P2 UX 결함 5건 미해소 (G14·G13·G15·G17·409 방어),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-PERF-CONCURRENCY-01,runway,동시성 — 고객별 견적행 분리(견적ID) 부하 실측 없음,검증대기,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-POSTER-SIZNUM-01,runway,실사 면적 siz 채번 착수 불가 — 1건 과채번(109→108·SIZ_000402 재사용 미결) + orientation 규약 미명문화,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-REPO-GITIGNORE-01,runway,하네스 자산 git 미추적 — hpti 인스펙터 에이전트 · §16 recipe-viz agents/skills 화이트리스트 누락,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-RVF-GATE-01,runway,V-PRICE(신규 14필드) 게이트 NO-GO — VP-1·VP-6 FAIL,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-RVF-N1-01,runway,N1 ADD_CLR_YN 미전송 → 색수 미상향 저청구 (HIGH),미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-RVF-N245-01,runway,N2 REAM_CNT · N4 PACK/MAX_PRN_CNT · N5 DOSU_COD 미전송 — byte 정합 잔여,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-RVF-N3-01,runway,N3 모델A 래더 미구현 — 떡메모지·굿즈 견적 불가 (HIGH·라이브 비준),미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-RVF-N6-01,runway,N6 GSELGLV/TPTKDFT ATTB×10 미반영 — 후가공·수량 저청구 잠복,미착수,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-RVF-SUB-01,runway,V-WIDGET·V-EDITOR 재검증 서브시스템 미착수 (산출 0건),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SENSOR-DIMBLIND-01,runway,차원정합 사각 — '공정 미등록(노출 부재)'을 진단기가 못 잡음,검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SENSOR-DIMVALS-01,runway,스캐너 dim_vals 축 탐지 보강 — component_merge_scan.py가 jsonb 축 병합 미탐지,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SENSOR-VERIFYLOAD-01,runway,verify_load.py 기대 행수 하드코딩 → 상시 FAIL (경보 피로로 사실상 폐기된 센서),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SET-UI-4-01,runway,셋트 UI 개선 4건 (역전 절약배지·구간 프리셋 칩·부수 step/max·직접입력 스냅) — DEV-REQUEST 부록 후보,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SET-UI-MEMBER-01,runway,D-1 셋트 구성원 옵션그룹이 시뮬레이터/위젯 구성원 UI에 미렌더 (코드),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SETTLE-AUTH-01,runway,샵바이 정산이 라인 salePrice/addPrice를 권위로 쓰는가 — 미관측 (+적립금 명칭·재동의 법적요건·쿠폰 이관 범위),미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-ASSIGN-VOLATILE-01,runway,샵바이 카테고리 배정 휘발성 — 어드민 작업 후 배정이 풀림 (제약 #8·#9),미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-CART-CHANNEL-01,runway,Q-CART-2 post-cart channelType 예시 vs 스키마 불일치 — 라이브 실측 필요,검증대기,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-GATE-01,runway,샵바이 게이트 1R·2R 모두 조건부 GO — BLOCKED 3관문 및 2R 조건 미이행분 잔존,미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-HYGIENE-01,runway,샵바이 카탈로그 위생 — 중복 71행 잔존 · 관리코드 미입력 3 · 앞공백 카테고리 1 · 삭제 카테고리 참조 2 · 빈 카테고리 3,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-IPALLOW-01,runway,샵바이 server API IP 허용목록 — 등록 직후 산발적 400 S0001 거부,미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-MAXLEN-01,runway,A-BIND-1 optionInputs inputValue maxLength 미확정,검증대기,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-NATIVE-01,runway,OQ-G19 샵바이 가입완료 메일·체험단·관리자 권한 native 지원 범위 미확인,검증대기,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-ORDERSHEET-01,runway,order-sheet 실계약 미명문화 — required vs live cartNos-only · 중복 시 우선순위 · recurringPaymentDelivery shape,검증대기,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SHOPBY-SPEC-FIX-01,runway,샵바이 API 명세 오기 5건 (put-product-options 경로/필드 환각 · groupId 타입 · 교환 operationId · get-categories 오기 · refresh 각주),미착수,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SIM-PRODUCT-SEMANTIC-01,runway,OQ-D1 상품 의미 불일치 — 가격엔진 상품 ≠ 샵바이 쓰기 상품 (값 생존만 실증됨),검증대기,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SKIN-DEVREQ-01,runway,스킨 파트너사 수정 요청 5건 (하위 건수 표기 · 헤더 드롭다운 · 상세 URL 오리다이렉트 · BEST SELLERS 하드코딩 · depth3 미렌더),미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-SKIN-REACH-01,runway,"스킨 도달 불가 — 판매중 217건 중 98건만 노출, 117건 도달 불가 (대분류 6개 0건·말단 25개 전멸)",미착수,False,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-VERIFY-ADAPTER-01,runway,I-VERIFY-2 옵션→차원 ref_dim 풀이 어댑터 무손실 재현 미검증,검증대기,True,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-VERIFY-PROD-01,runway,"최종 프로덕션 검증 미실행 — 실 견적 조립은 신규 BFF/위젯(저장소 밖·개발중), 현 관리자 시뮬레이터는 비대표",검증대기,True,True,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-ADAPTER-01,runway,후니 어댑터(createHuniAdapter) 구현 0줄 — 위젯 컨버전 미착수,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
X-WGT-ANCHOR-01,runway,G-3 어댑터 주석 라인앵커 stale — deob 재생성으로 참조 어긋남,미착수,False,False,L4a(고객 주문경로) 도메인 미귀속 — 고아 선언 아님
