row_uid,card,scope,dup_key,merged_from,system,group,screen_id,screen_name,role,function,work_type,counterpart,direction,owner_side,plan_row_id,status,evidence
t48:246,t48,in,huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70,,huni-mall,주문·결제,MALL-CHECKOUT,주문서(/checkout · /checkout/[orderSheetNo]),고객,PG 리다이렉트·결제 확정 콜백,integrate,shopby,huni-mall→shopby,huni-mall,STD-PAY-011,진행,huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70 · src/app/api/pay-config/route.ts:8 — X-PAY-FLOW-01 PG 콜백 흐름 미상
t48:247,t48,in,,,huni-mall,주문·결제,MALL-CHECKOUT,주문서(/checkout · /checkout/[orderSheetNo]),고객,결제 포기 처리,integrate,shopby,huni-mall→shopby,huni-mall,STD-PAY-014,미착수,huni-shopby/01_research/order-to-delivery-contract.md §1 PAY_CANCEL
t48:248,t48,in,,,huni-mall,주문·결제,MALL-CHECKOUT,주문서(/checkout · /checkout/[orderSheetNo]),고객,카드 결제 화면 분기(비회원·회원 주문서),integrate,shopby,huni-mall→shopby,huni-mall,STD-PAY-020,미착수,https://shopby.huniprinting.co.kr/checkout/202609160243938684 @ 2026-09-16 21:33
t48:249,t48,in,huni-skin-shopby/src/lib/api/hooks/use-order-coupons.ts:34,,huni-mall,주문·결제,MALL-CHECKOUT,주문서(/checkout · /checkout/[orderSheetNo]),고객,장바구니/주문서 쿠폰 적용,integrate,shopby,huni-mall→shopby,huni-mall,STD-PRM-007,진행,huni-skin-shopby/src/lib/api/hooks/use-order-coupons.ts:34
t48:250,t48,in,,,huni-mall,주문·결제,MALL-CHECKOUT,주문서(/checkout · /checkout/[orderSheetNo]),고객,우편번호/주소 검색 서비스 연동,integrate,shopby,huni-mall→shopby,huni-mall,STD-SYS-013,완료,https://shopby.huniprinting.co.kr/checkout/202609160243938684@2026-09-16 21:33
t48:251,t48,in,,,huni-mall,주문·결제,MALL-ORDERDONE,주문완료(/order-complete · /order-complete/[orderNo]),고객,주문 완료 화면·주문번호 발급,integrate,shopby,huni-mall→shopby,huni-mall,STD-ORD-020,완료,https://shopby.huniprinting.co.kr/order-complete@2026-09-16 21:27
t48:252,t48,in,,,huni-mall,주문·결제,MALL-ORDERDONE,주문완료(/order-complete · /order-complete/[orderNo]),고객,결제 실패 안내·재시도,integrate,shopby,huni-mall→shopby,huni-mall,STD-PAY-012,미착수,X-PAY-FLOW-01 결제 확정 흐름 미상
t48:253,t48,in,,,huni-mall,주문조회,MALL-GUESTORDER,비회원 주문조회(/guest-order),고객,비회원 취소 신청,integrate,shopby,huni-mall→shopby,huni-mall,STD-CLM-003,미착수,huni-shopby/01_research/order-to-delivery-contract.md §4.3 claims-*
t48:254,t48,in,,,huni-mall,주문조회,MALL-GUESTORDER,비회원 주문조회(/guest-order),고객,비회원 주문 조회(주문번호+휴대전화),integrate,shopby,huni-mall→shopby,huni-mall,STD-ORD-022,완료,https://shopby.huniprinting.co.kr/guest-order@2026-09-16 21:27
t48:255,t48,in,,,huni-mall,프로모션,MALL-EVENT,체험단(미구현),고객,체험단 모집·신청·당첨·후기,build,,,,STD-PRM-011,미착수,print-kb/wiki/policy/custom-dev.md#CST-05 · L4 사유: 체험단 native 지원 범위 미확인. 3차 후보.
t48:256,t48,in,huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360,,huni-mall,프로모션,MALL-PROMOTION,기획전·할인 이벤트(미구현),고객,기획전/할인 이벤트 페이지,integrate,shopby,huni-mall→shopby,huni-mall,STD-PRM-010,미착수,SB-001 partial — huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360 (프로모 데이터원 legacy mock 빈배열)
t48:257,t48,in,/page.tsx:1,,huni-mall,홈,MALL-HOME,홈(/),고객,메인 기획전/배너 영역,integrate,shopby,huni-mall→shopby,huni-mall,STD-CAT-021,진행,huni-skin-shopby/src/app/(main)/page.tsx:1 · BEST 큐레이션 stub src/lib/legacy-data/hooks.ts:60
t48:258,t48,in,,,huni-mall,홈,MALL-HOME,홈(/),고객,홈 더미 콘텐츠 정리(BEST 8종 /product/1 404 · 프로모션 ZONE·새소식 영문 문구),build,,,,STD-CAT-027,미착수,https://shopby.huniprinting.co.kr/ @ 2026-09-16 21:26
t48:259,t48,in,huni-skin-shopby/src/components/auth/find-id-form.tsx:50-56,,huni-mall,회원·인증,MALL-FINDID,아이디·비밀번호 찾기(/find-id),고객,아이디 찾기(마스킹),integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-008,미착수,SB-042 stub — huni-skin-shopby/src/components/auth/find-id-form.tsx:50-56 (토스트 '준비 중')
t48:260,t48,in,find-id-form.tsx:50-56,,huni-mall,회원·인증,MALL-FINDID,아이디·비밀번호 찾기(/find-id),고객,비밀번호 재설정(이메일 링크),integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-009,미착수,SB-042 stub — find-id-form.tsx:50-56
t48:261,t48,in,huni-skin-shopby/src/lib/auth/auth.config.ts:12-22,,huni-mall,회원·인증,MALL-LOGIN,로그인(/login),고객,아이디/비밀번호 로그인,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-007,진행,huni-skin-shopby/src/lib/auth/auth.config.ts:12-22 · src/lib/auth/shopby-auth.ts:1
t48:262,t48,in,huni-skin-shopby/src/components/auth/sns-buttons.tsx:74-80,,huni-mall,회원·인증,MALL-LOGIN,로그인(/login),고객,카카오 소셜 로그인,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-010,진행,SB-041 stub — huni-skin-shopby/src/components/auth/sns-buttons.tsx:74-80 (토스트만·signIn 미호출) · D-16 providers 빈 배열
t48:263,t48,in,sns-buttons.tsx:74-80,,huni-mall,회원·인증,MALL-LOGIN,로그인(/login),고객,네이버 소셜 로그인,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-011,진행,SB-041 stub — sns-buttons.tsx:74-80 · D-16
t48:264,t48,in,sns-buttons.tsx:74-80,,huni-mall,회원·인증,MALL-LOGIN,로그인(/login),고객,구글/애플 소셜 로그인,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-012,진행,SB-041 stub — sns-buttons.tsx:74-80 · D-16
t48:265,t48,in,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:83,,huni-mall,회원·인증,MALL-OAUTH,소셜 콜백(/oauth/callback),관리자,소셜 콜백 검증: 구글·네이버·카카오 콘솔 Redirect URI = `${NEXTAUTH_URL}/oauth/callback` 인지 + 각 1회 로그인,build,,,,F4-6,미착수,_workspace/huni-launch-runway/07_rebaseline/S/S4-infra/migration-plan.md:83
t48:266,t48,in,,,huni-mall,회원·인증,MALL-SIGNUP,회원가입(/signup),고객,회원가입(이메일 식별자),integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-001,완료,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:33
t48:267,t48,in,huni-skin-shopby/src/components/auth/signup-form.tsx:24-25,,huni-mall,회원·인증,MALL-SIGNUP,회원가입(/signup),고객,약관 동의·전체동의,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-002,진행,"[L4b보강] huni-skin-shopby/src/components/auth/signup-form.tsx:24-25,75-76"
t48:268,t48,in,signup-form.tsx:43,,huni-mall,회원·인증,MALL-SIGNUP,회원가입(/signup),고객,휴대전화 본인인증(SMS/PASS),integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-003,진행,SB-043 absent(인증 SDK·API 호출 지점 0건) · L2 service-dependency D-17 endpoint='(호출 지점 없음)' || [t48 교정] S1-skin/api-wiring.csv B5 「가입 SMS 본인인증」 wired=Y·부분(signup-form.tsx:43 플래그 off) 실사
t48:269,t48,in,,,huni-mall,회원·인증,MALL-SIGNUP,회원가입(/signup),고객,14세 미만 가입 제한,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-004,완료,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:27
t48:270,t48,in,huni-skin-shopby/src/app/api/auth/signup/route.ts:8-33,,huni-mall,회원·인증,MALL-SIGNUP,회원가입(/signup),고객,1인 1계정 중복가입 제한,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-005,진행,huni-skin-shopby/src/app/api/auth/signup/route.ts:8-33
t48:271,t48,in,signup-form.tsx:43,,huni-mall,회원·인증,MALL-SIGNUP,회원가입(/signup),고객,본인인증 서비스 연동,integrate,shopby,huni-mall→shopby,huni-mall,STD-SYS-012,진행,SB-043 absent(grep 무결과) · L2 D-17 endpoint='(호출 지점 없음)' || [t48 교정] S1-skin/api-wiring.csv B5 「가입 SMS 본인인증」 wired=Y·부분(signup-form.tsx:43) 실사
t48:272,t48,in,huni-skin-shopby/src/app/api/auth/social-join/route.ts:1-9,,huni-mall,회원·인증,MALL-SOCIALJOIN,소셜 추가정보(/social-join),고객,소셜 최초 로그인 가입완료(WAITING→ACTIVE) 추가정보 화면 실검증 — 약관 타입·필수항목이 몰 설정과 맞는지,integrate,shopby,huni-mall→shopby,huni-mall,STD-MEM-024,미착수,commit 4f33a67 · huni-skin-shopby/src/app/api/auth/social-join/route.ts:1-9 · https://shopby.huniprinting.co.kr/social-join 200 「추가정보 입력」 @ 2026-09-16 22:00
t50:77,t50,out,,,mes,DB 동기화,MES-DBSYNC-SchemaDataCompare,스키마·데이터 비교 개발도구 설정,시스템(무인),"SQL Server Data/Schema Compare 프로젝트 파일(개발자 수동 비교용, 런타임 동기화 코드 없음)",build,,,mes,NEW,완료,"[오픈분모밖] DBSync/SqlDataCompare1.dcmp · DBSync/SqlSchemaCompare1.scmp (실행 스크립트/서비스 코드 없음, 폴더 내 .cs 0건) . plan_row_id=NEW 이유: 개발자용 스키마 비교 도구(런타임 코드 없음), 원장에 해당 행 없음(분모밖)"
t50:59,t50,out,,,mes,WebApi(견적),MES-API-Estimation-CRUD,견적 CRUD API,운영자(CS·상품),견적서 생성/조회/수정/항목관리,build,,,mes,NEW,완료,"[오픈분모밖] BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/EstimationEndpoints.cs . plan_row_id=NEW 이유: MES 내부 제작관리 API, 9/17 원장(735행)에 해당 행 없음(분모밖)"
t50:62,t50,out,,,mes,WebApi(견적),MES-API-Manufacture-Suite,생산관리 API 일체(작업지시·생산실적·BOM·설비·품목·재고·배송·통계·고객·우편번호·인증),생산(MES),작업지시 CRUD·생산실적 등록조회·BOM·설비·재고·배송·통계·고객·인증 등 18개 엔드포인트 파일,build,,,mes,NEW,완료,"[오픈분모밖] BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/{WorkOrderEndPoints,ProductionRecordEndPoints,BomEndpoints,EquipmentEndPoints,ProductEndpoints,ProductCategoryEndpoints,ProductSpecificationEndpoints,InventoryEndpoints,DeliveryEndpoints,StatisticsEndpoints,CustomerEndPoints,ZipCodeEndPoints,ValidationEndPoints,Auth*EndPoints,CommonEndPoints,ManufactureEndPoints}.cs . plan_row_id=NEW 이유: MES 내부 제작관리 API 18종 묶음, 9/17 원장에 해당 행 없음(분모밖)"
t50:60,t50,out,BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/OrderCoreEndPoints.cs:31,,mes,WebApi(견적),MES-API-Order-Core,주문 CRUD·상태변경 API(WCF IOrderService 이관),생산(MES),주문 목록/상세/생성/수정/삭제/상태변경,build,,,mes,NEW,완료,"[오픈분모밖] BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/OrderCoreEndPoints.cs:31 (WcfMappingAttribute ServiceName=IOrderService MethodName=GetOrder) . plan_row_id=NEW 이유: MES 내부 제작관리 API, 9/17 원장에 해당 행 없음(분모밖)"
t50:61,t50,out,BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/CrudOrderEndPoints.cs:13,,mes,WebApi(견적),MES-API-Order-Legacy-Deprecated,구 주문목록 API(폐기예정),생산(MES),"주문 목록 조회(레거시, OrderCoreEndPoints로 대체)",build,,,mes,NEW,완료,"[오픈분모밖] BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/CrudOrderEndPoints.cs:13 [Obsolete]""Use OrderCoreEndpoints instead"" . plan_row_id=NEW 이유: MES 내부 제작관리 API(폐기예정), 9/17 원장에 해당 행 없음(분모밖)"
t50:63,t50,out,BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/WcfMappingVerificationEndPoints.cs:1-40,,mes,WebApi(견적),MES-API-WcfMapping-DevTool,WCF↔WebAPI 매핑 검증 개발도구 API,시스템(무인),"WCF 레거시 서비스 목록/전체매핑/미구현/신규API 조회(마이그레이션 검증용, 검증 후 제거 예정)",build,,,mes,NEW,완료,"[오픈분모밖] BackOffice.WebApi/CRT.EasyMES.V2.Web.Api/EndPoints/WcfMappingVerificationEndPoints.cs:1-40 (""검증 후 주석 처리하거나 삭제할 수 있습니다"") . plan_row_id=NEW 이유: 마이그레이션 검증용 개발도구 API, 9/17 원장에 해당 행 없음(분모밖)"
t50:78,t50,out,api-simulator/README.md:5-24,,mes,개발도구,MES-DEV-ApiSimulator,MES WebAPI 시뮬레이터/테스트 도구,시스템(무인),"자체 WebAPI(87개 엔드포인트) 테스트·시뮬레이션(Next.js, IndexedDB 저장, JWT 자동관리)",build,,,mes,NEW,완료,"[오픈분모밖] api-simulator/README.md:5-24 (""87개 모든 엔드포인트"", ""508개 통과"") — ※PROJECT-STRUCTURE.md(2025-12-03)는 Estimation 서브솔루션만 서술, 실제 EndPoints 25개 파일·87개 엔드포인트와 문서-코드 드리프트 확인 . plan_row_id=NEW 이유: MES WebAPI 테스트/시뮬레이션 도구, 원장에 해당 행 없음(분모밖)"
t50:10,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Customer/FrmCustomer.cs:27,,mes,거래처,MES-CUS-FrmCustomer,고객(거래처) 관리,운영자(CS·상품),조회/등록/수정(거래처·연락처·세금계산서),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Customer/FrmCustomer.cs:27 (class FrmCustomer : BaseForm)
t50:11,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Customer/FrmPurchase.cs:29,,mes,거래처,MES-CUS-FrmPurchase,매입처 관리,운영자(CS·상품),조회/등록/수정(매입처·후공정 외주처),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Customer/FrmPurchase.cs:29 (class FrmPurchase : BaseForm; FrmPurchaseBakup.cs 는 백업 사본으로 제외)
t50:7,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Common/FrmCommonCode.cs:25,,mes,공통·기초,MES-COM-FrmCommonCode,기초코드 관리,관리자,조회/등록/수정(기초코드 그룹·코드값),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Common/FrmCommonCode.cs:25 (class FrmCommonCode : BaseForm)
t50:8,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Common/FrmCompanyBranch.cs:27,,mes,공통·기초,MES-COM-FrmCompanyBranch,사업장 관리,관리자,조회/등록/수정(사업장·사업자등록번호·세금계산서 정보),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Common/FrmCompanyBranch.cs:27 (class FrmCompanyBranch : BaseForm)
t50:9,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Common/FrmCompanyHoliday.cs:25,,mes,공통·기초,MES-COM-FrmCompanyHoliday,사업장 휴일 관리,관리자,조회/등록/수정(공휴일),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Common/FrmCompanyHoliday.cs:25 (class FrmCompanyHoliday : BaseForm)
t50:21,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfCtp.cs:30,,mes,생산,MES-MFG-FrmMnfCtp,출력공정 현황(CTP),생산(MES),조회/시작·종료 처리(출력 공정 현황 상세),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfCtp.cs:30 (class FrmMnfCtp : BaseForm; designer.cs 캡션: 출력 공정 현황 상세/전체 대수 시작/종료)
t50:23,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfFinish.cs:33,,mes,생산,MES-MFG-FrmMnfFinish,공정 완료 처리,생산(MES),조회 공정 선택/완료 처리(외주업체 포함),build,,,,STD-MFG-088,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfFinish.cs:33 (class FrmMnfFinish : BaseForm; designer.cs 캡션: 조회 공정/외주 업체)
t50:25,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfOutsource.cs:37,,mes,생산,MES-MFG-FrmMnfOutsource,외주 관리,생산(MES),조회/등록(외주 일자·외주 업체·외주 목록),build,,,,STD-MFG-100,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfOutsource.cs:37 (class FrmMnfOutsource : BaseForm; designer.cs 캡션: 외주 일자/외주 업체/외주 목록)
t50:22,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrcsUpdate.cs:26,,mes,생산,MES-MFG-FrmMnfPrcsUpdate,처리공정 설정(공정 시작·종료),생산(MES),공정 선택/공정 시작/공정 종료 처리,build,,,,STD-MFG-088,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrcsUpdate.cs:26 (class FrmMnfPrcsUpdate : BaseForm; designer.cs 캡션: 처리 공정 설정/공정 시작/종료)
t50:19,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrint.cs:32,,mes,생산,MES-MFG-FrmMnfPrint,인쇄공정 현황,생산(MES),조회/시작·종료 처리(사업장·인쇄업체별 대수 시작/종료),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrint.cs:32 (class FrmMnfPrint : BaseForm; designer.cs 캡션: 인쇄 공정 현황 상세/전체 대수 시작/종료)
t50:20,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrintNew.cs:33,,mes,생산,MES-MFG-FrmMnfPrintNew,인쇄공정 현황(신),생산(MES),조회/처리(사업장·인쇄업체·공장별),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfPrintNew.cs:33 (class FrmMnfPrintNew : BaseForm; designer.cs 캡션: 본사 1공장/본사 2공장/인쇄 업체)
t50:24,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfSetFinish.cs:29,,mes,생산,MES-MFG-FrmMnfSetFinish,후공정 현황 처리,생산(MES),선택 공정 시작/종료 처리(후공정 현황 상세),build,,,,STD-MFG-089,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfSetFinish.cs:29 (class FrmMnfSetFinish : BaseForm; designer.cs 캡션: 후공정 현황 상세/선택 공정 시작/종료)
t50:17,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfStatus.cs:34,,mes,생산,MES-MFG-FrmMnfStatus,생산 현황,생산(MES),조회(주문일자·생산상태·사업장·출고요청일별 생산현황),build,,,,STD-ADO-012,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfStatus.cs:34 (class FrmMnfStatus : BaseForm; designer.cs 캡션: 생산 현황 - 0건 조회/주문 상태)
t50:18,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfStatus.cs:510,,mes,생산,MES-MFG-FrmMnfStatus,생산 현황,생산(MES),작업지시서 출력(RptJobOrderA4Huni),build,,,,STD-ADO-006,완료,"/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Manufacture/FrmMnfStatus.cs:510,515 (t = typeof(RptJobOrderA4Huni); rpt = new RptJobOrderA4Huni(dsTemp);)"
t50:58,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.ConnectionWizard/FrmMain.cs:20,,mes,설치·설정,MES-SYS-ConnectionWizard,서비스 접속 설정(Connection Wizard),관리자,등록/수정(자동 업데이트 URL·Application Service URL),build,,,,NEW,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.ConnectionWizard/FrmMain.cs:20 (class FrmMain : Form, 별도 실행파일; designer.cs:128,145 자동 업데이트 URL/Application Service URL)"
t50:26,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder.cs:30,,mes,수주·주문,MES-ORD-FrmOrder,주문 관리,생산(MES),조회(조회기간·거래처·사업장·주문상태별 주문 목록),build,,,,T4-4,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder.cs:30 (class FrmOrder : BaseForm; designer.cs 캡션: 조회 조건/조회 기간/거래처 명/주문 상태)
t50:27,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder.cs:525,,mes,수주·주문,MES-ORD-FrmOrder,주문 관리,생산(MES),작업지시서 출력(RptJobOrder),build,,,,STD-ADO-006,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder.cs:525 (RptJobOrder rpt = new RptJobOrder(dsRpt);)
t50:28,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder2.cs:37,,mes,수주·주문,MES-ORD-FrmOrder2,주문 관리(신),생산(MES),조회(최근3일/7일·조회기간·거래처·주문상태),build,,,,T4-4,완료,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder2.cs:37 (class FrmOrder2 : BaseForm; designer.cs 캡션: 최근 7일/최근 3일/금일)
t50:29,t50,in,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder2.cs:741,,mes,수주·주문,MES-ORD-FrmOrder2,주문 관리(신),생산(MES),작업지시서 출력(RptJobOrderA4Huni),build,,,,STD-ADO-006,완료,"/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrder2.cs:741,748 (t = typeof(RptJobOrderA4Huni); rpt = new RptJobOrderA4Huni(dsTemp);)"
t50:31,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportBizHows.cs:34,,mes,수주·주문,MES-ORD-FrmOrderExcelImportBizHows,주문 엑셀 임포트(비즈하우스),운영자(CS·상품),데이터 불러오기(엑셀→주문 등록),build,,,,STD-MFG-071,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportBizHows.cs:34 (class FrmOrderExcelImportBizHows : BaseForm; designer.cs 캡션: 데이타 불러오기/주문 일자) [힌트대비 판정근거] plan_row_id=STD-MFG-071 매핑에도 분모밖 — 비즈하우스 OEM 파트너 전용 엑셀 주문수신 경로로, 샵바이 신규 파이프라인과 무관한 별도 B2B 채널."
t50:32,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportContinue.cs:29,,mes,수주·주문,MES-ORD-FrmOrderExcelImportContinue,주문 엑셀 임포트(컨티뉴),운영자(CS·상품),데이터 불러오기(엑셀→주문 등록),build,,,,STD-MFG-071,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportContinue.cs:29 (class FrmOrderExcelImportContinue : BaseForm) [힌트대비 판정근거] plan_row_id=STD-MFG-071 매핑에도 분모밖 — 컨티뉴 OEM 파트너 전용 엑셀 주문수신 경로로, 샵바이 신규 파이프라인과 무관한 별도 B2B 채널."
t50:33,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportFuji.cs:31,,mes,수주·주문,MES-ORD-FrmOrderExcelImportFuji,주문 엑셀 임포트(후지필름),운영자(CS·상품),데이터 불러오기(엑셀→주문 등록),build,,,,STD-MFG-071,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderExcelImportFuji.cs:31 (class FrmOrderExcelImportFuji : BaseForm) [힌트대비 판정근거] plan_row_id=STD-MFG-071 매핑에도 분모밖 — 후지필름 OEM 파트너 전용 엑셀 주문수신 경로로, 샵바이 신규 파이프라인과 무관한 별도 B2B 채널."
t50:30,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderOffline.cs:38,,mes,수주·주문,MES-ORD-FrmOrderOffline,오프라인 주문 등록,운영자(CS·상품),등록(거래처·품목·급행여부·출고요청일 직접 입력),build,,,,STD-MFG-133,완료,"[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Order/FrmOrderOffline.cs:38 (class FrmOrderOffline : BaseForm; designer.cs 캡션: 주문 기본 정보/견적 일자/급행 여부) [힌트대비 판정근거] plan_row_id=STD-MFG-133 매핑에도 분모밖 — 오프라인(전화·팩스 직접입력) 채널 전용 화면으로, 샵바이 신규 주문수신→원고승격→PitStop→접수→생산지시 파이프라인이 이 화면을 통과하지 않음."
t50:53,t50,out,/Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Sales/FrmEstimate.cs:33,,mes,영업,MES-SAL-FrmEstimate,견적 관리,운영자(CS·상품),조회(견적일자·사업장·견적번호·영업담당자·거래처·견적상태),build,,,,NEW,완료,[오픈분모밖] /Users/innojini/Dev/TS.BackOffice.Huni/BackOffice.UI/CRT.EasyMES.V2.Module.Sales/FrmEstimate.cs:33 (class FrmEstimate : BaseForm; designer.cs 캡션: 견적 목록/견적서 품목 목록) (영업 담당자 업무화면 — designer.cs 캡션 필드: 영업 담당자)
