category,sheet,prd_nm,column,value,marker,resolution
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시S24플러스)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시S24울트라)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),삼성(갤럭시Z폴드3)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰14★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰14미니★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰14프로★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰14프로맥스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰15★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰15프로★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰15프로맥스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,슬림하드 폰케이스,상품(옵션),아이폰15플러스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),삼성(갤럭시S23)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),삼성(갤럭시S23플러스)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),삼성(갤럭시S23울트라)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),삼성(갤럭시S24)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),삼성(갤럭시S24플러스)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),삼성(갤럭시S24울트라)★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰14★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰14미니★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰14프로★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰14프로맥스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰15★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰15프로★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰15프로맥스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
POUCH_PRODUCT,goods-pouch,임팩트 젤하드,상품(옵션),아이폰15플러스★,★,CONSTRAINT/OC — 폰모델 variants(셀에 값). 가격=goods-pouch 가격표. 모델별 사이즈 variant 파싱.
PROCESS_OPT,digital-print,2단접지카드,접지(옵션),"2단 가로접지
★사이즈선택 : 150x100 / 135x135 / 170x110",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,2단접지카드,접지(옵션),"2단 세로접지
★사이즈선택 : 100x150 / 135x135 / 110x170",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,3단접지카드,접지(옵션),"3단가로접지
★사이즈선택 : 150x100 / 135x135",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,3단접지카드,접지(옵션),"3단세로접지
★사이즈선택 : 100x150 / 135x135",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,라벨/택,커팅(옵션),★사이즈선택 : 커팅모양다름,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,미니접지카드,접지(옵션),"2단 가로접지
★사이즈선택 : 90x50 / 86x52",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,미니접지카드,접지(옵션),"2단 세로접지
★사이즈선택 : 50x90 / 53x86",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,소량전단지,코팅(옵션),★종이두께선택시 : 180g이상 코팅가능,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,와이드 접지리플렛,코팅(옵션),★종이두께선택시 : 180g이상 코팅가능,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,인쇄배경지(OPP봉투타입),커팅(옵션),★사이즈선택 : 커팅모양다름,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,접지리플렛,접지(옵션),"3단접지
★사이즈선택 : A4 / A3",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,접지리플렛,접지(옵션),"4단병풍접지
★사이즈선택 : A4 / A3",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,접지리플렛,접지(옵션),"4단대문접지
★사이즈선택 : A3",★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,digital-print,접지리플렛,코팅(옵션),★종이두께선택시 : 180g이상 코팅가능,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼띠지스티커,커팅(옵션),★사이즈선택 : A5선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼띠지스티커,커팅(옵션),★사이즈선택 : A4선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼원형스티커,커팅(옵션),★사이즈선택 : A5선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼원형스티커,커팅(옵션),★사이즈선택 : A4선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼정사각스티커,커팅(옵션),★사이즈선택 : A5선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼정사각스티커,커팅(옵션),★사이즈선택 : A4선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼직사각스티커,커팅(옵션),★사이즈선택 : A5선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼직사각스티커,커팅(옵션),★사이즈선택 : A4선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼팬시스티커,커팅(옵션),★사이즈선택 : 124x186선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
PROCESS_OPT,sticker,반칼팬시투명스티커,커팅(옵션),★사이즈선택 : 124x186선택시,★,PRICE_KNOWN+ENUM — 접지/코팅/커팅 단가=가격표 L1 블록. ★=종류 enumeration(셀에 값). 옵션 파싱.
