L0,L1,L2,process_id,process_name,step_no,step,row_id,기능,시스템,담당자,상태,원장판정,근거,cross,원장전용
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,회원,P12,적립금 적립·운영자 수동 지급,2,2. 프린팅머니 수동 지급·차감,STD-ADC-004,프린팅머니 수동 지급·차감,운영자(셀러어드민/webadmin),서희항,미착수,재배정,print-quote/04_design/ia.md §2.3 SM-A-42 · L4 사유: 프린팅머니가 샵바이 적립금 재해석인지 별도 원장인지 미결(X-DEC-PRINTMONEY). 고객측 충전도 no-op(SB-051 stub),,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,쿠폰,P13,쿠폰 보유·등록·주문 적용(고객),1,1. 보유 쿠폰 목록,STD-MYP-010,보유 쿠폰 목록,huni-mall → 샵바이,김동학,부분,담당맞음,huni-skin-shopby/src/lib/api/hooks/use-coupons.ts:71,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,쿠폰,P13,쿠폰 보유·등록·주문 적용(고객),2,2. 쿠폰 번호 등록,STD-MYP-011,쿠폰 번호 등록,huni-mall → 샵바이,김동학,부분,담당맞음,huni-skin-shopby/src/lib/api/hooks/use-coupons.ts:71,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,쿠폰,P13,쿠폰 보유·등록·주문 적용(고객),3,3. 장바구니/주문서 쿠폰 적용,STD-PRM-007,장바구니/주문서 쿠폰 적용,huni-mall → 샵바이,김동학,부분,담당맞음,huni-skin-shopby/src/lib/api/hooks/use-order-coupons.ts:34,t63 장바구니·주문 · 결제,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,리뷰,P14,리뷰 작성·보상,1,1. 내 리뷰 작성·조회,STD-MYP-012,내 리뷰 작성·조회,huni-mall → 샵바이,김동학,부분,담당맞음,huni-skin-shopby/src/lib/api/hooks/use-review-write.ts:38 · use-my-reviews.ts:84,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,리뷰,P14,리뷰 작성·보상,2,2. 사진 리뷰 추가 보상,STD-PRM-009,사진 리뷰 추가 보상,샵바이,최숙진,작동,provided,https://service.shopby.co.kr/accumulation/setting@2026-09-16 21:33,P28 이용후기 관리·블라인드,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,쿠폰,P14,리뷰 작성·보상,3,3. 리뷰 작성 보상 쿠폰 발행,STD-PRM-002,리뷰 작성 보상 쿠폰 발행,샵바이,최숙진,미착수,재배정,print-kb/wiki/policy/coupon.md#CPN-02 · L4 사유: new — 리뷰 보상 쿠폰은 legacy 3원 어디에도 없음. 근거 print-kb/coupon.md#CPN-02(ia.md 오염 아님).,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,리뷰,P14,리뷰 작성·보상,4,4. 리뷰 삭제 시 보상 회수,STD-PRM-008,리뷰 삭제 시 보상 회수,샵바이,최숙진,미착수,재배정,print-kb/wiki/policy/review.md#RVW-03 · L4 사유: new — 리뷰 삭제 시 보상 회수 규칙 미수록. 근거 print-kb/review.md#RVW-03(오염 아님).,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,리뷰(원장전용),P14,리뷰 작성·보상,5,5. 이용후기 메인(전체 리뷰 모아보기),STD-PRM-016,이용후기 메인(전체 리뷰 모아보기),huni-mall,김동학,미착수,재배정,https://shopby.huniprinting.co.kr/ @ 2026-09-16 21:26,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,문의,P15,내 문의 조회(상품Q&A·1:1),1,1. 내 상품Q&A / 1:1문의 조회,STD-MYP-013,내 상품Q&A/1:1문의 조회,huni-mall → 샵바이,김동학,미착수,담당맞음,SB-056 absent — huni-skin-shopby/src/app/(main) 하위 inquiry/qna 라우트 부재,P28 게시판·문의 응대 운영,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),1,1. 증빙 신청 탭 3개(신청가능/신청완료/신용카드결제),STD-MYP-034,증빙 신청 탭 3개(신청 가능 / 신청 완료 / 신용카드 결제),huni-mall,김동학,미착수,담당맞음,후니정기미팅 정리260915.html §증빙서류 · 확정 3,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),2,2. 현금 결제 건만 신청 대상 — 세금계산서·현금영수증 택1,STD-MYP-035,현금 결제 건만 신청 대상 — 세금계산서·현금영수증 중 택1,huni-mall,김동학,미착수,담당맞음,후니정기미팅 정리260915.html §증빙서류 · 확정 4,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),3,3. 카드 결제·발행 완료 건은 비활성 + 사유 표시,STD-MYP-036,카드 결제 건·발행 완료 건은 목록에 보이되 비활성+사유 표시,huni-mall,김동학,미착수,담당맞음,후니정기미팅 정리260915.html §증빙서류 · 확정 5,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),4,4. 사업자정보 목록,STD-MYP-020,사업자정보 목록,huni-mall,김동학,미착수,담당맞음,https://www.huniprinting.com/mypage/tax01.asp @ 2026-09-16 21:33,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),5,5. 사업자정보 등록(쓰기),STD-MYP-021,사업자정보 등록(쓰기),huni-mall,김동학,미착수,담당맞음,https://www.huniprinting.com/mypage/tax01.asp @ 2026-09-16 21:33,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙,P16,증빙서류 발급(세금계산서·현금영수증),6,6. 현금영수증 정보 관리,STD-MYP-015,현금영수증 정보 관리,huni-mall → 샵바이,김동학,미착수,담당맞음,SB-053 stub — document-section.tsx:1-6 · D-18 호출 지점 없음,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙,P16,증빙서류 발급(세금계산서·현금영수증),7,7. 증빙서류 발급내역 조회,STD-MYP-014,증빙서류 발급내역 조회,huni-mall,김동학,미착수,담당맞음,SB-053 stub — huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (정적 표 UI·API 호출 0) · D-18 endpoint='(호출 지점 없음)',,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),8,8. 프린트머니 증빙 발행 규칙(충전액·실결제액·마이너스 계산서),STD-MYP-037,프린트머니 증빙 발행 규칙 — 충전 시 충전액·주문 시 실결제액·환불 시 마이너스 계산서,결정+구현,김동학,미착수,담당맞음,후니정기미팅 정리260915.html §증빙서류 · 확정 7,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),9,9. 프린트머니 증빙 발행 시점 세무 확인(충전 시 vs 사용 시),STD-MYP-038,프린트머니 증빙 발행 시점 세무 확인(충전 시 vs 사용 시),결정(미정),미정,미착수,미정,후니정기미팅 정리260915.html §증빙서류 · 미결 1,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,증빙(원장전용),P16,증빙서류 발급(세금계산서·현금영수증),10,10. 세금계산서 API 자동 발행 여부 결정,STD-MYP-039,세금계산서 API 자동 발행 여부 결정,결정(최숙진·신우진),최숙진+신우진,미착수,분할,후니정기미팅 정리260915.html §증빙서류 · 미결 2,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,세금,P16,증빙서류 발급(세금계산서·현금영수증),11,11. 세금계산서 일괄 발행(B2B),STD-B2B-012,세금계산서 일괄 발행,운영자 — P26 과 공유,미정,미착수,미정,SB-053 stub — document-section.tsx:1-6 · D-18 endpoint='(호출 지점 없음)',P26 B2B 정산·거래처 원장,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,배송지,P17,배송지 주소록 관리,1,1. 배송지 주소록 관리,STD-MYP-016,배송지 주소록 관리,huni-mall → 샵바이,김동학,부분,담당맞음,SB-048 done — huni-skin-shopby/src/lib/api/hooks/use-shipping-address.ts:65-125 · SB-028 src/components/checkout/address-modal.tsx:1,t63 배송(주문서 배송지 선택),N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,IA·정책(원장전용),P18,마이페이지 정보구조 정비,1,1. 마이페이지 9개 메뉴 점검·판정표 + 프린트머니 범위 결정,STD-MYP-040,마이페이지 9개 메뉴 점검·판정표 + 프린트머니 범위 결정,운영자·PM,최숙진+신우진,부분,분할,후니정기미팅 정리260915.html §일정·설계 · 미결 3 / 후니-오픈잔여작업-실무진안내_260909.html §항목 4 · ④ 완료 기준,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,IA·정책(원장전용),P18,마이페이지 정보구조 정비,2,2. 프린트머니 화면 피그마 부재·명칭 미정,STD-MYP-041,프린트머니 화면 피그마 부재·명칭 미정(「마이 포인트」 등),운영자(최숙진),최숙진,미착수,미정,후니정기미팅 정리260915.html §일정·설계 · 미결 4,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),마이페이지,IA·정책(원장전용),P18,마이페이지 정보구조 정비,3,3. 마이포인트(/mypage/point)와 프린팅머니(/mypage/money) 메뉴 중복 정리,STD-MYP-054,마이포인트(/mypage/point·shopby 적립금)와 프린팅머니(/mypage/money·UI 전용) 메뉴 중복 정리 — 노출 메뉴·명칭 확정,huni-mall + 정책,김동학,미착수,재배정,huni-skin-shopby/src/components/mypage/mypage-shared.tsx:14-15 NAV 두 항목 · commit 2092b12,P10 프린팅머니 충전,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),1,1. 쿠폰 생성·발행 관리,STD-ADC-005,쿠폰 생성·발행 관리,운영자(셀러어드민),김동학,미착수,담당맞음,print-quote/04_design/ia.md §2.3 SM-A-43 · L4 사유: 고객측 쿠폰 조회/등록은 done(SB-049)이나 운영자 발행 화면 근거 없음,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),2,2. 쿠폰 유효기간 관리,STD-PRM-006,쿠폰 유효기간 관리,운영자(셀러어드민),최숙진,미착수,담당맞음,print-kb/wiki/policy/coupon.md#CPN-06 · L4 사유: 쿠폰 발행·유효기간 관리 화면 L2 무근거(F-126 돈·L).,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),3,3. 쿠폰 동시사용 개수 제한,STD-PRM-005,쿠폰 동시사용 개수 제한,샵바이 설정,최숙진,부분,재배정,SB-029 done — huni-skin-shopby/src/lib/api/hooks/use-order-coupons.ts:34 (최대할인 계산),,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),4,4. 신규회원 쿠폰 자동발행,STD-PRM-001,신규회원 쿠폰 자동발행,샵바이,최숙진,미착수,담당맞음,print-kb/wiki/policy/coupon.md#CPN-01 · L4 사유: 돈 걸림(F-156). 자동발행 트리거 L2 무근거.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),5,5. 재구매 쿠폰 발행,STD-PRM-003,재구매 쿠폰 발행,샵바이,최숙진,미착수,재배정,print-kb/wiki/policy/coupon.md#CPN-03 · L4 사유: new — 재구매 쿠폰 미수록. 근거 print-kb/coupon.md#CPN-03(오염 아님).,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),6,6. 회원등급(VIP) 쿠폰 발행,STD-PRM-004,회원등급(VIP) 쿠폰 발행,샵바이,최숙진,미착수,담당맞음,print-kb/wiki/policy/coupon.md#CPN-04 · L4 사유: 회원등급(STD-MEM-018) 종속. 돈 걸림.,P06 회원등급 · STD-PRM-001 → P01 가입,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰(원장전용),P19,쿠폰 기획·발행·소진(운영자),7,7. [구IA#76] 쿠폰관리(발행/매칭/사용내역),STD-PRM-018,[구IA#76] 쿠폰관리 (발행/매칭/사용내역),운영자,최숙진,미실측,담당맞음,IA No.76 쿠폰관리 · 샵바이 쿠폰(R1d),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰(원장전용),P19,쿠폰 기획·발행·소진(운영자),8,8. [구IA#77] 쿠폰등록내역,STD-PRM-019,[구IA#77] 쿠폰등록내역,운영자,최숙진,미실측,담당맞음,IA No.77 쿠폰등록내역 · 샵바이(R1d),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰(원장전용),P19,쿠폰 기획·발행·소진(운영자),9,9. [구IA#78] 쿠폰사용내역,STD-PRM-020,[구IA#78] 쿠폰사용내역,운영자,최숙진,미실측,담당맞음,IA No.78 쿠폰사용내역 · 샵바이(R1d),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,쿠폰,P19,쿠폰 기획·발행·소진(운영자),10,10. 쿠폰 등록·사용 내역 조회,STD-ADC-006,쿠폰 등록·사용 내역 조회,운영자(셀러어드민),최숙진,작동,provided,https://service.shopby.co.kr/promotion/coupon/list@2026-09-16,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,기획전,P20,기획전·배너 운영,1,1. 기획전/할인 이벤트 페이지,STD-PRM-010,기획전/할인 이벤트 페이지,huni-mall → 샵바이,김동학,미착수,담당맞음,SB-001 partial — huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360 (프로모 데이터원 legacy mock 빈배열),t63 상품·카탈로그(기획전 상품 리스팅),N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,콘텐츠,P20,기획전·배너 운영,2,2. 메인/기획전 배너 관리,STD-ADC-013,메인/기획전 배너 관리,운영자(셀러어드민),김동학,미착수,담당맞음,print-quote/04_design/ia.md §2.1 메인 · L4 사유: 메인 배너·BEST 큐레이션의 데이터원이 legacy mock 빈배열/정적 상수(SB-002 stub·SB-003 partial) — 운영자가 바꿀 자리가 없다,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,체험단,P21,체험단 모집·운영,1,1. 체험단 모집·신청·당첨·후기,STD-PRM-011,체험단 모집·신청·당첨·후기,huni-mall,김동학,미착수,재배정,print-kb/wiki/policy/custom-dev.md#CST-05 · L4 사유: 체험단 native 지원 범위 미확인. 3차 후보.,P14 리뷰(후기) · P28 게시판 운영,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,체험단(원장전용),P21,체험단 모집·운영,2,2. [구IA#71] 체험단관리(등록/수정/신청내역),STD-PRM-017,[구IA#71] 체험단관리 (등록/수정/신청내역),운영자,김동학,미실측,재배정,IA No.71 체험단관리 · 신규 어디에도 없음 @ 2026-09-16 21:28,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,체험단(원장전용),P21,체험단 모집·운영,3,3. 체험단 모집·신청내역 관리(운영자),STD-ADC-016,체험단 모집·신청내역 관리(운영자),운영자,김동학,미착수,담당맞음,"L3/legacy-normalized.json#F-121,IA-121,SCOPE-121 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:122 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A122:K122 || P1판정(260902): huni-skin-shopby 전수 grep '체험단' 0건",,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,수신동의,P22,마케팅 발송·수신동의 관리,1,1. 마케팅 수신동의 관리,STD-PRM-014,마케팅 수신동의 관리,huni-mall → 샵바이,김동학,작동,담당맞음,https://shopby.huniprinting.co.kr/signup@2026-09-16 21:27,P01 회원가입(동의 수집 지점),N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,알림,P22,마케팅 발송·수신동의 관리,2,2. 알림톡/SMS 마케팅 발송,STD-PRM-012,알림톡/SMS 마케팅 발송,운영자 → 샵바이,최숙진,미착수,재배정,print-kb/wiki/policy/membership-auth.md#MEM-02 알림톡 계약 필요 · L4 사유: 알림톡/SMS 계약 미체결 — 1차 영향·조기 필요.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,알림,P22,마케팅 발송·수신동의 관리,3,3. 이메일 뉴스레터 발송,STD-PRM-013,이메일 뉴스레터 발송,운영자 → 샵바이,최숙진,미착수,재배정,print-quote/04_design/ia.md §2.1 고객센터 파생 · L4 사유: new(★ia.md 오염) — 근거출처가 print-quote/04_design/ia.md 파생이라 §4-1 상 「독립 발견」으로 신뢰하면 과대평가. 후니 IA 계보 안에서 파생된 항목.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,알림·수신동의(원장전용),P22,마케팅 발송·수신동의 관리,4,4. 080 수신거부 서비스 미도입 확정,STD-PRM-021,080 수신거부 서비스 미도입 확정,결정(신우진),신우진,구현-미검증,담당맞음,후니정기미팅 정리260915.html §회원·로그인·인증 · 확정 4,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),프로모션,알림·수신동의(원장전용),P22,마케팅 발송·수신동의 관리,5,5. (IA r59 기능명 공란 — 무슨 일인지 미상),STD-PRM-015,(IA r59 기능명 공란),미상,신우진,미실측,미정,docs/huni/후니프린팅_IA.xlsx:IA 확인!r59 (기능명 없음),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,거래처,P23,거래처(기업회원) 등록·관리,1,1. 거래처(기업회원) 등록·관리,STD-B2B-001,거래처(기업회원) 등록·관리,미정(webadmin 또는 샵바이 회원그룹),서희항,부분,재배정,WA-060 partial — raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만·전용 운영화면 urls.py 부재),,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,거래처,P23,거래처(기업회원) 등록·관리,2,2. 거래처 소속 담당자 다계정,STD-B2B-003,거래처 소속 담당자 다계정,미정,최숙진,미착수,재배정,WA-060 partial(모델만),,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,거래처(원장전용),P23,거래처(기업회원) 등록·관리,3,3. [구IA#45] 거래처관리(등록/수정/처리),STD-B2B-013,[구IA#45] 거래처관리 (등록/수정/처리),운영자,최숙진,미실측,재배정,docs/huni/후니프린팅_IA.xlsx 「IA 확인」 No.45 · webadmin 사이드바 33화면에 거래처 없음 @ 2026-09-16 21:28 · 셀러어드민 미확인(R1d),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,거래처(원장전용),P23,거래처(기업회원) 등록·관리,4,4. [구IA#46] 매장게시판,STD-B2B-014,[구IA#46] 매장게시판,운영자(셀러어드민 게시판),최숙진,미실측,재배정,IA No.46 매장게시판 · webadmin 해당 없음 @ 2026-09-16 21:28,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,거래처(원장전용),P23,거래처(기업회원) 등록·관리,5,5. 매장(거래처) 게시판 관리,STD-ADC-015,매장(거래처) 게시판 관리,운영자,김동학,미착수,담당맞음,"L3/legacy-normalized.json#F-096,IA-096,SCOPE-096 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:97 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A97:K97 || P1판정(260902): huni-skin-shopby 전수 grep '거래처 게시판|매장' 0건 · 운영자 기능은 셀러어드민 소관",P28 게시판 운영,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,거래처,P24,거래처 단가·대량견적,1,1. 거래처별 단가/할인율 설정,STD-B2B-002,거래처별 단가/할인율 설정,webadmin(가격엔진),최숙진,미착수,재배정,print-kb/wiki/huni/price-engine.md#PE-SOT-5 가격소스 우선순위 · L4 사유: 돈 걸림. 등급가 매핑 미결이 선행.,t65 운영자·상품가격(가격엔진),N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,견적,P24,거래처 단가·대량견적,2,2. 대량 견적 요청 접수·회신,STD-B2B-010,대량 견적 요청 접수·회신,huni-mall + 운영자,최숙진,미착수,재배정,SB-056 absent(문의 라우트 부재),,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,견적,P24,거래처 단가·대량견적,3,3. 견적서 발행(사업자 양식),STD-B2B-011,견적서 발행(사업자 양식),운영자,최숙진,미착수,재배정,print-quote/04_design/ia.md §2.1 대량견적 파생 · L4 사유: F-051 견적서 생성·다운로드는 L4a 도메인 std 와도 물린다 — legacy 1:N 공유(§4-2).,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,후불,P25,후불 주문·여신 관리,1,1. 후불 여신한도 설정,STD-B2B-004,후불 여신한도 설정,미정(t56 판정 미정),김동학,미착수,미정,print-kb/wiki/policy/custom-dev.md#CST-07 · L4 사유: F-141 후불결제(돈·주문) 미착수.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,후불,P25,후불 주문·여신 관리,2,2. 후불 주문 승인·미결제 관리,STD-B2B-005,후불 주문 승인·미결제 관리,미정,김동학+신우진,미착수,분할,print-kb/wiki/policy/order-mgmt.md#OMG-04 · L4 사유: 후불 승인·미결제 관리 L2 무근거.,t63 결제 · t64 주문운영(승인→생산),N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,후불(원장전용),P25,후불 주문·여신 관리,3,3. [구IA#91] 주문관리-후불결제,STD-B2B-015,[구IA#91] 주문관리-후불결제,운영자,신우진,미실측,미정,IA No.91 주문관리-후불결제 · 9/15 회의 결제수단 표(가상계좌 미신청·토스 제외) · webadmin 없음,,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,정산,P26,B2B 정산·거래처 원장,1,1. 월 마감 청구서 발행,STD-B2B-006,월 마감 청구서 발행,미정,최숙진,미착수,재배정,print-kb/wiki/policy/operations.md#OPS-05 월단위 마감 · L4 사유: 돈 걸림(F-098). 원장 월마감 미구현.,P16 증빙서류 발급(세금계산서) · t65 정산·통계,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,정산,P26,B2B 정산·거래처 원장,2,2. 업체별 미수금 관리,STD-B2B-007,업체별 미수금 관리,미정,최숙진,미착수,재배정,print-quote/04_design/ia.md §2.3 SM-A-06 · L4 사유: 돈 걸림(F-099).,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,원장,P26,B2B 정산·거래처 원장,3,3. 거래처 원장(온·오프라인 통합),STD-B2B-008,거래처 원장(온·오프라인 통합),미정(t56 판정 미정),김동학,미착수,미정,print-kb/wiki/policy/custom-dev.md#CST-06 · L4 사유: 온·오프라인 통합 원장 + 계좌관리. 전부 CUSTOM.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),B2B,원장,P26,B2B 정산·거래처 원장,4,4. 원장 데이터 파일 생성(.txt 연계),STD-B2B-009,원장 데이터 파일 생성(.txt 연계),미정(t56 판정 미정),김동학,미착수,미정,print-quote/04_design/ia.md §2.3 SM-A-02 .txt 생성 · L4 사유: .txt 연계 생성 미구현.,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),운영자·회원CS,회원,P27,회원 운영(조회·탈퇴회원),1,1. 회원 목록·검색·상세,STD-ADC-001,회원 목록·검색·상세,운영자(셀러어드민),최숙진,작동,provided,https://service.shopby.co.kr/member/list@2026-09-16,P06 등급 · P12 적립금,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),운영자·회원CS,회원,P27,회원 운영(조회·탈퇴회원),2,2. 탈퇴회원 관리,STD-ADC-003,탈퇴회원 관리,운영자(셀러어드민),최숙진,작동,provided,https://service.shopby.co.kr/member/expel@2026-09-16,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),운영자·회원CS,회원(원장전용),P27,회원 운영(조회·탈퇴회원),3,3. [구IA#73] 회원관리(주문내역/정보확인),STD-ADC-017,[구IA#73] 회원관리 (주문내역/정보확인),운영자,최숙진,미실측,담당맞음,IA No.73 회원관리 · 샵바이 회원관리(R1d),,Y
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),운영자·회원CS,게시판,P28,게시판·문의 응대 운영,1,1. 공지사항 관리,STD-ADC-007,공지사항 관리,운영자(셀러어드민) → huni-mall `/notice`,최숙진,작동,provided,https://service.shopby.co.kr/board/article@2026-09-16,,N
후니프린팅 몰 전체(huni-mall 독립몰 + 샵바이 + webadmin/위젯 + MES/PitStop),운영자·회원CS,게시판,P28,게시판·문의 응대 운영,2,2. FAQ 관리,STD-ADC-008,FAQ 관리,운영자(셀러어드민),최숙진,작동,provided,https://service.shopby.co.kr/board@2026-09-16,,N
