prd_cd,prd_nm,opt_group,opt,opt_item(ref해소),U태깅,기준정보중복여부,가격종속여부,처분,근거,돈영향
PRD_000024,포토카드,제작방식,대량제작,(무참조 항목),U-2(제작방식=수량/가격모델 선택),N(무참조),Y(가격모델),AMBIG,세트(20장1세트) vs 대량제작 — ref 무·수량/가격 모델 좌우하나 소비 지점 불명(opt_cd/qty 모델?). 시뮬 소비 확인 필요→컨펌큐. 가격종속,가격 파손 모드 그룹참조
PRD_000025,투명포토카드,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000025,투명포토카드,종이,PET,자재:MAT_000178(PET),U-3(자재 선택→생산+가격),부분(0/1 일치),Y,EXTEND,옵션 ref .03 1건 중 1건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000025,투명포토카드,모서리,직각,공정:PROC_000027(직각),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000025,투명포토카드,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000025,투명포토카드,화이트별색,화이트인쇄(단면),(무참조 항목),U-3(별색 spot→생산/가격),N(미배선),Y,EXTEND,별색 명명 분열(OG-1 판례). 정규 '별색' 그룹1+색상=항목으로 통합 권고. 물리제약(투명PET에만 화이트base)=CN-1/3. §12 주도,가격 파손 모드 그룹참조
PRD_000026,종이슬로건,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000026,종이슬로건,인쇄,양면,도수:2,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000026,종이슬로건,종이,아트지 300g,자재:MAT_000082(아트지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(1/1),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000026,종이슬로건,코팅,유광,공정:PROC_000014(유광라미네이팅),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,
PRD_000026,종이슬로건,코팅,무광,공정:PROC_000015(무광라미네이팅),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 코팅,
PRD_000027,2단접지카드,인쇄,양면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000027,2단접지카드,종이,백색모조지 220g,자재:MAT_000074(백색모조지 220g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,아트지 250g,자재:MAT_000081(아트지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,아트지 300g,자재:MAT_000082(아트지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,스노우지 250g,자재:MAT_000091(스노우지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,스노우지 300g,자재:MAT_000092(스노우지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,랑데뷰 WH 240g,자재:MAT_000101(랑데뷰 WH 240g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,몽블랑 210g,자재:MAT_000108(몽블랑 210g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,몽블랑 240g,자재:MAT_000109(몽블랑 240g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,아코팩(웜화이트) 250g,자재:MAT_000347(아코팩 웜화이트 250g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,리사이클러스 240g,자재:MAT_000348(리사이클러스 240g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,매쉬멜로우 233g,자재:MAT_000349(매쉬멜로우 233g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,린넨커버 216g,자재:MAT_000350(린넨커버 216g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,띤또레또 200g,자재:MAT_000123(띤또레또 200g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,종이,한지 170g,자재:MAT_000356(한지 170g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000027,2단접지카드,후가공,가변텍스트,공정:PROC_000031(가변텍스트),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000027,2단접지카드,후가공,가변이미지,공정:PROC_000032(가변이미지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000027,2단접지카드,접지,2단 가로접지,공정:PROC_000065(2단가로접지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 접지,
PRD_000027,2단접지카드,접지,2단 세로접지,공정:PROC_000066(2단세로접지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 접지,
PRD_000027,2단접지카드,박칼라,박없음,(무참조 항목),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,가격 파손 모드 그룹참조
PRD_000027,2단접지카드,박칼라,홀로그램,공정:PROC_000037(홀로그램),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,금유광,공정:PROC_000038(금유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,은유광,공정:PROC_000039(은유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,먹유광,공정:PROC_000040(먹유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,동박,공정:PROC_000041(동박),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,적박,공정:PROC_000042(적박),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,청박,공정:PROC_000043(청박),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000027,2단접지카드,박칼라,트윙클,공정:PROC_000044(트윙클),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,인쇄,양면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000029,3단접지카드,종이,백색모조지 220g,자재:MAT_000074(백색모조지 220g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,아트지 250g,자재:MAT_000081(아트지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,아트지 300g,자재:MAT_000082(아트지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,스노우지 250g,자재:MAT_000091(스노우지 250g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,스노우지 300g,자재:MAT_000092(스노우지 300g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,랑데뷰 WH 240g,자재:MAT_000101(랑데뷰 WH 240g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,몽블랑 210g,자재:MAT_000108(몽블랑 210g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,몽블랑 240g,자재:MAT_000109(몽블랑 240g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,아코팩(웜화이트) 250g,자재:MAT_000113(아코팩),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,리사이클러스 240g,자재:MAT_000114(리사이클러스),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,매쉬멜로우 233g,자재:MAT_000115(매쉬멜로우),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,린넨커버 216g,자재:MAT_000116(린넨커버),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,띤또레또 200g,자재:MAT_000123(띤또레또 200g),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,종이,한지 170g,자재:MAT_000125(한지),U-3(자재 선택→생산+가격),Y-트리거정합(14/14),Y,KEEP,"자재 선택 옵션(택1 필수)=CPQ 선택 기제. ref .03→mat_cd 환원, fn_chk_opt_item_ref로 baseline 실재 강제(설계상 공존 필수, 잉여중복 아님)",
PRD_000029,3단접지카드,후가공,가변텍스트,공정:PROC_000031(가변텍스트),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000029,3단접지카드,후가공,가변이미지,공정:PROC_000032(가변이미지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000029,3단접지카드,접지,3단 가로접지,공정:PROC_000067(3단가로접지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 접지,
PRD_000029,3단접지카드,접지,3단 세로접지,공정:PROC_000068(3단세로접지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 접지,
PRD_000029,3단접지카드,박칼라,박없음,(무참조 항목),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,가격 파손 모드 그룹참조
PRD_000029,3단접지카드,박칼라,홀로그램,공정:PROC_000037(홀로그램),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,금유광,공정:PROC_000038(금유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,은유광,공정:PROC_000039(은유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,먹유광,공정:PROC_000040(먹유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,동박,공정:PROC_000041(동박),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,적박,공정:PROC_000042(적박),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,청박,공정:PROC_000043(청박),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000029,3단접지카드,박칼라,트윙클,공정:PROC_000044(트윙클),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000030,지그재그엽서,인쇄,양면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000030,지그재그엽서,종이,몽블랑 130g,자재:MAT_000105(몽블랑 130g),U-3(자재 선택→생산+가격),부분(0/1 일치),Y,EXTEND,옵션 ref .03 1건 중 1건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000030,지그재그엽서,접지,6단오시접지,공정:PROC_000073(6단오시접지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 접지,
PRD_000030,지그재그엽서,접지,6단미싱접지,공정:PROC_000074(6단미싱접지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 접지,
PRD_000031,프리미엄명함,인쇄,단면,도수:1,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000031,프리미엄명함,인쇄,양면,도수:2,U-3(도수 선택→인쇄비),Y-트리거정합(도수),Y,KEEP,도수(단/양면·칼라) 선택 옵션 ref .06→print_opt_cd 환원. product_print_options와 공존은 설계 정합,
PRD_000031,프리미엄명함,종이,앙상블 210g,(무참조 항목),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,가격 파손 모드 그룹참조
PRD_000031,프리미엄명함,종이,랑데뷰 WH 240g,자재:MAT_000101(랑데뷰 WH 240g),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,랑데뷰 WH 310g,자재:MAT_000102(랑데뷰 WH 310g),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,몽블랑 210g,자재:MAT_000108(몽블랑 210g),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,몽블랑 240g,자재:MAT_000109(몽블랑 240g),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,아코팩(웜화이트) 250g,자재:MAT_000113(아코팩),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,리사이클러스 240g,자재:MAT_000114(리사이클러스),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,매쉬멜로우 233g,자재:MAT_000115(매쉬멜로우),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,린넨커버 216g,자재:MAT_000116(린넨커버),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,스타화이트(하이테크) 238g,자재:MAT_000117(스타화이트),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,클래식 크래스트 스티플 270g,자재:MAT_000118(클래식 크래스트),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,리브스디자인 250g,(무참조 항목),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,가격 파손 모드 그룹참조
PRD_000031,프리미엄명함,종이,띤또레또 200g,자재:MAT_000123(띤또레또 200g),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,띤또레또 250g,자재:MAT_000124(띤또레또 250g),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,한지 170g,자재:MAT_000125(한지),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,종이,스코트랜드 220g,자재:MAT_000126(스코트랜드),U-3(자재 선택→생산+가격),부분(6/14 일치),Y,EXTEND,옵션 ref .03 14건 중 8건이 product_materials 미실재(트리거/baseline 불일치) → 배선 보강. 삭제금지,
PRD_000031,프리미엄명함,모서리,직각,공정:PROC_000027(직각),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000031,프리미엄명함,모서리,둥근,공정:PROC_000028(둥근),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 모서리,
PRD_000031,프리미엄명함,후가공,가변텍스트,공정:PROC_000031(가변텍스트),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000031,프리미엄명함,후가공,가변이미지,공정:PROC_000032(가변이미지),U-3(후가공 공정→생산/가격),Y-트리거정합(공정 2/2),Y,KEEP,후가공 공정 선택 옵션 ref .04→proc_cd 환원(product_processes 공존=설계 정합). 후가공,
PRD_000031,프리미엄명함,박칼라,박없음,(무참조 항목),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,가격 파손 모드 그룹참조
PRD_000031,프리미엄명함,박칼라,홀로그램,공정:PROC_000037(홀로그램),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
PRD_000031,프리미엄명함,박칼라,금유광,공정:PROC_000038(금유광),U-1(박=금속박 자재+박 공정)/U-3,Y-트리거정합(공정 8/8),Y,KEEP,박칼라=박 공정 8종 택1. .04 공정 배선(자재+공정 BUNDLE 원형 U-1). 가격종속,
