block,product_group,dim_type,price_model,siz_label,mat_group,mat_codes,qty_band,value,source,note
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp2,MAT155무광/MAT156유광,75,6900,price-sticker-price-l1.csv:R22,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp3,MAT162투명/MAT163홀로그램,75,6900,price-sticker-price-l1.csv:S22,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp1,MAT153유포/MAT084비코팅/MAT242미색,80,5200,price-sticker-price-l1.csv:B23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp2,MAT155무광/MAT156유광,80,6200,price-sticker-price-l1.csv:C23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp3,MAT162투명/MAT163홀로그램,80,6200,price-sticker-price-l1.csv:D23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp1,MAT153유포/MAT084비코팅/MAT242미색,80,4600,price-sticker-price-l1.csv:E23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp2,MAT155무광/MAT156유광,80,5600,price-sticker-price-l1.csv:F23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp3,MAT162투명/MAT163홀로그램,80,5600,price-sticker-price-l1.csv:G23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp1,MAT153유포/MAT084비코팅/MAT242미색,80,4500,price-sticker-price-l1.csv:H23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp2,MAT155무광/MAT156유광,80,5500,price-sticker-price-l1.csv:I23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp3,MAT162투명/MAT163홀로그램,80,5500,price-sticker-price-l1.csv:J23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp1,MAT153유포/MAT084비코팅/MAT242미색,80,5200,price-sticker-price-l1.csv:K23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp2,MAT155무광/MAT156유광,80,6200,price-sticker-price-l1.csv:L23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp3,MAT162투명/MAT163홀로그램,80,6200,price-sticker-price-l1.csv:M23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp1,MAT153유포/MAT084비코팅/MAT242미색,80,5700,price-sticker-price-l1.csv:N23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp2,MAT155무광/MAT156유광,80,6700,price-sticker-price-l1.csv:O23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp3,MAT162투명/MAT163홀로그램,80,6700,price-sticker-price-l1.csv:P23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp1,MAT153유포/MAT084비코팅/MAT242미색,80,5900,price-sticker-price-l1.csv:Q23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp2,MAT155무광/MAT156유광,80,6900,price-sticker-price-l1.csv:R23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp3,MAT162투명/MAT163홀로그램,80,6900,price-sticker-price-l1.csv:S23,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp1,MAT153유포/MAT084비코팅/MAT242미색,90,5200,price-sticker-price-l1.csv:B24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp2,MAT155무광/MAT156유광,90,6200,price-sticker-price-l1.csv:C24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp3,MAT162투명/MAT163홀로그램,90,6200,price-sticker-price-l1.csv:D24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp1,MAT153유포/MAT084비코팅/MAT242미색,90,4600,price-sticker-price-l1.csv:E24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp2,MAT155무광/MAT156유광,90,5600,price-sticker-price-l1.csv:F24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp3,MAT162투명/MAT163홀로그램,90,5600,price-sticker-price-l1.csv:G24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp1,MAT153유포/MAT084비코팅/MAT242미색,90,4500,price-sticker-price-l1.csv:H24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp2,MAT155무광/MAT156유광,90,5500,price-sticker-price-l1.csv:I24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp3,MAT162투명/MAT163홀로그램,90,5500,price-sticker-price-l1.csv:J24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp1,MAT153유포/MAT084비코팅/MAT242미색,90,5200,price-sticker-price-l1.csv:K24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp2,MAT155무광/MAT156유광,90,6200,price-sticker-price-l1.csv:L24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp3,MAT162투명/MAT163홀로그램,90,6200,price-sticker-price-l1.csv:M24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp1,MAT153유포/MAT084비코팅/MAT242미색,90,5700,price-sticker-price-l1.csv:N24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp2,MAT155무광/MAT156유광,90,6700,price-sticker-price-l1.csv:O24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp3,MAT162투명/MAT163홀로그램,90,6700,price-sticker-price-l1.csv:P24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp1,MAT153유포/MAT084비코팅/MAT242미색,90,5700,price-sticker-price-l1.csv:Q24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp2,MAT155무광/MAT156유광,90,6700,price-sticker-price-l1.csv:R24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp3,MAT162투명/MAT163홀로그램,90,6700,price-sticker-price-l1.csv:S24,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp1,MAT153유포/MAT084비코팅/MAT242미색,100,5200,price-sticker-price-l1.csv:B25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp2,MAT155무광/MAT156유광,100,6200,price-sticker-price-l1.csv:C25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp3,MAT162투명/MAT163홀로그램,100,6200,price-sticker-price-l1.csv:D25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp1,MAT153유포/MAT084비코팅/MAT242미색,100,4600,price-sticker-price-l1.csv:E25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp2,MAT155무광/MAT156유광,100,5600,price-sticker-price-l1.csv:F25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp3,MAT162투명/MAT163홀로그램,100,5600,price-sticker-price-l1.csv:G25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp1,MAT153유포/MAT084비코팅/MAT242미색,100,4500,price-sticker-price-l1.csv:H25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp2,MAT155무광/MAT156유광,100,5500,price-sticker-price-l1.csv:I25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp3,MAT162투명/MAT163홀로그램,100,5500,price-sticker-price-l1.csv:J25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp1,MAT153유포/MAT084비코팅/MAT242미색,100,5200,price-sticker-price-l1.csv:K25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp2,MAT155무광/MAT156유광,100,6200,price-sticker-price-l1.csv:L25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp3,MAT162투명/MAT163홀로그램,100,6200,price-sticker-price-l1.csv:M25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp1,MAT153유포/MAT084비코팅/MAT242미색,100,5700,price-sticker-price-l1.csv:N25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp2,MAT155무광/MAT156유광,100,6700,price-sticker-price-l1.csv:O25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp3,MAT162투명/MAT163홀로그램,100,6700,price-sticker-price-l1.csv:P25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp1,MAT153유포/MAT084비코팅/MAT242미색,100,5700,price-sticker-price-l1.csv:Q25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp2,MAT155무광/MAT156유광,100,6700,price-sticker-price-l1.csv:R25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp3,MAT162투명/MAT163홀로그램,100,6700,price-sticker-price-l1.csv:S25,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp1,MAT153유포/MAT084비코팅/MAT242미색,120,5100,price-sticker-price-l1.csv:B26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp2,MAT155무광/MAT156유광,120,6100,price-sticker-price-l1.csv:C26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp3,MAT162투명/MAT163홀로그램,120,6100,price-sticker-price-l1.csv:D26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp1,MAT153유포/MAT084비코팅/MAT242미색,120,4600,price-sticker-price-l1.csv:E26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp2,MAT155무광/MAT156유광,120,5600,price-sticker-price-l1.csv:F26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp3,MAT162투명/MAT163홀로그램,120,5600,price-sticker-price-l1.csv:G26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp1,MAT153유포/MAT084비코팅/MAT242미색,120,4400,price-sticker-price-l1.csv:H26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp2,MAT155무광/MAT156유광,120,5400,price-sticker-price-l1.csv:I26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp3,MAT162투명/MAT163홀로그램,120,5400,price-sticker-price-l1.csv:J26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp1,MAT153유포/MAT084비코팅/MAT242미색,120,5200,price-sticker-price-l1.csv:K26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp2,MAT155무광/MAT156유광,120,6200,price-sticker-price-l1.csv:L26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp3,MAT162투명/MAT163홀로그램,120,6200,price-sticker-price-l1.csv:M26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp1,MAT153유포/MAT084비코팅/MAT242미색,120,5700,price-sticker-price-l1.csv:N26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp2,MAT155무광/MAT156유광,120,6700,price-sticker-price-l1.csv:O26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp3,MAT162투명/MAT163홀로그램,120,6700,price-sticker-price-l1.csv:P26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp1,MAT153유포/MAT084비코팅/MAT242미색,120,5700,price-sticker-price-l1.csv:Q26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp2,MAT155무광/MAT156유광,120,6700,price-sticker-price-l1.csv:R26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp3,MAT162투명/MAT163홀로그램,120,6700,price-sticker-price-l1.csv:S26,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp1,MAT153유포/MAT084비코팅/MAT242미색,125,5100,price-sticker-price-l1.csv:B27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp2,MAT155무광/MAT156유광,125,6100,price-sticker-price-l1.csv:C27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp3,MAT162투명/MAT163홀로그램,125,6100,price-sticker-price-l1.csv:D27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp1,MAT153유포/MAT084비코팅/MAT242미색,125,4600,price-sticker-price-l1.csv:E27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp2,MAT155무광/MAT156유광,125,5600,price-sticker-price-l1.csv:F27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp3,MAT162투명/MAT163홀로그램,125,5600,price-sticker-price-l1.csv:G27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp1,MAT153유포/MAT084비코팅/MAT242미색,125,4400,price-sticker-price-l1.csv:H27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp2,MAT155무광/MAT156유광,125,5400,price-sticker-price-l1.csv:I27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A3_1판,grp3,MAT162투명/MAT163홀로그램,125,5400,price-sticker-price-l1.csv:J27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp1,MAT153유포/MAT084비코팅/MAT242미색,125,5000,price-sticker-price-l1.csv:K27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp2,MAT155무광/MAT156유광,125,6000,price-sticker-price-l1.csv:L27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x190_6판,grp3,MAT162투명/MAT163홀로그램,125,6000,price-sticker-price-l1.csv:M27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp1,MAT153유포/MAT084비코팅/MAT242미색,125,5700,price-sticker-price-l1.csv:N27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp2,MAT155무광/MAT156유광,125,6700,price-sticker-price-l1.csv:O27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,100x148_8판,grp3,MAT162투명/MAT163홀로그램,125,6700,price-sticker-price-l1.csv:P27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp1,MAT153유포/MAT084비코팅/MAT242미색,125,5700,price-sticker-price-l1.csv:Q27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp2,MAT155무광/MAT156유광,125,6700,price-sticker-price-l1.csv:R27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,90x110_12판,grp3,MAT162투명/MAT163홀로그램,125,6700,price-sticker-price-l1.csv:S27,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp1,MAT153유포/MAT084비코팅/MAT242미색,140,5000,price-sticker-price-l1.csv:B28,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp2,MAT155무광/MAT156유광,140,6000,price-sticker-price-l1.csv:C28,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A5_124x186_4판,grp3,MAT162투명/MAT163홀로그램,140,6000,price-sticker-price-l1.csv:D28,장당단가형(.01) ×주문수량
B01,반칼자유형(공유:반칼/투명/홀로그램+원형/정사각/직사각/띠지/팬시/소량),siz_cd×mat×qty(이산단가형),고정가by-siz_cd,A4_2판,grp1,MAT153유포/MAT084비코팅/MAT242미색,140,4500,price-sticker-price-l1.csv:E28,장당단가형(.01) ×주문수량
