table,pk,comp_cd,comp_nm,current_note,corrected_note,flag
t_prc_component_prices,1420,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로20mm 면적단가 (라이브 siz SIZ_000346 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로20mm 면적단가,
t_prc_component_prices,1425,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로20mm×세로30mm 면적단가 (라이브 siz SIZ_000329 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로20mm×세로30mm 면적단가,
t_prc_component_prices,1426,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로30mm×세로30mm 면적단가 (라이브 siz SIZ_000330 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로30mm×세로30mm 면적단가,
t_prc_component_prices,1428,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로50mm×세로30mm 면적단가 (라이브 siz SIZ_000493 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로50mm×세로30mm 면적단가,
t_prc_component_prices,1431,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로80mm×세로30mm 면적단가 (라이브 siz SIZ_000350 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로80mm×세로30mm 면적단가,
t_prc_component_prices,1435,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로30mm×세로40mm 면적단가 (라이브 siz SIZ_000331 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로30mm×세로40mm 면적단가,
t_prc_component_prices,1436,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로40mm×세로40mm 면적단가 (라이브 siz SIZ_000333 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로40mm×세로40mm 면적단가,
t_prc_component_prices,1438,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로40mm 면적단가 (라이브 siz SIZ_000495 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로40mm 면적단가,
t_prc_component_prices,1442,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로40mm 면적단가 (라이브 siz SIZ_000449 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로40mm 면적단가,
t_prc_component_prices,1445,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로40mm×세로50mm 면적단가 (라이브 siz SIZ_000334 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로40mm×세로50mm 면적단가,
t_prc_component_prices,1446,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로50mm×세로50mm 면적단가 (라이브 siz SIZ_000011 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로50mm×세로50mm 면적단가,
t_prc_component_prices,1448,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로70mm×세로50mm 면적단가 (라이브 siz SIZ_000062 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로70mm×세로50mm 면적단가,
t_prc_component_prices,1449,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로80mm×세로50mm 면적단가 (라이브 siz SIZ_000497 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로80mm×세로50mm 면적단가,
t_prc_component_prices,1450,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로90mm×세로50mm 면적단가 (라이브 siz SIZ_000008 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로90mm×세로50mm 면적단가,
t_prc_component_prices,1451,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로50mm 면적단가 (라이브 siz SIZ_000243 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로50mm 면적단가,
t_prc_component_prices,1454,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로40mm×세로60mm 면적단가 (라이브 siz SIZ_000335 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로40mm×세로60mm 면적단가,
t_prc_component_prices,1456,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로60mm 면적단가 (라이브 siz SIZ_000148 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로60mm 면적단가,
t_prc_component_prices,1457,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로70mm×세로60mm 면적단가 (라이브 siz SIZ_000344 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로70mm×세로60mm 면적단가,
t_prc_component_prices,1460,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로60mm 면적단가 (라이브 siz SIZ_000147 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로60mm 면적단가,
t_prc_component_prices,1462,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로30mm×세로70mm 면적단가 (라이브 siz SIZ_000332 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로30mm×세로70mm 면적단가,
t_prc_component_prices,1464,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로50mm×세로70mm 면적단가 (라이브 siz SIZ_000061 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로50mm×세로70mm 면적단가,
t_prc_component_prices,1465,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로70mm 면적단가 (라이브 siz SIZ_000370 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로70mm 면적단가,
t_prc_component_prices,1466,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로70mm×세로70mm 면적단가 (라이브 siz SIZ_000211 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로70mm×세로70mm 면적단가,
t_prc_component_prices,1469,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로70mm 면적단가 (라이브 siz SIZ_000246 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로70mm 면적단가,
t_prc_component_prices,1472,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로40mm×세로80mm 면적단가 (라이브 siz SIZ_000047 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로40mm×세로80mm 면적단가,
t_prc_component_prices,1474,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로80mm 면적단가 (라이브 siz SIZ_000371 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로80mm 면적단가,
t_prc_component_prices,1476,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로80mm×세로80mm 면적단가 (라이브 siz SIZ_000043 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로80mm×세로80mm 면적단가,
t_prc_component_prices,1478,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로80mm 면적단가 (라이브 siz SIZ_000248 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로80mm 면적단가,
t_prc_component_prices,1482,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로50mm×세로90mm 면적단가 (라이브 siz SIZ_000132 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로50mm×세로90mm 면적단가,
t_prc_component_prices,1483,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로90mm 면적단가 (라이브 siz SIZ_000372 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로90mm 면적단가,
t_prc_component_prices,1486,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로90mm×세로90mm 면적단가 (라이브 siz SIZ_000119 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로90mm×세로90mm 면적단가,
t_prc_component_prices,1487,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로90mm 면적단가 (라이브 siz SIZ_000017 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로90mm 면적단가,
t_prc_component_prices,1492,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로60mm×세로100mm 면적단가 (라이브 siz SIZ_000373 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로60mm×세로100mm 면적단가,
t_prc_component_prices,1493,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로70mm×세로100mm 면적단가 (라이브 siz SIZ_000448 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로70mm×세로100mm 면적단가,
t_prc_component_prices,1495,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로90mm×세로100mm 면적단가 (라이브 siz SIZ_000018 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로90mm×세로100mm 면적단가,
t_prc_component_prices,1496,COMP_ACRYL_MIRROR3T,,"미러아크릴3T(투명3T×2 파생) 가로100mm×세로100mm 면적단가 (라이브 siz SIZ_000113 실코드, M-1정정 DIRECT매칭)",미러아크릴3T(투명3T×2 파생) 가로100mm×세로100mm 면적단가,
t_prc_component_prices,2141,COMP_BIND_CAL_DESK130,,"캘린더 제본비/탁상형캘린더제본(130) 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(130) 수량 1 이상,
t_prc_component_prices,2145,COMP_BIND_CAL_DESK130,,"캘린더 제본비/탁상형캘린더제본(130) 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(130) 수량 4 이상,
t_prc_component_prices,2149,COMP_BIND_CAL_DESK130,,"캘린더 제본비/탁상형캘린더제본(130) 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(130) 수량 10 이상,
t_prc_component_prices,2153,COMP_BIND_CAL_DESK130,,"캘린더 제본비/탁상형캘린더제본(130) 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(130) 수량 50 이상,
t_prc_component_prices,2157,COMP_BIND_CAL_DESK130,,"캘린더 제본비/탁상형캘린더제본(130) 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(130) 수량 100 이상,
t_prc_component_prices,2161,COMP_BIND_CAL_DESK130,,"캘린더 제본비/탁상형캘린더제본(130) 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(130) 수량 1000 이상,
t_prc_component_prices,2140,COMP_BIND_CAL_DESK220,,"캘린더 제본비/탁상형캘린더제본(220) 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(220) 수량 1 이상,
t_prc_component_prices,2144,COMP_BIND_CAL_DESK220,,"캘린더 제본비/탁상형캘린더제본(220) 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(220) 수량 4 이상,
t_prc_component_prices,2148,COMP_BIND_CAL_DESK220,,"캘린더 제본비/탁상형캘린더제본(220) 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(220) 수량 10 이상,
t_prc_component_prices,2152,COMP_BIND_CAL_DESK220,,"캘린더 제본비/탁상형캘린더제본(220) 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(220) 수량 50 이상,
t_prc_component_prices,2156,COMP_BIND_CAL_DESK220,,"캘린더 제본비/탁상형캘린더제본(220) 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(220) 수량 100 이상,
t_prc_component_prices,2160,COMP_BIND_CAL_DESK220,,"캘린더 제본비/탁상형캘린더제본(220) 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(220) 수량 1000 이상,
t_prc_component_prices,2142,COMP_BIND_CAL_DESKMINI,,"캘린더 제본비/탁상형캘린더제본(미니) 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(미니) 수량 1 이상,
t_prc_component_prices,2146,COMP_BIND_CAL_DESKMINI,,"캘린더 제본비/탁상형캘린더제본(미니) 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(미니) 수량 4 이상,
t_prc_component_prices,2150,COMP_BIND_CAL_DESKMINI,,"캘린더 제본비/탁상형캘린더제본(미니) 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(미니) 수량 10 이상,
t_prc_component_prices,2154,COMP_BIND_CAL_DESKMINI,,"캘린더 제본비/탁상형캘린더제본(미니) 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(미니) 수량 50 이상,
t_prc_component_prices,2158,COMP_BIND_CAL_DESKMINI,,"캘린더 제본비/탁상형캘린더제본(미니) 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(미니) 수량 100 이상,
t_prc_component_prices,2162,COMP_BIND_CAL_DESKMINI,,"캘린더 제본비/탁상형캘린더제본(미니) 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/탁상형캘린더제본(미니) 수량 1000 이상,
t_prc_component_prices,2139,COMP_BIND_CAL_WALL,,"캘린더 제본비/벽걸이캘린더제본 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/벽걸이캘린더제본 수량 1 이상,
t_prc_component_prices,2143,COMP_BIND_CAL_WALL,,"캘린더 제본비/벽걸이캘린더제본 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/벽걸이캘린더제본 수량 4 이상,
t_prc_component_prices,2147,COMP_BIND_CAL_WALL,,"캘린더 제본비/벽걸이캘린더제본 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/벽걸이캘린더제본 수량 10 이상,
t_prc_component_prices,2151,COMP_BIND_CAL_WALL,,"캘린더 제본비/벽걸이캘린더제본 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/벽걸이캘린더제본 수량 50 이상,
t_prc_component_prices,2155,COMP_BIND_CAL_WALL,,"캘린더 제본비/벽걸이캘린더제본 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/벽걸이캘린더제본 수량 100 이상,
t_prc_component_prices,2159,COMP_BIND_CAL_WALL,,"캘린더 제본비/벽걸이캘린더제본 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",캘린더 제본비/벽걸이캘린더제본 수량 1000 이상,
t_prc_component_prices,2121,COMP_BIND_HC_MUSEON,,"하드커버 제본비/하드커버무선 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버무선 수량 1 이상,
t_prc_component_prices,2124,COMP_BIND_HC_MUSEON,,"하드커버 제본비/하드커버무선 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버무선 수량 4 이상,
t_prc_component_prices,2127,COMP_BIND_HC_MUSEON,,"하드커버 제본비/하드커버무선 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버무선 수량 10 이상,
t_prc_component_prices,2130,COMP_BIND_HC_MUSEON,,"하드커버 제본비/하드커버무선 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버무선 수량 50 이상,
t_prc_component_prices,2133,COMP_BIND_HC_MUSEON,,"하드커버 제본비/하드커버무선 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버무선 수량 100 이상,
t_prc_component_prices,2136,COMP_BIND_HC_MUSEON,,"하드커버 제본비/하드커버무선 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버무선 수량 1000 이상,
t_prc_component_prices,2122,COMP_BIND_HC_TWINRING,,"하드커버 제본비/하드커버트윈링 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버트윈링 수량 1 이상,
t_prc_component_prices,2125,COMP_BIND_HC_TWINRING,,"하드커버 제본비/하드커버트윈링 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버트윈링 수량 4 이상,
t_prc_component_prices,2128,COMP_BIND_HC_TWINRING,,"하드커버 제본비/하드커버트윈링 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버트윈링 수량 10 이상,
t_prc_component_prices,2131,COMP_BIND_HC_TWINRING,,"하드커버 제본비/하드커버트윈링 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버트윈링 수량 50 이상,
t_prc_component_prices,2134,COMP_BIND_HC_TWINRING,,"하드커버 제본비/하드커버트윈링 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버트윈링 수량 100 이상,
t_prc_component_prices,2137,COMP_BIND_HC_TWINRING,,"하드커버 제본비/하드커버트윈링 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/하드커버트윈링 수량 1000 이상,
t_prc_component_prices,2089,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 1 이상,
t_prc_component_prices,2093,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 4 이상,
t_prc_component_prices,2097,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 10 이상,
t_prc_component_prices,2101,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥30 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 30 이상,
t_prc_component_prices,2105,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 50 이상,
t_prc_component_prices,2109,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥70 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 70 이상,
t_prc_component_prices,2113,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 100 이상,
t_prc_component_prices,2117,COMP_BIND_JUNGCHEOL,,"제본비/중철제본 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/중철제본 수량 1000 이상,
t_prc_component_prices,2090,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 1 이상,
t_prc_component_prices,2094,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 4 이상,
t_prc_component_prices,2098,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 10 이상,
t_prc_component_prices,2102,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥30 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 30 이상,
t_prc_component_prices,2106,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 50 이상,
t_prc_component_prices,2110,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥70 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 70 이상,
t_prc_component_prices,2114,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 100 이상,
t_prc_component_prices,2118,COMP_BIND_MUSEON,,"제본비/무선제본 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/무선제본 수량 1000 이상,
t_prc_component_prices,2092,COMP_BIND_PUR,,"제본비/PUR제본 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 1 이상,
t_prc_component_prices,2096,COMP_BIND_PUR,,"제본비/PUR제본 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 4 이상,
t_prc_component_prices,2100,COMP_BIND_PUR,,"제본비/PUR제본 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 10 이상,
t_prc_component_prices,2104,COMP_BIND_PUR,,"제본비/PUR제본 수량≥30 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 30 이상,
t_prc_component_prices,2108,COMP_BIND_PUR,,"제본비/PUR제본 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 50 이상,
t_prc_component_prices,2112,COMP_BIND_PUR,,"제본비/PUR제본 수량≥70 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 70 이상,
t_prc_component_prices,2116,COMP_BIND_PUR,,"제본비/PUR제본 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 100 이상,
t_prc_component_prices,2120,COMP_BIND_PUR,,"제본비/PUR제본 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/PUR제본 수량 1000 이상,
t_prc_component_prices,2123,COMP_BIND_SSABARI,,"하드커버 제본비/싸바리바인더 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/싸바리바인더 수량 1 이상,
t_prc_component_prices,2126,COMP_BIND_SSABARI,,"하드커버 제본비/싸바리바인더 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/싸바리바인더 수량 4 이상,
t_prc_component_prices,2129,COMP_BIND_SSABARI,,"하드커버 제본비/싸바리바인더 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/싸바리바인더 수량 10 이상,
t_prc_component_prices,2132,COMP_BIND_SSABARI,,"하드커버 제본비/싸바리바인더 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/싸바리바인더 수량 50 이상,
t_prc_component_prices,2135,COMP_BIND_SSABARI,,"하드커버 제본비/싸바리바인더 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/싸바리바인더 수량 100 이상,
t_prc_component_prices,2138,COMP_BIND_SSABARI,,"하드커버 제본비/싸바리바인더 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",하드커버 제본비/싸바리바인더 수량 1000 이상,
t_prc_component_prices,2091,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥1 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 1 이상,
t_prc_component_prices,2095,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥4 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 4 이상,
t_prc_component_prices,2099,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥10 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 10 이상,
t_prc_component_prices,2103,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥30 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 30 이상,
t_prc_component_prices,2107,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥50 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 50 이상,
t_prc_component_prices,2111,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥70 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 70 이상,
t_prc_component_prices,2115,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥100 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 100 이상,
t_prc_component_prices,2119,COMP_BIND_TWINRING,,"제본비/트윈링제본 수량≥1000 (제본비, comp_typ=.04 후가공, 제본종류=comp흡수)",제본비/트윈링제본 수량 1000 이상,
t_prc_component_prices,2186,COMP_CUT_FULL_DIECUT,,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 완칼(국4절) 인쇄비+소재+커팅 합가 출력매수≥1 (단면 band=합가단가, 규칙④, 수량변동→차원)",완칼(국4절) 인쇄비+소재+커팅 합가 출력매수 1 이상 / 작업 1건 고정 금액(수량을 곱하지 않음),
t_prc_component_prices,2187,COMP_CUT_FULL_DIECUT,,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 완칼(국4절) 인쇄비+소재+커팅 합가 출력매수≥2 (단면 band=합가단가, 규칙④, 수량변동→차원)",완칼(국4절) 인쇄비+소재+커팅 합가 출력매수 2 이상 / 작업 1건 고정 금액(수량을 곱하지 않음),
t_prc_component_prices,2188,COMP_CUT_FULL_DIECUT,,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 완칼(국4절) 인쇄비+소재+커팅 합가 출력매수≥3 (단면 band=합가단가, 규칙④, 수량변동→차원)",완칼(국4절) 인쇄비+소재+커팅 합가 출력매수 3 이상 / 작업 1건 고정 금액(수량을 곱하지 않음),
t_prc_component_prices,2189,COMP_CUT_FULL_DIECUT,,"[siz-corrected: SIZ_PENDING_GUK4→SIZ_000499] 완칼(국4절) 인쇄비+소재+커팅 합가 출력매수≥4 (단면 band=합가단가, 규칙④, 수량변동→차원)",완칼(국4절) 인쇄비+소재+커팅 합가 출력매수 4 이상 / 작업 1건 고정 금액(수량을 곱하지 않음),
