prd_cd,상품명,상품군,종이류,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,등급,완성률,위젯클래스,다음한걸음,근거,widget_eligible,golden_status
PRD_000279,메쉬 에코백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,WARN,N/A,N/A,N/A,WARN,L1,25.0,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-NO-PRICE;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000278,메쉬 토트백,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000128,메쉬프린트,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_MESH;OC=67;pfm=BOUND_OK,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000139,메쉬현수막,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,N/A,WARN,L3,84.4,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_BANNER_M;R1=MAT_000070(설치용끈);OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000035,모양명함,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_NAMECARD_SHAPE;OC=60;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000023,모양엽서,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_DGP_B;OC=80;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000140,무광시트커팅,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_SHEETCUT_MATTE;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000069,무선책자,책자,Y,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,N/A,N/A,WARN,WARN,L2+,60.2,W-SET,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_BIND_MUSEON;OC=100;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000204,미니CD앨범,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000197,미니매트,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000036,미니모양명함,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_NAMECARD_MINISHAPE;OC=60;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000145,미니배너,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,N/A,PASS,L3,87.8,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_MINI_BANNER;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000144,미니보드스탠딩,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,WARN,N/A,PASS,L3,96.7,W-AREA,CPQ/판형 적재(D9)→L4,calc=OK;frm=PRF_POSTER_MINI_STANDBOARD;OC=100;pfm=BOUND_OK,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000227,미니우치와키링,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000028,미니접지카드,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_DGP_E;OC=83;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000109,미니탁상형캘린더,캘린더,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,WARN,WARN,WARN,L1,31.9,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;R1=MAT_000253(링 블랙);MAT;OC=100;pfm=DESIGN_BLOCKED,N,n/a (L3 미만)
PRD_000143,미러아크릴스티커,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ACRYLSTK_MIRROR;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000061,반칼띠지스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000058,반칼원형스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000052,반칼 자유형 스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000053,반칼 자유형 투명스티커,스티커,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,N/A,N/A,PASS,L3,90.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000054,반칼 자유형 홀로그램스티커,스티커,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,N/A,N/A,PASS,L3,90.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000059,반칼정사각스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000060,반칼직사각스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000062,반칼팬시스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,PASS,L3,95.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000063,반칼팬시투명스티커,스티커,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,N/A,N/A,PASS,L3,90.5,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_FIXED;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000206,반팔티셔츠,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000120,방수포스터,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,N/A,PASS,L3,87.8,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_WATERPROOF;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000219,밴드톡,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
(미등록),버즈케이스★,굿즈파우치,N,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,FAIL,L0,0.0,TBD,상품·구성요소 라이브 등록(엑셀-only),calc=n/a,N,n/a (L3 미만)
PRD_000195,벨벳쿠션,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000111,벽걸이캘린더,캘린더,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,WARN,WARN,WARN,L1,31.9,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;R1=MAT_000253(링 블랙);OC=100;pfm=DESIGN_BLOCKED,N,n/a (L3 미만)
PRD_000006,볼체인,상품악세사리,N,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L1(기성),100.0,W-ADDON(부속),기성 고정가 적재 확인(§7),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000050,봉투제작,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,N/A,N/A,WARN,WARN,L2+,60.2,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_ENV_MAKING;R1=MAT_000168(레자크체크백색 1;OC=100;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000187,블랙사각손거울,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
(미등록),블랙젤리,굿즈파우치,N,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,FAIL,L0,0.0,TBD,상품·구성요소 라이브 등록(엑셀-only),calc=n/a,N,n/a (L3 미만)
PRD_000186,사각손거울,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000064,소량자유형스티커,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-FIX,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_STK_FIXED;OC=60;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000047,소량전단지,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,WARN,WARN,N/A,WARN,PASS,FAIL,L3,81.9,W-CASCADE,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_DGP_D;R1=MAT_000128(면끈);MAT_0;OC=83;pfm=BOUND_OK,N,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000033,스탠다드명함,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,WARN,N/A,WARN,WARN,WARN,L2+,55.3,W-FIX,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_NAMECARD_FIXED;OC=80;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000018,스탠다드엽서,디지털인쇄,Y,PASS,PASS,PASS,PASS,WARN,PASS,PASS,WARN,WARN,PASS,PASS,L2+,86.0,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=OK;frm=PRF_DGP_A;OC=100;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000041,스탠다드 쿠폰/상품권,디지털인쇄,Y,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,WARN,PASS,PASS,L3,96.8,W-CASCADE,CPQ/판형 적재(D9)→L4,calc=OK;frm=PRF_DGP_A;OC=100;pfm=BOUND_OK,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000065,스티커팩,스티커,Y,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,N/A,PASS,PASS,L3,90.9,W-FIX,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_STK_PACK;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000177,스프링노트,문구,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000178,스프링수첩,문구,Y,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,PASS,PASS,L4,100.0,W-CASCADE,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_STN_SPRINGNOTEBK;OC=100;pfm=DESIGNED_NOT_LOADED,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000208,슬로건,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
(미등록),슬림하드 폰케이스,굿즈파우치,N,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,FAIL,L0,0.0,TBD,상품·구성요소 라이브 등록(엑셀-only),calc=n/a,N,n/a (L3 미만)
PRD_000051,썬캡,디지털인쇄,Y,PASS,PASS,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,FAIL,WARN,L2,42.0,W-CASCADE,PRICED-0 결함 교정(단가행/판형 적재·§26/§7),calc=PRICED-0;frm=PRF_DGP_F;OC=100;pfm=BOUND_OK,N,n/a (L3 미만)
PRD_000157,아크릴네임택,아크릴,N,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,N/A,N/A,N/A,WARN,L2+,60.7,W-AREA,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000147,아크릴마그넷,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,L4,100.0,W-AREA,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000154,아크릴 머리끈,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,L4,100.0,W-AREA,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=DESIGNED_NOT_LOADED,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000152,아크릴명찰,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,L4,100.0,W-AREA,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000153,아크릴명찰(골드실버),아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,N/A,WARN,L3,91.7,W-AREA,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_ACRYL_NAMETAG_GS;R1=MAT_000195(아크릴(골드));;OC=67;pfm=DESIGNED_NOT_LOADED,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000163,아크릴미니파츠,아크릴,N,PASS,PASS,WARN,WARN,WARN,WARN,WARN,WARN,N/A,N/A,WARN,L2+,62.2,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_MINIPART;OC=67;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000148,아크릴뱃지,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,L4,100.0,W-AREA,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000155,아크릴볼펜,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,N/A,PASS,L3,95.2,W-AREA,CPQ/판형 적재(D7)→L4,calc=OK;frm=PRF_ACRYL_BALLPEN;OC=67;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000170,,아크릴,N,PASS,PASS,WARN,WARN,WARN,WARN,N/A,N/A,N/A,N/A,WARN,L2+,64.5,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_SHAKER_TBD;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000226,아크릴쉐이커코롯토,굿즈파우치,N,PASS,PASS,WARN,WARN,WARN,WARN,PASS,WARN,N/A,N/A,WARN,L2+,66.7,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_SHCOROTTO_TBD;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000150,아크릴스마트톡,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,L4,100.0,W-AREA,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000169,,아크릴,N,PASS,PASS,WARN,WARN,WARN,WARN,N/A,N/A,N/A,N/A,WARN,L2+,64.5,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_3DBLOCK_TBD;pfm=DESIGNED_NOT_LOADED,N,n/a (L3 미만)
PRD_000168,,아크릴,N,PASS,PASS,WARN,WARN,WARN,WARN,N/A,N/A,N/A,N/A,WARN,L2+,64.5,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_3DCOROTTO_TBD;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
PRD_000160,아크릴자유형스탠드,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,N/A,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D8)→L4",calc=OK;frm=PRF_ACRYL_FREESTAND;OC=67;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000156,아크릴지비츠,아크릴,N,PASS,PASS,WARN,WARN,WARN,WARN,WARN,N/A,N/A,N/A,WARN,L2+,63.1,W-AREA,골든 불일치 조사(판수/단가 대조),calc=TBD-미설정;frm=PRF_ACRYL_ZIBITZ_TBD;OC=67;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000149,아크릴집게,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,N/A,N/A,PASS,L4,100.0,W-AREA,위젯 구현(가격모델 클래스 기반),calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000166,아크릴카라비너,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,N/A,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D8)→L4",calc=OK;frm=PRF_ACRYL_CARABINER;OC=67;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000164,아크릴코롯토,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,WARN,N/A,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D8)→L4",calc=OK;frm=PRF_COROTTO_ACRYL;OC=67;pfm=LIVE_UNBOUND,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000159,아크릴 코스터,아크릴,N,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,N/A,N/A,N/A,WARN,L2+,60.7,W-AREA,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000146,아크릴키링,아크릴,N,PASS,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,N/A,PASS,L3,96.7,W-AREA,CPQ/판형 적재(D8)→L4,calc=OK;frm=PRF_CLR_ACRYL;OC=100;pfm=BOUND_OK,Y,표본 라이브 PRICE>0 실측확인 (골든 전수대조는 후속)
PRD_000162,아크릴포카스탠드,아크릴,N,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,WARN,N/A,N/A,WARN,L2+,60.0,W-AREA,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000158,아크릴 포카키링,아크릴,N,PASS,PASS,WARN,FAIL,WARN,WARN,PASS,WARN,N/A,N/A,WARN,L2+,60.0,W-AREA,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_CLR_ACRYL;OC=100;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000123,아트패브릭포스터,실사,N,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,N/A,PASS,L3,92.2,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ARTFABRIC;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000119,아트페이퍼포스터,실사,Y,PASS,PASS,PASS,PASS,PASS,PASS,WARN,N/A,WARN,PASS,PASS,L3,92.6,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ARTPAPER;OC=67;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000118,아트프린트포스터,실사,Y,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,N/A,WARN,PASS,PASS,L3,88.3,W-AREA,"CPQ/판형 적재(D7,D9)→L4",calc=OK;frm=PRF_POSTER_ARTPRINT;OC=50;pfm=BOUND_OK,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000205,양말,굿즈파우치,N,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,N/A,N/A,WARN,L1,29.8,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
(미등록),에어팟케이스★,굿즈파우치,N,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,N/A,FAIL,L0,0.0,TBD,상품·구성요소 라이브 등록(엑셀-only),calc=n/a,N,n/a (L3 미만)
PRD_000094,엽서북,책자,Y,PASS,WARN,PASS,PASS,PASS,WARN,WARN,N/A,N/A,PASS,WARN,L3,80.7,W-SET,CPQ/판형 적재(D7)→L4,calc=PRICED-완제품가;frm=PRF_PCB_FIXED;pfm=BOUND_DEFECT,Y,체인완전(바인딩·단가행 OK)·골든 미대조
PRD_000095,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000096,,책자,Y,PASS,N/A,N/A,N/A,N/A,PASS,N/A,N/A,N/A,N/A,N/A,L2(반제품),100.0,W-SET(구성원),셋트 부모 공식 바인딩(§23)→구성원 가격연결,calc=n/a;pfm=NA_NO_FORMULA,N,n/a (L3 미만)
PRD_000110,엽서캘린더,캘린더,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,WARN,WARN,WARN,L1,31.9,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;OC=100;pfm=DESIGN_BLOCKED,N,n/a (L3 미만)
PRD_000037,오리지널박명함,디지털인쇄,Y,PASS,PASS,WARN,FAIL,WARN,WARN,WARN,N/A,WARN,WARN,FAIL,L2+,52.1,W-CASCADE,골든 불일치 조사(판수/단가 대조),calc=UNSCORED-축미탑재;frm=PRF_NAMECARD_FOIL;R1=MAT_000138(젤리볼펜(가칭));OC=67;pfm=LIVE_UNBOUND,N,n/a (L3 미만)
PRD_000112,와이드벽걸이캘린더,캘린더,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,PASS,N/A,WARN,WARN,WARN,L1,31.9,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-PRICE-IN-SHEET;R1=MAT_000253(링 블랙);OC=100;pfm=DESIGN_BLOCKED,N,n/a (L3 미만)
PRD_000049,와이드 접지리플렛,디지털인쇄,Y,PASS,FAIL,FAIL,FAIL,FAIL,WARN,FAIL,N/A,WARN,WARN,WARN,L1,23.4,TBD,가격공식 바인딩(§18 설계→§7 적재),calc=UNBOUND-NO-PRICE;OC=29;pfm=NEEDS_BASICS_FIRST,N,n/a (L3 미만)
